,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Preferred Shares Number,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,
Ordinary Shares Number,216551972.0,217759811.0,223776580.0,235035739.0,234992960.0,
Share Issued,216551972.0,217759811.0,223776580.0,235035739.0,234992960.0,
Net Debt,5990000000.0,6342000000.0,6787000000.0,6779000000.0,8486000000.0,
Total Debt,8170000000.0,8348000000.0,8439000000.0,8888000000.0,10087000000.0,
Tangible Book Value,2634000000.0,2337000000.0,1768000000.0,1632000000.0,1477000000.0,
Invested Capital,16912000000.0,17480000000.0,16848000000.0,17148000000.0,18422000000.0,
Working Capital,3875000000.0,3622000000.0,2944000000.0,2695000000.0,2884000000.0,
Net Tangible Assets,2634000000.0,2337000000.0,1768000000.0,1632000000.0,1477000000.0,
Capital Lease Obligations,540000000.0,558000000.0,552000000.0,536000000.0,547000000.0,
Common Stock Equity,9282000000.0,9690000000.0,8961000000.0,8796000000.0,8882000000.0,
Total Capitalization,16895000000.0,17448000000.0,16607000000.0,16639000000.0,17165000000.0,
Total Equity Gross Minority Interest,9564000000.0,9975000000.0,9254000000.0,9085000000.0,9198000000.0,
Minority Interest,282000000.0,285000000.0,293000000.0,289000000.0,316000000.0,
Stockholders Equity,9282000000.0,9690000000.0,8961000000.0,8796000000.0,8882000000.0,
Gains Losses Not Affecting Retained Earnings,-709000000.0,-714000000.0,-1011000000.0,-1174000000.0,-794000000.0,
Other Equity Adjustments,-709000000.0,-714000000.0,-1011000000.0,-1174000000.0,-794000000.0,
Retained Earnings,6357000000.0,6797000000.0,6598000000.0,7002000000.0,6734000000.0,
Additional Paid In Capital,3632000000.0,3605000000.0,3372000000.0,2966000000.0,2940000000.0,
Capital Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,13933000000.0,13967000000.0,13848000000.0,14373000000.0,15568000000.0,
Total Non Current Liabilities Net Minority Interest,9048000000.0,9216000000.0,9054000000.0,9242000000.0,9764000000.0,
Other Non Current Liabilities,78000000.0,76000000.0,55000000.0,63000000.0,66000000.0,
Derivative Product Liabilities,1000000.0,0.0,9000000.0,39000000.0,32000000.0,
Employee Benefits,435000000.0,429000000.0,393000000.0,377000000.0,417000000.0,
Non Current Pension And Other Postretirement Benefit Plans,432000000.0,426000000.0,390000000.0,374000000.0,413000000.0,
Non Current Accrued Expenses,52000000.0,56000000.0,54000000.0,37000000.0,50000000.0,
Tradeand Other Payables Non Current,148000000.0,150000000.0,146000000.0,165000000.0,188000000.0,
Non Current Deferred Liabilities,315000000.0,323000000.0,326000000.0,303000000.0,304000000.0,
Non Current Deferred Revenue,16000000.0,25000000.0,28000000.0,13000000.0,18000000.0,
Non Current Deferred Taxes Liabilities,299000000.0,298000000.0,298000000.0,290000000.0,286000000.0,
Long Term Debt And Capital Lease Obligation,8017000000.0,8180000000.0,8068000000.0,8255000000.0,8704000000.0,
Long Term Capital Lease Obligation,404000000.0,422000000.0,422000000.0,412000000.0,421000000.0,
Long Term Debt,7613000000.0,7758000000.0,7646000000.0,7843000000.0,8283000000.0,
Long Term Provisions,2000000.0,2000000.0,3000000.0,3000000.0,3000000.0,
Current Liabilities,4885000000.0,4751000000.0,4794000000.0,5131000000.0,5804000000.0,
Other Current Liabilities,,2000000.0,43000000.0,76000000.0,39000000.0,11000000.0
Current Deferred Liabilities,169000000.0,188000000.0,217000000.0,243000000.0,190000000.0,
Current Deferred Revenue,169000000.0,188000000.0,217000000.0,243000000.0,190000000.0,
Current Debt And Capital Lease Obligation,153000000.0,168000000.0,371000000.0,633000000.0,1383000000.0,
Current Capital Lease Obligation,136000000.0,136000000.0,130000000.0,124000000.0,126000000.0,
Current Debt,17000000.0,32000000.0,241000000.0,509000000.0,1257000000.0,
Other Current Borrowings,17000000.0,32000000.0,241000000.0,509000000.0,1257000000.0,
Pensionand Other Post Retirement Benefit Plans Current,128000000.0,95000000.0,76000000.0,143000000.0,104000000.0,
Payables And Accrued Expenses,4435000000.0,4298000000.0,4087000000.0,4036000000.0,4088000000.0,
Current Accrued Expenses,1113000000.0,1046000000.0,1022000000.0,979000000.0,982000000.0,
Interest Payable,69000000.0,69000000.0,98000000.0,90000000.0,69000000.0,
Payables,3322000000.0,3252000000.0,3065000000.0,3057000000.0,3106000000.0,
Dividends Payable,22000000.0,22000000.0,,,,
Total Tax Payable,170000000.0,191000000.0,175000000.0,187000000.0,117000000.0,
Accounts Payable,3130000000.0,3039000000.0,2890000000.0,2870000000.0,2989000000.0,
Total Assets,23497000000.0,23942000000.0,23102000000.0,23458000000.0,24766000000.0,
Total Non Current Assets,14737000000.0,15569000000.0,15364000000.0,15632000000.0,16078000000.0,
Other Non Current Assets,145000000.0,148000000.0,144000000.0,140000000.0,144000000.0,
Non Current Deferred Assets,2045000000.0,2115000000.0,2102000000.0,2409000000.0,2400000000.0,
Non Current Deferred Taxes Assets,1917000000.0,1967000000.0,1943000000.0,2281000000.0,2239000000.0,
Non Current Accounts Receivable,149000000.0,134000000.0,120000000.0,114000000.0,123000000.0,
Financial Assets,16000000.0,11000000.0,3000000.0,1000000.0,16000000.0,
Investments And Advances,1518000000.0,1541000000.0,1620000000.0,1611000000.0,1694000000.0,
Long Term Equity Investment,1518000000.0,1541000000.0,1620000000.0,1611000000.0,1694000000.0,
Investments In Other Ventures Under Equity Method,1518000000.0,1541000000.0,1620000000.0,1611000000.0,1694000000.0,
Goodwill And Other Intangible Assets,6648000000.0,7353000000.0,7193000000.0,7164000000.0,7405000000.0,
Other Intangible Assets,2055000000.0,2105000000.0,2105000000.0,2140000000.0,2235000000.0,
Goodwill,4593000000.0,5248000000.0,5088000000.0,5024000000.0,5170000000.0,
Net PPE,4216000000.0,4267000000.0,4182000000.0,4193000000.0,4296000000.0,
Accumulated Depreciation,,,,-4910000000.0,,
Gross PPE,4216000000.0,4267000000.0,4182000000.0,9103000000.0,4296000000.0,
Construction In Progress,,,,343000000.0,,
Other Properties,496000000.0,513000000.0,507000000.0,495000000.0,499000000.0,
Machinery Furniture Equipment,,,,7189000000.0,,
Buildings And Improvements,,,,768000000.0,,
Land And Improvements,,,,308000000.0,,
Properties,3720000000.0,3754000000.0,3675000000.0,0.0,3797000000.0,
Current Assets,8760000000.0,8373000000.0,7738000000.0,7826000000.0,8688000000.0,
Other Current Assets,15000000.0,17000000.0,13000000.0,12000000.0,12000000.0,
Hedging Assets Current,66000000.0,43000000.0,26000000.0,18000000.0,42000000.0,
Current Deferred Assets,220000000.0,177000000.0,151000000.0,181000000.0,146000000.0,
Restricted Cash,3000000.0,1000000.0,1000000.0,1000000.0,,
Prepaid Assets,133000000.0,132000000.0,112000000.0,99000000.0,93000000.0,
Inventory,2597000000.0,2475000000.0,2429000000.0,2320000000.0,2550000000.0,
Finished Goods,745000000.0,702000000.0,683000000.0,658000000.0,762000000.0,
Work In Process,243000000.0,229000000.0,214000000.0,199000000.0,196000000.0,
Raw Materials,1609000000.0,1544000000.0,1532000000.0,1463000000.0,1592000000.0,
Receivables,4086000000.0,4080000000.0,3906000000.0,3622000000.0,4000000000.0,
Other Receivables,77000000.0,74000000.0,73000000.0,65000000.0,64000000.0,
Taxes Receivable,287000000.0,284000000.0,280000000.0,290000000.0,278000000.0,
Notes Receivable,9000000.0,5000000.0,4000000.0,6000000.0,5000000.0,
Accounts Receivable,3713000000.0,3717000000.0,3549000000.0,3261000000.0,3653000000.0,
Allowance For Doubtful Accounts Receivable,-48000000.0,-47000000.0,-49000000.0,-37000000.0,-50000000.0,
Gross Accounts Receivable,3761000000.0,3764000000.0,3598000000.0,3298000000.0,3703000000.0,
Cash Cash Equivalents And Short Term Investments,1640000000.0,1448000000.0,1100000000.0,1573000000.0,1845000000.0,
Other Short Term Investments,,,,,791000000.0,748000000.0
Cash And Cash Equivalents,1640000000.0,1448000000.0,1100000000.0,1573000000.0,1054000000.0,
