,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-03-31
Free Cash Flow,741000000.0,514000000.0,306000000.0,342000000.0,408000000.0,
Repayment Of Debt,-62000000.0,-49000000.0,-1805000000.0,-100000000.0,-500000000.0,
Issuance Of Debt,0.0,0.0,846000000.0,0.0,0.0,
Capital Expenditure,-719000000.0,-667000000.0,-790000000.0,-694000000.0,-931000000.0,
Interest Paid Supplemental Data,98000000.0,37000000.0,118000000.0,66000000.0,128000000.0,
Income Tax Paid Supplemental Data,220000000.0,246000000.0,296000000.0,221000000.0,310000000.0,
End Cash Position,475000000.0,107000000.0,67000000.0,625000000.0,64000000.0,
Beginning Cash Position,107000000.0,67000000.0,625000000.0,64000000.0,160000000.0,
Changes In Cash,368000000.0,40000000.0,-558000000.0,561000000.0,-96000000.0,
Financing Cash Flow,-392000000.0,-1046000000.0,-868000000.0,-558000000.0,-580000000.0,
Cash Flow From Continuing Financing Activities,-392000000.0,-1046000000.0,-868000000.0,-558000000.0,-580000000.0,
Net Other Financing Charges,-175000000.0,-91000000.0,-151000000.0,-35000000.0,-113000000.0,
Cash Dividends Paid,-90000000.0,-90000000.0,-91000000.0,-93000000.0,-92000000.0,
Common Stock Dividend Paid,-90000000.0,-90000000.0,-91000000.0,-93000000.0,-92000000.0,
Net Common Stock Issuance,-65000000.0,-50000000.0,-100000000.0,-100000000.0,-2000000.0,
Net Issuance Payments Of Debt,-62000000.0,-815000000.0,-526000000.0,-330000000.0,-373000000.0,
Net Short Term Debt Issuance,0.0,-766000000.0,433000000.0,-230000000.0,127000000.0,
Net Long Term Debt Issuance,-62000000.0,-49000000.0,-959000000.0,-100000000.0,-500000000.0,
Long Term Debt Payments,-62000000.0,-49000000.0,-1805000000.0,-100000000.0,-500000000.0,
Long Term Debt Issuance,0.0,0.0,846000000.0,0.0,0.0,
Investing Cash Flow,-700000000.0,-95000000.0,-786000000.0,83000000.0,-855000000.0,
Cash Flow From Continuing Investing Activities,-700000000.0,-95000000.0,-786000000.0,83000000.0,-855000000.0,
Net Other Investing Changes,19000000.0,572000000.0,4000000.0,777000000.0,76000000.0,
Net Investment Purchase And Sale,,,,,,428000000.0
Sale Of Investment,,,,,,428000000.0
Net Business Purchase And Sale,0.0,0.0,0.0,0.0,0.0,
Sale Of Business,0.0,0.0,0.0,0.0,0.0,
Net PPE Purchase And Sale,-719000000.0,-667000000.0,-790000000.0,-694000000.0,-931000000.0,
Purchase Of PPE,-719000000.0,-667000000.0,-790000000.0,-694000000.0,-931000000.0,
Operating Cash Flow,1460000000.0,1181000000.0,1096000000.0,1036000000.0,1339000000.0,
Cash Flow From Continuing Operating Activities,1460000000.0,1181000000.0,1096000000.0,1036000000.0,1339000000.0,
Change In Working Capital,271000000.0,200000000.0,45000000.0,-107000000.0,221000000.0,
Change In Other Working Capital,-43000000.0,-40000000.0,-18000000.0,-66000000.0,-43000000.0,
Change In Payables And Accrued Expense,-201000000.0,-37000000.0,-320000000.0,322000000.0,-25000000.0,
Change In Accrued Expense,-49000000.0,-6000000.0,-198000000.0,50000000.0,41000000.0,
Change In Payable,-152000000.0,-31000000.0,-122000000.0,272000000.0,-66000000.0,
Change In Account Payable,-152000000.0,-31000000.0,-122000000.0,272000000.0,-66000000.0,
Change In Prepaid Assets,71000000.0,-19000000.0,241000000.0,-93000000.0,31000000.0,
Change In Inventory,5000000.0,-9000000.0,14000000.0,15000000.0,-24000000.0,
Change In Receivables,439000000.0,305000000.0,128000000.0,-285000000.0,282000000.0,
Other Non Cash Items,72000000.0,76000000.0,63000000.0,295000000.0,0.0,
Asset Impairment Charge,,,,18000000.0,1111000000.0,
Deferred Tax,133000000.0,131000000.0,39000000.0,-233000000.0,-461000000.0,
Deferred Income Tax,133000000.0,131000000.0,39000000.0,-233000000.0,-461000000.0,
Depreciation Amortization Depletion,565000000.0,530000000.0,643000000.0,653000000.0,595000000.0,
Operating Gains Losses,141000000.0,-421000000.0,-112000000.0,-15000000.0,12000000.0,
Gain Loss On Investment Securities,148000000.0,-136000000.0,28000000.0,-10000000.0,13000000.0,
Gain Loss On Sale Of Business,-5000000.0,-282000000.0,2000000.0,-5000000.0,-1000000.0,
Net Income From Continuing Operations,278000000.0,665000000.0,418000000.0,425000000.0,-139000000.0,
