,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-4672704.472621,-4898378.542203,-5988500.0,-10594871.794872,83040514.534589
Tax Rate For Calcs,0.178347,0.199121,0.203,0.102564,0.249671
Normalized EBITDA,1061000000.0,1002400000.0,848200000.0,952300000.0,971200000.0
Total Unusual Items,-26200000.0,-24600000.0,-29500000.0,-103300000.0,332600000.0
Total Unusual Items Excluding Goodwill,-26200000.0,-24600000.0,-29500000.0,-103300000.0,332600000.0
Net Income From Continuing Operation Net Minority Interest,585000000.0,524200000.0,402500000.0,472900000.0,736500000.0
Reconciled Depreciation,242500000.0,241700000.0,236100000.0,235500000.0,230100000.0
Reconciled Cost Of Revenue,2299400000.0,2222800000.0,2060200000.0,2269100000.0,2261500000.0
EBITDA,1034800000.0,977800000.0,818700000.0,849000000.0,1303800000.0
EBIT,792300000.0,736100000.0,582600000.0,613500000.0,1073700000.0
Net Interest Income,-55300000.0,-63200000.0,-58300000.0,-61700000.0,-70400000.0
Interest Expense,74600000.0,76200000.0,72600000.0,79200000.0,86400000.0
Interest Income,19300000.0,13000000.0,14300000.0,17500000.0,16000000.0
Normalized Income,606527295.527379,543901621.457797,426011500.0,565605128.205128,486940514.534589
Net Income From Continuing And Discontinued Operation,585000000.0,524200000.0,402500000.0,472900000.0,736500000.0
Total Expenses,3378600000.0,3290500000.0,3110200000.0,3319100000.0,3286300000.0
Total Operating Income As Reported,760200000.0,710100000.0,555300000.0,582800000.0,1044800000.0
Diluted Average Shares,285400000.0,285400000.0,285300000.0,285700000.0,286000000.0
Basic Average Shares,283500000.0,283500000.0,283400000.0,283300000.0,283600000.0
Diluted EPS,2.05,1.84,1.41,1.66,2.58
Basic EPS,2.06,1.85,1.42,1.67,2.6
Diluted NI Availto Com Stockholders,585000000.0,524200000.0,402500000.0,472900000.0,736500000.0
Net Income Common Stockholders,585000000.0,524200000.0,402500000.0,472900000.0,736500000.0
Net Income,585000000.0,524200000.0,402500000.0,472900000.0,736500000.0
Minority Interests,-4700000.0,-4300000.0,-4000000.0,-6600000.0,-4300000.0
Net Income Including Noncontrolling Interests,589700000.0,528500000.0,406500000.0,479500000.0,740800000.0
Net Income Continuous Operations,589700000.0,528500000.0,406500000.0,479500000.0,740800000.0
Tax Provision,128000000.0,131400000.0,103500000.0,54800000.0,246500000.0
Pretax Income,717700000.0,659900000.0,510000000.0,534300000.0,987300000.0
Other Income Expense,-13400000.0,-11600000.0,-16500000.0,-90100000.0,345500000.0
Other Non Operating Income Expenses,12800000.0,13000000.0,13000000.0,13200000.0,12900000.0
Special Income Charges,-26200000.0,-24600000.0,-29500000.0,-103300000.0,332600000.0
Gain On Sale Of Business,0.0,-800000.0,-1600000.0,-10400000.0,364000000.0
Other Special Charges,15200000.0,28500000.0,26400000.0,86900000.0,27500000.0
Restructuring And Mergern Acquisition,11000000.0,-4700000.0,1500000.0,6000000.0,3900000.0
Net Non Operating Interest Income Expense,-55300000.0,-63200000.0,-58300000.0,-61700000.0,-70400000.0
Interest Expense Non Operating,74600000.0,76200000.0,72600000.0,79200000.0,86400000.0
Interest Income Non Operating,19300000.0,13000000.0,14300000.0,17500000.0,16000000.0
Operating Income,786400000.0,734700000.0,584800000.0,686100000.0,712200000.0
Operating Expense,1079200000.0,1067700000.0,1050000000.0,1050000000.0,1024800000.0
Selling General And Administration,1079200000.0,1067700000.0,1050000000.0,1050000000.0,1024800000.0
Gross Profit,1865600000.0,1802400000.0,1634800000.0,1736100000.0,1737000000.0
Cost Of Revenue,2299400000.0,2222800000.0,2060200000.0,2269100000.0,2261500000.0
Total Revenue,4165000000.0,4025200000.0,3695000000.0,4005200000.0,3998500000.0
Operating Revenue,4165000000.0,4025200000.0,3695000000.0,4005200000.0,3998500000.0
