,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,357876000.0,151641000.0,207936000.0,222770000.0,191990000.0,,
Repurchase Of Capital Stock,-240195000.0,-338105000.0,-400890000.0,-245992000.0,-220757000.0,,
Repayment Of Debt,0.0,,,0.0,-75000000.0,0.0,0.0
Issuance Of Debt,-124000000.0,259500000.0,69500000.0,,,0.0,0.0
Capital Expenditure,-44464000.0,-34102000.0,-30026000.0,-39255000.0,-28089000.0,,
Income Tax Paid Supplemental Data,,,,,,77685000.0,13233000.0
End Cash Position,208166000.0,164594000.0,163970000.0,288266000.0,308636000.0,,
Beginning Cash Position,164594000.0,163970000.0,288266000.0,308636000.0,401590000.0,,
Effect Of Exchange Rate Changes,-587000.0,14140000.0,-2327000.0,-9770000.0,5314000.0,,
Changes In Cash,44159000.0,-13516000.0,-121969000.0,-10600000.0,-98268000.0,,
Financing Cash Flow,-313310000.0,-165631000.0,-330321000.0,-232782000.0,-290979000.0,,
Cash Flow From Continuing Financing Activities,-313310000.0,-165631000.0,-330321000.0,-232782000.0,-290979000.0,,
Net Other Financing Charges,-85000.0,-970000.0,-6124000.0,-45000.0,-218000.0,,
Proceeds From Stock Option Exercised,50970000.0,17330000.0,7193000.0,13255000.0,4996000.0,,
Net Common Stock Issuance,-240195000.0,-338105000.0,-400890000.0,-245992000.0,-220757000.0,,
Common Stock Payments,-240195000.0,-338105000.0,-400890000.0,-245992000.0,-220757000.0,,
Net Issuance Payments Of Debt,-124000000.0,156114000.0,69500000.0,0.0,-75000000.0,,
Net Short Term Debt Issuance,-124000000.0,259500000.0,69500000.0,0.0,0.0,,
Short Term Debt Payments,,,,,0.0,0.0,0.0
Short Term Debt Issuance,-124000000.0,259500000.0,69500000.0,,,0.0,0.0
Net Long Term Debt Issuance,0.0,,,0.0,-75000000.0,,
Long Term Debt Payments,0.0,,,0.0,-75000000.0,,
Investing Cash Flow,-44871000.0,-33628000.0,-29610000.0,-39843000.0,-27368000.0,,
Cash Flow From Continuing Investing Activities,-44871000.0,-33628000.0,-29610000.0,-39843000.0,-27368000.0,,
Net Investment Purchase And Sale,349000.0,474000.0,416000.0,416000.0,415000.0,,
Sale Of Investment,349000.0,474000.0,416000.0,416000.0,415000.0,,
Net Business Purchase And Sale,-756000.0,0.0,0.0,-1004000.0,306000.0,,
Purchase Of Business,0.0,0.0,0.0,0.0,306000.0,,
Net PPE Purchase And Sale,-31114000.0,-34102000.0,-30026000.0,-29255000.0,-28089000.0,,
Purchase Of PPE,-31114000.0,-34102000.0,-30026000.0,-29255000.0,-28089000.0,,
Operating Cash Flow,402340000.0,185743000.0,237962000.0,262025000.0,220079000.0,,
Cash Flow From Continuing Operating Activities,402340000.0,185743000.0,237962000.0,262025000.0,220079000.0,,
Change In Working Capital,-19950000.0,-163856000.0,-60687000.0,-8735000.0,-57368000.0,,
Change In Other Working Capital,-21268000.0,-123973000.0,-9487000.0,-39036000.0,-64264000.0,,
Change In Payables And Accrued Expense,7136000.0,-3990000.0,-8123000.0,5739000.0,-1455000.0,,
Change In Payable,7136000.0,-3990000.0,-8123000.0,5739000.0,-1455000.0,,
Change In Account Payable,7136000.0,-3990000.0,-8123000.0,5739000.0,-1455000.0,,
Change In Inventory,1879000.0,-6244000.0,2163000.0,-3245000.0,-18543000.0,,
Change In Receivables,-7697000.0,-29649000.0,-45240000.0,27807000.0,26894000.0,,
Changes In Account Receivables,-7697000.0,-29649000.0,-45240000.0,27807000.0,26894000.0,,
Other Non Cash Items,1753000.0,1035000.0,456000.0,184000.0,67000.0,,
Stock Based Compensation,14433000.0,14854000.0,14615000.0,14258000.0,15918000.0,,
Provisionand Write Offof Assets,1619000.0,1470000.0,2890000.0,1787000.0,1337000.0,,
Asset Impairment Charge,0.0,0.0,0.0,0.0,0.0,,
Deferred Tax,93248000.0,2479000.0,3948000.0,4676000.0,-6849000.0,,
Deferred Income Tax,93248000.0,2479000.0,3948000.0,4676000.0,-6849000.0,,
Depreciation Amortization Depletion,36627000.0,35772000.0,34063000.0,33706000.0,34133000.0,,
Depreciation And Amortization,36627000.0,35772000.0,34063000.0,33706000.0,34133000.0,,
Net Income From Continuing Operations,274610000.0,293989000.0,242677000.0,216149000.0,232841000.0,,
