,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Ordinary Shares Number,1281869213.0,1281934628.0,1283266154.0,1282553150.0,1282600220.0,
Share Issued,1281869213.0,1281934628.0,1283266154.0,1282553150.0,1282600220.0,
Net Debt,27285000000.0,26240000000.0,25317000000.0,26882000000.0,26502000000.0,
Total Debt,28609000000.0,28516000000.0,26607000000.0,28326000000.0,27865000000.0,
Tangible Book Value,-5337000000.0,-5380000000.0,-3617000000.0,-5091000000.0,-5954000000.0,
Invested Capital,76451000000.0,76482000000.0,75944000000.0,76770000000.0,75760000000.0,
Working Capital,11693000000.0,10935000000.0,10673000000.0,10243000000.0,11660000000.0,
Net Tangible Assets,-5337000000.0,-5380000000.0,-3617000000.0,-5091000000.0,-5954000000.0,
Capital Lease Obligations,51000000.0,58000000.0,50000000.0,50000000.0,52000000.0,
Common Stock Equity,47893000000.0,48024000000.0,49387000000.0,48494000000.0,47947000000.0,
Total Capitalization,74021000000.0,73614000000.0,73322000000.0,73051000000.0,74207000000.0,
Total Equity Gross Minority Interest,48133000000.0,48256000000.0,49615000000.0,48716000000.0,48160000000.0,
Minority Interest,240000000.0,232000000.0,228000000.0,222000000.0,213000000.0,
Stockholders Equity,47893000000.0,48024000000.0,49387000000.0,48494000000.0,47947000000.0,
Other Equity Interest,,-1000000.0,-1000000.0,1000000.0,,
Gains Losses Not Affecting Retained Earnings,-4604000000.0,-4284000000.0,-2839000000.0,-3250000000.0,-3410000000.0,
Other Equity Adjustments,-4604000000.0,-4284000000.0,-2839000000.0,-3250000000.0,-3410000000.0,
Retained Earnings,31606000000.0,31476000000.0,31317000000.0,30919000000.0,30547000000.0,
Additional Paid In Capital,20891000000.0,20833000000.0,20910000000.0,20824000000.0,20810000000.0,
Capital Stock,0.0,0.0,0.0,0.0,0.0,
Common Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,42839000000.0,43424000000.0,40358000000.0,41326000000.0,41589000000.0,
Total Non Current Liabilities Net Minority Interest,31309000000.0,30545000000.0,28518000000.0,29131000000.0,31302000000.0,
Other Non Current Liabilities,1813000000.0,1768000000.0,1533000000.0,1535000000.0,1470000000.0,
Employee Benefits,1179000000.0,1158000000.0,1063000000.0,1084000000.0,1107000000.0,
Tradeand Other Payables Non Current,1722000000.0,1574000000.0,1485000000.0,1432000000.0,1917000000.0,
Non Current Deferred Liabilities,416000000.0,403000000.0,452000000.0,473000000.0,496000000.0,
Non Current Deferred Taxes Liabilities,416000000.0,403000000.0,452000000.0,473000000.0,496000000.0,
Long Term Debt And Capital Lease Obligation,26179000000.0,25642000000.0,23985000000.0,24607000000.0,26312000000.0,
Long Term Capital Lease Obligation,51000000.0,52000000.0,50000000.0,50000000.0,52000000.0,
Long Term Debt,26128000000.0,25590000000.0,23935000000.0,24557000000.0,26260000000.0,
Current Liabilities,11530000000.0,12879000000.0,11840000000.0,12195000000.0,10287000000.0,
Other Current Liabilities,-1000000.0,1000000.0,,,,
Current Debt And Capital Lease Obligation,2430000000.0,2874000000.0,2622000000.0,3719000000.0,1553000000.0,
Current Capital Lease Obligation,,6000000.0,,,,6000000.0
Current Debt,2430000000.0,2868000000.0,2622000000.0,3719000000.0,1553000000.0,
Other Current Borrowings,,2855000000.0,,,,
