,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-5751000.0,-2636215.334421,0.0,-35309103.26087,-5500000.0,
Tax Rate For Calcs,0.213,0.219685,0.197,0.213995,0.22,
Total Unusual Items,-27000000.0,-12000000.0,0.0,-165000000.0,-25000000.0,
Total Unusual Items Excluding Goodwill,-27000000.0,-12000000.0,0.0,-165000000.0,-25000000.0,
Net Income From Continuing Operation Net Minority Interest,1445000000.0,1423000000.0,1220000000.0,1155000000.0,1182000000.0,
Reconciled Depreciation,428000000.0,426000000.0,446000000.0,428000000.0,451000000.0,
Net Interest Income,1236000000.0,1203000000.0,1159000000.0,1194000000.0,1048000000.0,
Interest Expense,5358000000.0,5399000000.0,4964000000.0,5273000000.0,5604000000.0,
Interest Income,6594000000.0,6602000000.0,6123000000.0,6467000000.0,6652000000.0,
Normalized Income,1466249000.0,1432363784.665579,1220000000.0,1284690896.73913,1201500000.0,
Net Income From Continuing And Discontinued Operation,1445000000.0,1423000000.0,1220000000.0,1155000000.0,1182000000.0,
Diluted Average Shares,712854000.0,720007000.0,727398000.0,733720000.0,742080000.0,
Basic Average Shares,705873000.0,714799000.0,720951000.0,726568000.0,736547000.0,
Diluted EPS,1.88,1.93,1.58,1.54,1.5,
Basic EPS,1.9,1.95,1.59,1.56,1.51,
Diluted NI Availto Com Stockholders,1339000000.0,1391000000.0,1149000000.0,1130000000.0,1110000000.0,
Net Income Common Stockholders,1339000000.0,1391000000.0,1149000000.0,1130000000.0,1110000000.0,
Preferred Stock Dividends,106000000.0,32000000.0,71000000.0,25000000.0,72000000.0,
Net Income,1445000000.0,1423000000.0,1220000000.0,1155000000.0,1182000000.0,
Minority Interests,-12000000.0,-12000000.0,-2000000.0,-2000000.0,-7000000.0,
Net Income Including Noncontrolling Interests,1457000000.0,1435000000.0,1222000000.0,1157000000.0,1189000000.0,
Net Income Continuous Operations,1457000000.0,1435000000.0,1222000000.0,1157000000.0,1189000000.0,
Tax Provision,395000000.0,404000000.0,300000000.0,315000000.0,336000000.0,
Pretax Income,1852000000.0,1839000000.0,1522000000.0,1472000000.0,1525000000.0,
Special Income Charges,-27000000.0,-12000000.0,0.0,-165000000.0,-25000000.0,
Gain On Sale Of Business,12000000.0,0.0,40000000.0,,0.0,0.0
Other Special Charges,-11000000.0,-22000000.0,8000000.0,30000000.0,-15000000.0,
Restructuring And Mergern Acquisition,50000000.0,34000000.0,32000000.0,135000000.0,40000000.0,
Gain On Sale Of Security,27000000.0,49000000.0,39000000.0,-39000000.0,32000000.0,
Depreciation Amortization Depletion Income Statement,12000000.0,11000000.0,11000000.0,13000000.0,12000000.0,
Depreciation And Amortization In Income Statement,12000000.0,11000000.0,11000000.0,13000000.0,12000000.0,
Amortization,12000000.0,11000000.0,11000000.0,13000000.0,12000000.0,
Amortization Of Intangibles Income Statement,12000000.0,11000000.0,11000000.0,13000000.0,12000000.0,
Selling General And Administration,1695000000.0,1734000000.0,1802000000.0,1682000000.0,1696000000.0,
General And Administrative Expense,1695000000.0,1734000000.0,1802000000.0,1682000000.0,1696000000.0,
Salaries And Wages,1695000000.0,1734000000.0,1802000000.0,1682000000.0,1696000000.0,
Total Revenue,5001000000.0,4965000000.0,4687000000.0,4760000000.0,4558000000.0,
Operating Revenue,5001000000.0,4965000000.0,4687000000.0,4760000000.0,4558000000.0,
Occupancy And Equipment,682000000.0,659000000.0,649000000.0,669000000.0,621000000.0,
Professional Expense And Contract Services Expense,404000000.0,388000000.0,366000000.0,410000000.0,370000000.0,
Other Non Interest Expense,336000000.0,339000000.0,319000000.0,329000000.0,286000000.0,
