,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,567500000.0,284100000.0,796800000.0,380000000.0,571800000.0,,
Repurchase Of Capital Stock,-1831500000.0,,,0.0,-600000.0,,
Issuance Of Capital Stock,6300000.0,11100000.0,20200000.0,23400000.0,20100000.0,,
Capital Expenditure,-87700000.0,-167800000.0,-66500000.0,-97600000.0,-36300000.0,,
Income Tax Paid Supplemental Data,69900000.0,237200000.0,26800000.0,155900000.0,139800000.0,,
End Cash Position,1995700000.0,3368500000.0,3596600000.0,2875900000.0,2489300000.0,,
Beginning Cash Position,3368500000.0,3596600000.0,2875900000.0,2489300000.0,2203200000.0,,
Effect Of Exchange Rate Changes,-300000.0,400000.0,900000.0,-2300000.0,2100000.0,,
Changes In Cash,-1372500000.0,-228500000.0,719800000.0,388900000.0,284000000.0,,
Financing Cash Flow,-1851900000.0,-414200000.0,-32700000.0,-8800000.0,3000000.0,,
Cash Flow From Continuing Financing Activities,-1851900000.0,-414200000.0,-32700000.0,-8800000.0,3000000.0,,
Net Other Financing Charges,-26700000.0,-24200000.0,-52900000.0,-32200000.0,-16500000.0,,
Net Common Stock Issuance,-1825200000.0,-390000000.0,20200000.0,23400000.0,19500000.0,,
Common Stock Payments,-1831500000.0,,,0.0,-600000.0,,
Common Stock Issuance,6300000.0,11100000.0,20200000.0,23400000.0,20100000.0,,
Investing Cash Flow,-175800000.0,-266200000.0,-110800000.0,-79900000.0,-327100000.0,,
Cash Flow From Continuing Investing Activities,-175800000.0,-266200000.0,-110800000.0,-79900000.0,-327100000.0,,
Net Other Investing Changes,0.0,-100000.0,200000.0,0.0,,,
Net Investment Purchase And Sale,-88100000.0,-67900000.0,-33300000.0,46200000.0,-49600000.0,,
Sale Of Investment,448000000.0,405600000.0,469700000.0,509500000.0,478100000.0,,
Purchase Of Investment,-536100000.0,-473500000.0,-503000000.0,-463300000.0,-527700000.0,,
Net Business Purchase And Sale,0.0,-30400000.0,-11200000.0,-28500000.0,-241300000.0,,
Purchase Of Business,0.0,-30400000.0,-11200000.0,-28500000.0,-241300000.0,,
Net PPE Purchase And Sale,-87700000.0,-167800000.0,-66500000.0,-97600000.0,-36300000.0,,
Purchase Of PPE,-87700000.0,-167800000.0,-66500000.0,-97600000.0,-36300000.0,,
Operating Cash Flow,655200000.0,451900000.0,863300000.0,477600000.0,608100000.0,,
Cash Flow From Continuing Operating Activities,655200000.0,451900000.0,863300000.0,477600000.0,608100000.0,,
Change In Working Capital,1300000.0,-159200000.0,295800000.0,-207100000.0,22600000.0,,
Change In Other Working Capital,69500000.0,-8700000.0,-64300000.0,208900000.0,-60800000.0,,
Change In Other Current Liabilities,-2900000.0,5000000.0,5300000.0,-8800000.0,-200000.0,,
Change In Other Current Assets,-1900000.0,-13200000.0,1500000.0,-2200000.0,-1200000.0,,
Change In Payables And Accrued Expense,-47700000.0,-20100000.0,80100000.0,-4700000.0,4200000.0,,
Change In Accrued Expense,-12400000.0,-42300000.0,55500000.0,-26500000.0,-31000000.0,,
Change In Payable,-35300000.0,22200000.0,24600000.0,21800000.0,35200000.0,,
Change In Account Payable,-35300000.0,22200000.0,24600000.0,21800000.0,35200000.0,,
Change In Prepaid Assets,-32200000.0,-35500000.0,3400000.0,-4700000.0,3300000.0,,
Change In Inventory,-29500000.0,-45500000.0,-34100000.0,26300000.0,19700000.0,,
Change In Receivables,46000000.0,-41200000.0,303900000.0,-421900000.0,57600000.0,,
Changes In Account Receivables,46000000.0,-41200000.0,303900000.0,-421900000.0,57600000.0,,
Other Non Cash Items,77700000.0,72700000.0,42500000.0,63500000.0,-37700000.0,,
Stock Based Compensation,71800000.0,69100000.0,66100000.0,65800000.0,65900000.0,,
Amortization Of Securities,-7900000.0,-9100000.0,-10300000.0,-11500000.0,-12400000.0,,
Depreciation Amortization Depletion,38400000.0,38300000.0,35800000.0,35200000.0,29800000.0,,
Depreciation And Amortization,38400000.0,38300000.0,35800000.0,35200000.0,29800000.0,,
Amortization Cash Flow,13100000.0,13200000.0,11800000.0,11500000.0,5300000.0,,
Amortization Of Intangibles,13100000.0,13200000.0,11800000.0,11500000.0,5300000.0,,
Depreciation,25300000.0,25100000.0,24000000.0,23700000.0,24500000.0,,
Operating Gains Losses,,,,5500000.0,5300000.0,12000000.0,6600000.0
Earnings Losses From Equity Investments,,,,5500000.0,5300000.0,12000000.0,6600000.0
Net Income From Continuing Operations,473900000.0,440100000.0,433400000.0,526200000.0,539900000.0,,
