,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-11700000.0,-2516000.0,-2144000.0,-1945770.065076,-1860000.0
Tax Rate For Calcs,0.156,0.148,0.134,0.149675,0.124
Normalized EBITDA,1233000000.0,1211000000.0,1038000000.0,1017000000.0,936000000.0
Total Unusual Items,-75000000.0,-17000000.0,-16000000.0,-13000000.0,-15000000.0
Total Unusual Items Excluding Goodwill,-75000000.0,-17000000.0,-16000000.0,-13000000.0,-15000000.0
Net Income From Continuing Operation Net Minority Interest,419000000.0,461000000.0,352000000.0,324000000.0,275000000.0
Reconciled Depreciation,389000000.0,391000000.0,377000000.0,363000000.0,339000000.0
Reconciled Cost Of Revenue,1672000000.0,1538000000.0,1445000000.0,1484000000.0,1413000000.0
EBITDA,1158000000.0,1194000000.0,1022000000.0,1004000000.0,921000000.0
EBIT,769000000.0,803000000.0,645000000.0,641000000.0,582000000.0
Net Interest Income,-148000000.0,-152000000.0,-132000000.0,-123000000.0,-112000000.0
Interest Expense,187000000.0,194000000.0,174000000.0,180000000.0,179000000.0
Interest Income,39000000.0,42000000.0,42000000.0,57000000.0,67000000.0
Normalized Income,482300000.0,475484000.0,365856000.0,335054229.934924,288140000.0
Net Income From Continuing And Discontinued Operation,419000000.0,461000000.0,352000000.0,324000000.0,275000000.0
Total Expenses,2537000000.0,2375000000.0,2242000000.0,2293000000.0,2163000000.0
Total Operating Income As Reported,719000000.0,783000000.0,609000000.0,590000000.0,504000000.0
Diluted Average Shares,685000000.0,696000000.0,713000000.0,723000000.0,731000000.0
Basic Average Shares,682000000.0,695000000.0,712000000.0,721000000.0,730000000.0
Diluted EPS,0.61,0.66,0.49,0.45,0.38
Basic EPS,0.61,0.66,0.49,0.45,0.38
Diluted NI Availto Com Stockholders,419000000.0,461000000.0,352000000.0,324000000.0,275000000.0
Net Income Common Stockholders,419000000.0,461000000.0,352000000.0,324000000.0,275000000.0
Net Income,419000000.0,461000000.0,352000000.0,324000000.0,275000000.0
Minority Interests,-72000000.0,-58000000.0,-56000000.0,-68000000.0,-78000000.0
Net Income Including Noncontrolling Interests,491000000.0,519000000.0,408000000.0,392000000.0,353000000.0
Net Income Continuous Operations,491000000.0,519000000.0,408000000.0,392000000.0,353000000.0
Tax Provision,91000000.0,90000000.0,63000000.0,69000000.0,50000000.0
Pretax Income,582000000.0,609000000.0,471000000.0,461000000.0,403000000.0
Other Income Expense,-64000000.0,-39000000.0,-17000000.0,-19000000.0,-4000000.0
Other Non Operating Income Expenses,11000000.0,-22000000.0,-1000000.0,-6000000.0,11000000.0
Special Income Charges,-75000000.0,-17000000.0,-16000000.0,-13000000.0,-15000000.0
Gain On Sale Of Ppe,-68000000.0,-8000000.0,-7000000.0,-9000000.0,-11000000.0
Other Special Charges,7000000.0,9000000.0,9000000.0,4000000.0,4000000.0
Net Non Operating Interest Income Expense,-148000000.0,-152000000.0,-132000000.0,-123000000.0,-112000000.0
Interest Expense Non Operating,187000000.0,194000000.0,174000000.0,180000000.0,179000000.0
Interest Income Non Operating,39000000.0,42000000.0,42000000.0,57000000.0,67000000.0
Operating Income,794000000.0,800000000.0,620000000.0,603000000.0,519000000.0
Operating Expense,865000000.0,837000000.0,797000000.0,809000000.0,750000000.0
Other Operating Expenses,78000000.0,69000000.0,73000000.0,75000000.0,68000000.0
Provision For Doubtful Accounts,18000000.0,16000000.0,5000000.0,9000000.0,-5000000.0
Depreciation Amortization Depletion Income Statement,389000000.0,391000000.0,377000000.0,363000000.0,339000000.0
Depreciation And Amortization In Income Statement,389000000.0,391000000.0,377000000.0,363000000.0,339000000.0
Depreciation Income Statement,389000000.0,391000000.0,377000000.0,363000000.0,339000000.0
Research And Development,72000000.0,69000000.0,69000000.0,59000000.0,55000000.0
Selling General And Administration,308000000.0,292000000.0,273000000.0,303000000.0,293000000.0
General And Administrative Expense,308000000.0,292000000.0,273000000.0,303000000.0,293000000.0
Other Gand A,308000000.0,292000000.0,273000000.0,303000000.0,293000000.0
Gross Profit,1659000000.0,1637000000.0,1417000000.0,1412000000.0,1269000000.0
Cost Of Revenue,1672000000.0,1538000000.0,1445000000.0,1484000000.0,1413000000.0
Total Revenue,3331000000.0,3175000000.0,2862000000.0,2896000000.0,2682000000.0
Operating Revenue,3331000000.0,3175000000.0,2862000000.0,2896000000.0,2682000000.0
