,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,207695621.0,209363636.0,210942022.0,212500000.0,215748893.0,,
Share Issued,207695621.0,209363636.0,210942022.0,212500000.0,215748893.0,,
Net Debt,2388000000.0,2603000000.0,2701000000.0,2314000000.0,2302000000.0,,
Total Debt,3173000000.0,3224000000.0,3306000000.0,3214000000.0,3178000000.0,,
Tangible Book Value,-911000000.0,-925000000.0,-1077000000.0,-1097000000.0,-928000000.0,,
Invested Capital,2870000000.0,2908000000.0,2824000000.0,2668000000.0,2860000000.0,,
Working Capital,1383000000.0,1316000000.0,1195000000.0,1170000000.0,1347000000.0,,
Net Tangible Assets,-911000000.0,-925000000.0,-1077000000.0,-1097000000.0,-928000000.0,,
Capital Lease Obligations,226000000.0,231000000.0,228000000.0,266000000.0,230000000.0,,
Common Stock Equity,-77000000.0,-85000000.0,-254000000.0,-280000000.0,-88000000.0,,
Total Capitalization,2868000000.0,2860000000.0,2691000000.0,2665000000.0,2857000000.0,,
Total Equity Gross Minority Interest,169000000.0,149000000.0,-6000000.0,-53000000.0,142000000.0,,
Minority Interest,246000000.0,234000000.0,248000000.0,227000000.0,230000000.0,,
Stockholders Equity,-77000000.0,-85000000.0,-254000000.0,-280000000.0,-88000000.0,,
Other Equity Interest,,,,,,,1000000.0
Gains Losses Not Affecting Retained Earnings,291000000.0,289000000.0,228000000.0,201000000.0,247000000.0,,
Other Equity Adjustments,291000000.0,289000000.0,228000000.0,201000000.0,247000000.0,,
Retained Earnings,-576000000.0,-583000000.0,-693000000.0,-693000000.0,-551000000.0,,
Additional Paid In Capital,0.0,0.0,0.0,0.0,0.0,,
Capital Stock,208000000.0,209000000.0,211000000.0,212000000.0,216000000.0,,
Common Stock,208000000.0,209000000.0,211000000.0,212000000.0,216000000.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,5142000000.0,5139000000.0,5113000000.0,5069000000.0,5154000000.0,,
