,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.25,0.25,0.3,0.076756,0.33
Net Income From Continuing Operation Net Minority Interest,896000000.0,729000000.0,945000000.0,1271000000.0,1342000000.0
EBIT,1481000000.0,1249000000.0,1612000000.0,1640000000.0,2251000000.0
Net Interest Income,-271000000.0,-269000000.0,-258000000.0,-259000000.0,-257000000.0
Interest Expense,271000000.0,269000000.0,258000000.0,259000000.0,257000000.0
Normalized Income,896000000.0,729000000.0,945000000.0,1271000000.0,1342000000.0
Net Income From Continuing And Discontinued Operation,896000000.0,729000000.0,945000000.0,1271000000.0,1342000000.0
Total Expenses,15671000000.0,16196000000.0,16909000000.0,17059000000.0,16304000000.0
Diluted Average Shares,669100000.0,675000000.0,687000000.0,697900000.0,703700000.0
Basic Average Shares,664700000.0,670800000.0,682300000.0,696067416.0,699300000.0
Diluted EPS,1.22,1.03,1.28,1.775326,1.81
Basic EPS,1.23,1.04,1.29,1.78,1.823252
Diluted NI Availto Com Stockholders,818000000.0,698000000.0,879000000.0,1239000000.0,1275000000.0
Net Income Common Stockholders,818000000.0,698000000.0,879000000.0,1239000000.0,1275000000.0
Preferred Stock Dividends,78000000.0,31000000.0,66000000.0,32000000.0,67000000.0
Net Income,896000000.0,729000000.0,945000000.0,1271000000.0,1342000000.0
Minority Interests,-6000000.0,-6000000.0,-5000000.0,-4000000.0,1000000.0
Net Income Including Noncontrolling Interests,902000000.0,735000000.0,950000000.0,1275000000.0,1341000000.0
Net Income Continuous Operations,902000000.0,735000000.0,950000000.0,1275000000.0,1341000000.0
Tax Provision,308000000.0,245000000.0,404000000.0,106000000.0,653000000.0
Pretax Income,1210000000.0,980000000.0,1354000000.0,1381000000.0,1994000000.0
Other Income Expense,103000000.0,75000000.0,76000000.0,85000000.0,94000000.0
Net Non Operating Interest Income Expense,-271000000.0,-269000000.0,-258000000.0,-259000000.0,-257000000.0
Interest Expense Non Operating,271000000.0,269000000.0,258000000.0,259000000.0,257000000.0
Other Operating Expenses,370000000.0,174000000.0,140000000.0,317000000.0,223000000.0
Selling General And Administration,1529000000.0,1545000000.0,1563000000.0,1509000000.0,1490000000.0
General And Administrative Expense,1529000000.0,1545000000.0,1563000000.0,1509000000.0,1490000000.0
Other Gand A,118000000.0,130000000.0,126000000.0,18000000.0,162000000.0
Salaries And Wages,1411000000.0,1415000000.0,1437000000.0,1491000000.0,1328000000.0
Total Revenue,16881000000.0,17176000000.0,18263000000.0,18440000000.0,18298000000.0
Operating Revenue,16881000000.0,17176000000.0,18263000000.0,18440000000.0,18298000000.0
Loss Adjustment Expense,9947000000.0,10495000000.0,12074000000.0,11766000000.0,10996000000.0
Net Policyholder Benefits And Claims,9947000000.0,10495000000.0,12074000000.0,11766000000.0,10996000000.0
Policyholder Benefits Gross,9947000000.0,10495000000.0,12074000000.0,16332000000.0,10996000000.0
