,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-1146624.0,-661602.0,-715730.0,-424871.837913,-481473.0
Tax Rate For Calcs,0.192,0.186,0.19,0.197891,0.183
Normalized EBITDA,325640000.0,299444000.0,252019000.0,365407000.0,311261000.0
Total Unusual Items,-5972000.0,-3557000.0,-3767000.0,-2147000.0,-2631000.0
Total Unusual Items Excluding Goodwill,-5972000.0,-3557000.0,-3767000.0,-2147000.0,-2631000.0
Net Income From Continuing Operation Net Minority Interest,217493000.0,202348000.0,163587000.0,252301000.0,211516000.0
Reconciled Depreciation,32737000.0,30451000.0,29657000.0,30863000.0,31079000.0
Reconciled Cost Of Revenue,407528000.0,390475000.0,345401000.0,393169000.0,369232000.0
EBITDA,319668000.0,295887000.0,248252000.0,363260000.0,308630000.0
EBIT,286931000.0,265436000.0,218595000.0,332397000.0,277551000.0
Net Interest Income,-17695000.0,-16779000.0,-16653000.0,-17850000.0,-18599000.0
Interest Expense,17695000.0,16779000.0,16653000.0,17850000.0,18599000.0
Normalized Income,222318376.0,205243398.0,166638270.0,254023128.162087,213665527.0
Net Income From Continuing And Discontinued Operation,217493000.0,202348000.0,163587000.0,252301000.0,211516000.0
Total Expenses,739799000.0,717509000.0,664203000.0,711426000.0,676205000.0
Diluted Average Shares,20571000.0,20738699.0,20945188.0,21101360.0,21242343.0
Basic Average Shares,20510579.0,20687312.0,20868873.0,21024024.0,21139674.0
Diluted EPS,10.57,9.76,7.81,11.96,9.96
Basic EPS,10.6,9.78,7.84,12.0,10.01
Diluted NI Availto Com Stockholders,217493000.0,202348000.0,163587000.0,252301000.0,211516000.0
Net Income Common Stockholders,217493000.0,202348000.0,163587000.0,252301000.0,211516000.0
Net Income,217493000.0,202348000.0,163587000.0,252301000.0,211516000.0
Net Income Including Noncontrolling Interests,217493000.0,202348000.0,163587000.0,252301000.0,211516000.0
Net Income Continuous Operations,217493000.0,202348000.0,163587000.0,252301000.0,211516000.0
Tax Provision,51743000.0,46309000.0,38355000.0,62246000.0,47436000.0
Pretax Income,269236000.0,248657000.0,201942000.0,314547000.0,258952000.0
Other Income Expense,-2969000.0,-276000.0,-946000.0,-1304000.0,-779000.0
Other Non Operating Income Expenses,3003000.0,3281000.0,2821000.0,843000.0,1852000.0
Special Income Charges,-5972000.0,-3557000.0,-3767000.0,-2147000.0,-2631000.0
Restructuring And Mergern Acquisition,5972000.0,3557000.0,3767000.0,2147000.0,2631000.0
Net Non Operating Interest Income Expense,-17695000.0,-16779000.0,-16653000.0,-17850000.0,-18599000.0
Interest Expense Non Operating,17695000.0,16779000.0,16653000.0,17850000.0,18599000.0
Operating Income,289900000.0,265712000.0,219541000.0,333701000.0,278330000.0
Operating Expense,319556000.0,314164000.0,306338000.0,305614000.0,294137000.0
Depreciation Amortization Depletion Income Statement,20022000.0,17581000.0,17193000.0,18220000.0,18243000.0
Depreciation And Amortization In Income Statement,20022000.0,17581000.0,17193000.0,18220000.0,18243000.0
Amortization,20022000.0,17581000.0,17193000.0,18220000.0,18243000.0
Amortization Of Intangibles Income Statement,20022000.0,17581000.0,17193000.0,18220000.0,18243000.0
Research And Development,51143000.0,49285000.0,46346000.0,50054000.0,47117000.0
Selling General And Administration,248391000.0,247298000.0,242799000.0,237340000.0,228777000.0
Gross Profit,609456000.0,579876000.0,525879000.0,639315000.0,572467000.0
Cost Of Revenue,420243000.0,403345000.0,357865000.0,405812000.0,382068000.0
Total Revenue,1029699000.0,983221000.0,883744000.0,1045127000.0,954535000.0
Operating Revenue,1029699000.0,983221000.0,883744000.0,1045127000.0,954535000.0
