,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-8731600.0,-604294.62198,-46115000.0,893233040.035196,-2233800.0,,
Tax Rate For Calcs,0.166,0.194934,0.115,0.196656,0.146,,
Normalized EBITDA,1408700000.0,1341500000.0,1182800000.0,-3356300000.0,1300100000.0,,
Total Unusual Items,-52600000.0,-3100000.0,-401000000.0,4542100000.0,-15300000.0,,
Total Unusual Items Excluding Goodwill,-52600000.0,-3100000.0,-401000000.0,4542100000.0,-15300000.0,,
Net Income From Continuing Operation Net Minority Interest,1082900000.0,1032900000.0,646300000.0,913000000.0,1045400000.0,,
Reconciled Depreciation,54000000.0,51700000.0,48400000.0,46500000.0,53200000.0,,
Reconciled Cost Of Revenue,414800000.0,407500000.0,363000000.0,423400000.0,392600000.0,,
EBITDA,1356100000.0,1338400000.0,781800000.0,1185800000.0,1284800000.0,,
EBIT,1302100000.0,1286700000.0,733400000.0,1139300000.0,1231600000.0,,
Net Interest Income,122400000.0,118700000.0,117900000.0,125400000.0,124700000.0,,
Interest Expense,3300000.0,3700000.0,3000000.0,2800000.0,7500000.0,,
Interest Income,125700000.0,122400000.0,120900000.0,128200000.0,132200000.0,,
Normalized Income,1126768400.0,1035395705.37802,1001185000.0,-2735866959.964804,1058466200.0,,
Net Income From Continuing And Discontinued Operation,1082900000.0,1032900000.0,646300000.0,913000000.0,1045400000.0,,
Total Expenses,1837600000.0,1810500000.0,1739100000.0,6428100000.0,1640300000.0,,
Total Operating Income As Reported,1186200000.0,1151100000.0,630100000.0,1026000000.0,1116300000.0,,
Diluted Average Shares,257600000.0,258900000.0,259500000.0,260500000.0,261000000.0,,
Basic Average Shares,255600000.0,256700000.0,256900000.0,257500000.0,258000000.0,,
Diluted EPS,4.2,3.99,2.49,3.5,4.01,,
Basic EPS,4.24,4.02,2.52,3.55,4.05,,
Diluted NI Availto Com Stockholders,1082900000.0,1032900000.0,646300000.0,913000000.0,1045400000.0,,
Net Income Common Stockholders,1082900000.0,1032900000.0,646300000.0,913000000.0,1045400000.0,,
Net Income,1082900000.0,1032900000.0,646300000.0,913000000.0,1045400000.0,,
Net Income Including Noncontrolling Interests,1082900000.0,1032900000.0,646300000.0,913000000.0,1045400000.0,,
Net Income Continuous Operations,1082900000.0,1032900000.0,646300000.0,913000000.0,1045400000.0,,
Tax Provision,215900000.0,250100000.0,84100000.0,223500000.0,178700000.0,,
Pretax Income,1298800000.0,1283000000.0,730400000.0,1136500000.0,1224100000.0,,
Other Income Expense,-62400000.0,10100000.0,-418600000.0,4527200000.0,-32200000.0,,
Other Non Operating Income Expenses,-9800000.0,13200000.0,-17600000.0,-14900000.0,-16900000.0,,
Special Income Charges,-52600000.0,-3100000.0,-401000000.0,4542100000.0,-15300000.0,,
Other Special Charges,54500000.0,2200000.0,19800000.0,87500000.0,15000000.0,,
Impairment Of Capital Assets,0.0,0.0,379000000.0,,,0.0,0.0
Restructuring And Mergern Acquisition,-1900000.0,900000.0,2200000.0,-1200000.0,300000.0,,
Net Non Operating Interest Income Expense,122400000.0,118700000.0,117900000.0,125400000.0,124700000.0,,
Interest Expense Non Operating,3300000.0,3700000.0,3000000.0,2800000.0,7500000.0,,
Interest Income Non Operating,125700000.0,122400000.0,120900000.0,128200000.0,132200000.0,,
Operating Income,1238800000.0,1154200000.0,1031100000.0,-3516100000.0,1131600000.0,,
Operating Expense,1422800000.0,1403000000.0,1376100000.0,6004700000.0,1247700000.0,,
Research And Development,977700000.0,978400000.0,979700000.0,5627100000.0,875900000.0,,
Selling General And Administration,445100000.0,424600000.0,396400000.0,377600000.0,371800000.0,,
Gross Profit,2661600000.0,2557200000.0,2407200000.0,2488600000.0,2379300000.0,,
Cost Of Revenue,414800000.0,407500000.0,363000000.0,423400000.0,392600000.0,,
Total Revenue,3076400000.0,2964700000.0,2770200000.0,2912000000.0,2771900000.0,,
Operating Revenue,3076400000.0,2944000000.0,2760200000.0,2912000000.0,2771900000.0,,
