,2025-08-31,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Ordinary Shares Number,116400000.0,117033830.0,117100000.0,117200000.0,118000000.0,,
Share Issued,116400000.0,117033830.0,117100000.0,117200000.0,118000000.0,,
Net Debt,2066100000.0,1928900000.0,1957000000.0,2179600000.0,1487000000.0,,
Total Debt,6155400000.0,6229700000.0,6079200000.0,6336000000.0,5316300000.0,,
Tangible Book Value,-779000000.0,-791800000.0,-796700000.0,-929400000.0,-395300000.0,,
Invested Capital,4502700000.0,4480200000.0,4384200000.0,4467800000.0,3823200000.0,,
Working Capital,-1414000000.0,-1309800000.0,-1402500000.0,-1521400000.0,-1505100000.0,,
Net Tangible Assets,-779000000.0,-791800000.0,-796700000.0,-929400000.0,-395300000.0,,
Capital Lease Obligations,3878300000.0,4060800000.0,3898000000.0,3939100000.0,3636800000.0,,
Common Stock Equity,2225600000.0,2311300000.0,2203000000.0,2070900000.0,2143700000.0,,
Total Capitalization,4360700000.0,4480200000.0,4326000000.0,4192600000.0,3529300000.0,,
Total Equity Gross Minority Interest,2225600000.0,2311300000.0,2203000000.0,2070900000.0,2143700000.0,,
Stockholders Equity,2225600000.0,2311300000.0,2203000000.0,2070900000.0,2143700000.0,,
Gains Losses Not Affecting Retained Earnings,26000000.0,31800000.0,33100000.0,28800000.0,25900000.0,,
Other Equity Adjustments,26000000.0,31800000.0,33100000.0,28800000.0,25900000.0,,
Retained Earnings,-100600000.0,-16100000.0,-108400000.0,-218900000.0,-144500000.0,,
Capital Stock,2300200000.0,2295600000.0,2278300000.0,2261000000.0,2262300000.0,,
Common Stock,2300200000.0,2295600000.0,2278300000.0,2261000000.0,2262300000.0,,
Preferred Stock,,0.0,,,,0.0,
Total Liabilities Net Minority Interest,10534000000.0,10275700000.0,10357900000.0,10448300000.0,9211800000.0,,
Total Non Current Liabilities Net Minority Interest,8187200000.0,8028200000.0,8074800000.0,8047300000.0,6887100000.0,,
Other Non Current Liabilities,1840800000.0,1803600000.0,1753000000.0,1694700000.0,1628300000.0,,
Derivative Product Liabilities,,-40000000.0,,,,-51800000.0,
Non Current Deferred Liabilities,333000000.0,278800000.0,300800000.0,291800000.0,236400000.0,,
Non Current Deferred Taxes Liabilities,333000000.0,278800000.0,300800000.0,291800000.0,236400000.0,,
Long Term Debt And Capital Lease Obligation,6013400000.0,5985800000.0,6021000000.0,6060800000.0,5022400000.0,,
Long Term Capital Lease Obligation,3878300000.0,3816900000.0,3898000000.0,3939100000.0,3636800000.0,,
Long Term Debt,2135100000.0,2168900000.0,2123000000.0,2121700000.0,1385600000.0,,
Current Liabilities,2346800000.0,2247500000.0,2283100000.0,2401000000.0,2324700000.0,,
Other Current Liabilities,899100000.0,162400000.0,888900000.0,889700000.0,830800000.0,,
Current Deferred Liabilities,562700000.0,599400000.0,640000000.0,552000000.0,554700000.0,,
Current Deferred Revenue,562700000.0,599400000.0,640000000.0,552000000.0,554700000.0,,
Current Debt And Capital Lease Obligation,142000000.0,243900000.0,58200000.0,275200000.0,293900000.0,,
Current Capital Lease Obligation,,243900000.0,,,,214100000.0,
Current Debt,142000000.0,,58200000.0,275200000.0,293900000.0,86800000.0,
Other Current Borrowings,,,,,,86800000.0,
Commercial Paper,142000000.0,0.0,58200000.0,275200000.0,293900000.0,,
Pensionand Other Post Retirement Benefit Plans Current,,361300000.0,,,,329900000.0,
Payables And Accrued Expenses,743000000.0,880500000.0,696000000.0,684100000.0,645300000.0,,
Current Accrued Expenses,180000000.0,228900000.0,203100000.0,192700000.0,161000000.0,,
Interest Payable,,21400000.0,,,,20200000.0,
Payables,563000000.0,651600000.0,492900000.0,491400000.0,484300000.0,,
Total Tax Payable,94300000.0,212000000.0,75700000.0,82900000.0,83300000.0,,
Income Tax Payable,1300000.0,4700000.0,1100000.0,2000000.0,1700000.0,,
Accounts Payable,468700000.0,439600000.0,417200000.0,408500000.0,401000000.0,,
Total Assets,12759600000.0,12587000000.0,12560900000.0,12519200000.0,11355500000.0,,
Total Non Current Assets,11826800000.0,11649300000.0,11680300000.0,11639600000.0,10535900000.0,,
Other Non Current Assets,387600000.0,274300000.0,370100000.0,370100000.0,358600000.0,,
Goodwill And Other Intangible Assets,3004600000.0,3103100000.0,2999700000.0,3000300000.0,2539000000.0,,
Other Intangible Assets,1346400000.0,1443700000.0,1346400000.0,1346400000.0,1148000000.0,,
Goodwill,1658200000.0,1659400000.0,1653300000.0,1653900000.0,1391000000.0,,
Net PPE,8434600000.0,8271900000.0,8310500000.0,8269200000.0,7638300000.0,,
Accumulated Depreciation,-4180600000.0,-4066400000.0,-4045500000.0,-3937700000.0,-3844900000.0,,
Gross PPE,12615200000.0,12338300000.0,12356000000.0,12206900000.0,11483200000.0,,
Construction In Progress,,234800000.0,,,,179100000.0,
Other Properties,12615200000.0,7615800000.0,12356000000.0,12206900000.0,11483200000.0,,
Buildings And Improvements,,4328900000.0,,,,4034500000.0,
Land And Improvements,,158800000.0,,,,132900000.0,
Properties,,0.0,,,8117700000.0,0.0,7769700000.0
Current Assets,932800000.0,937700000.0,880600000.0,879600000.0,819600000.0,,
Other Current Assets,162400000.0,156700000.0,137200000.0,151500000.0,162000000.0,,
Prepaid Assets,155700000.0,135600000.0,129000000.0,115000000.0,103600000.0,,
Inventory,309600000.0,311600000.0,324600000.0,318000000.0,297700000.0,,
Receivables,94100000.0,93800000.0,65600000.0,77800000.0,63800000.0,,
Receivables Adjustments Allowances,,-600000.0,,,,-400000.0,
Other Receivables,,52200000.0,,,,37700000.0,
Accounts Receivable,94100000.0,42200000.0,65600000.0,77800000.0,63800000.0,,
Cash Cash Equivalents And Short Term Investments,211000000.0,240000000.0,224200000.0,217300000.0,192500000.0,,
Cash And Cash Equivalents,211000000.0,240000000.0,224200000.0,217300000.0,192500000.0,,
Cash Equivalents,,240000000.0,,,,194800000.0,
