,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-03-31
Tax Effect Of Unusual Items,-33311934.156379,-26601463.2268,-30794000.0,76923472.474289,-72240000.0,
Tax Rate For Calcs,0.282305,0.155564,0.089,0.11464,0.21,
Normalized EBITDA,4323000000.0,4543000000.0,3136000000.0,4172000000.0,1239000000.0,
Total Unusual Items,-118000000.0,-171000000.0,-346000000.0,671000000.0,-344000000.0,
Total Unusual Items Excluding Goodwill,-118000000.0,-171000000.0,-346000000.0,671000000.0,-344000000.0,
Net Income From Continuing Operation Net Minority Interest,1744000000.0,2193000000.0,1054000000.0,2927000000.0,-317000000.0,
Reconciled Depreciation,1283000000.0,1265000000.0,1177000000.0,1113000000.0,1268000000.0,
Reconciled Cost Of Revenue,6017000000.0,6060000000.0,5627000000.0,6291000000.0,5570000000.0,
EBITDA,4205000000.0,4372000000.0,2790000000.0,4843000000.0,895000000.0,
EBIT,2922000000.0,3107000000.0,1613000000.0,3730000000.0,-373000000.0,
Net Interest Income,-342000000.0,-338000000.0,-264000000.0,-274000000.0,-259000000.0,
Interest Expense,492000000.0,510000000.0,455000000.0,424000000.0,429000000.0,
Interest Income,150000000.0,172000000.0,191000000.0,150000000.0,170000000.0,
Normalized Income,1828688065.843621,2337398536.7732,1369206000.0,2332923472.474289,-45240000.0,
Net Income From Continuing And Discontinued Operation,1744000000.0,2194000000.0,1055000000.0,2914000000.0,-330000000.0,
Total Expenses,13538000000.0,13892000000.0,12776000000.0,13652000000.0,12791000000.0,
Diluted Average Shares,948900000.0,948000000.0,945400000.0,942400000.0,923600000.0,
Basic Average Shares,933900000.0,930800000.0,928000000.0,926000000.0,923600000.0,
Diluted EPS,1.84,2.31,1.12,3.09,-0.36,
Basic EPS,1.87,2.36,1.14,3.15,-0.36,
Diluted NI Availto Com Stockholders,1744000000.0,2194000000.0,1055000000.0,2914000000.0,-330000000.0,
Net Income Common Stockholders,1744000000.0,2194000000.0,1055000000.0,2914000000.0,-330000000.0,
Net Income,1744000000.0,2194000000.0,1055000000.0,2914000000.0,-330000000.0,
Net Income Including Noncontrolling Interests,1744000000.0,2194000000.0,1055000000.0,2914000000.0,-330000000.0,
Net Income Discontinuous Operations,0.0,1000000.0,1000000.0,-13000000.0,-13000000.0,
Net Income Continuous Operations,1744000000.0,2193000000.0,1054000000.0,2927000000.0,-317000000.0,
Tax Provision,686000000.0,404000000.0,103000000.0,379000000.0,-485000000.0,
Pretax Income,2430000000.0,2597000000.0,1158000000.0,3306000000.0,-802000000.0,
Other Income Expense,-21000000.0,-151000000.0,-343000000.0,-320000000.0,-2719000000.0,
Other Non Operating Income Expenses,97000000.0,20000000.0,3000000.0,-991000000.0,-2375000000.0,
Special Income Charges,-43000000.0,-18000000.0,-316000000.0,597000000.0,-306000000.0,
Gain On Sale Of Ppe,,,,,,0.0
Restructuring And Mergern Acquisition,43000000.0,18000000.0,316000000.0,-5000000.0,306000000.0,
Gain On Sale Of Security,-75000000.0,-153000000.0,-30000000.0,74000000.0,-38000000.0,
Net Non Operating Interest Income Expense,-342000000.0,-338000000.0,-264000000.0,-274000000.0,-259000000.0,
Interest Expense Non Operating,492000000.0,510000000.0,455000000.0,424000000.0,429000000.0,
Interest Income Non Operating,150000000.0,172000000.0,191000000.0,150000000.0,170000000.0,
Operating Income,2792000000.0,3086000000.0,1765000000.0,3901000000.0,2177000000.0,
Operating Expense,6568000000.0,6891000000.0,6266000000.0,6538000000.0,6243000000.0,
Other Operating Expenses,-219000000.0,-215000000.0,-253000000.0,-301000000.0,-238000000.0,
Provision For Doubtful Accounts,-1000000.0,14000000.0,14000000.0,-4000000.0,4000000.0,
Depreciation Amortization Depletion Income Statement,330000000.0,324000000.0,294000000.0,290000000.0,290000000.0,
Depreciation And Amortization In Income Statement,330000000.0,324000000.0,294000000.0,290000000.0,290000000.0,
Amortization,330000000.0,324000000.0,294000000.0,290000000.0,290000000.0,
Amortization Of Intangibles Income Statement,330000000.0,324000000.0,294000000.0,290000000.0,290000000.0,
Research And Development,2082000000.0,2097000000.0,1950000000.0,1967000000.0,1876000000.0,
Selling General And Administration,4376000000.0,4671000000.0,4261000000.0,4586000000.0,4311000000.0,
Selling And Marketing Expense,270000000.0,349000000.0,238000000.0,261000000.0,279000000.0,
General And Administrative Expense,4106000000.0,4322000000.0,4023000000.0,4325000000.0,4032000000.0,
Other Gand A,3873000000.0,4078000000.0,3806000000.0,4146000000.0,3865000000.0,
Salaries And Wages,233000000.0,244000000.0,217000000.0,179000000.0,167000000.0,
Gross Profit,9360000000.0,9977000000.0,8031000000.0,10439000000.0,8420000000.0,
Cost Of Revenue,6970000000.0,7001000000.0,6510000000.0,7114000000.0,6548000000.0,
Total Revenue,16331000000.0,16977000000.0,14541000000.0,17553000000.0,14967000000.0,
Operating Revenue,16331000000.0,16977000000.0,14541000000.0,17553000000.0,14967000000.0,
