,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.206,0.25838,0.233,0.238,0.237
Normalized EBITDA,1042000000.0,1157000000.0,942000000.0,965000000.0,1071000000.0
Net Income From Continuing Operation Net Minority Interest,476000000.0,531000000.0,401000000.0,406000000.0,490000000.0
Reconciled Depreciation,270000000.0,275000000.0,270000000.0,272000000.0,269000000.0
Reconciled Cost Of Revenue,17247000000.0,17152000000.0,16017000000.0,16501000000.0,16731000000.0
EBITDA,1042000000.0,1157000000.0,942000000.0,965000000.0,1071000000.0
EBIT,772000000.0,882000000.0,672000000.0,693000000.0,802000000.0
Net Interest Income,-172000000.0,-166000000.0,-149000000.0,-160000000.0,-160000000.0
Interest Expense,172000000.0,166000000.0,149000000.0,160000000.0,160000000.0
Normalized Income,476000000.0,531000000.0,401000000.0,406000000.0,490000000.0
Net Income From Continuing And Discontinued Operation,476000000.0,531000000.0,401000000.0,406000000.0,490000000.0
Total Expenses,20348000000.0,20250000000.0,18917000000.0,19439000000.0,19676000000.0
Total Operating Income As Reported,800000000.0,888000000.0,681000000.0,712000000.0,808000000.0
Diluted Average Shares,480365666.0,483381310.0,489331460.0,492803849.0,493785973.0
Basic Average Shares,478761180.0,482335556.0,487519382.0,490698567.0,492023827.0
Diluted EPS,0.99,1.1,0.82,0.82,0.99
Basic EPS,0.99,1.1,0.82,0.83,1.0
Diluted NI Availto Com Stockholders,476000000.0,531000000.0,401000000.0,406000000.0,490000000.0
Net Income Common Stockholders,476000000.0,531000000.0,401000000.0,406000000.0,490000000.0
Net Income,476000000.0,531000000.0,401000000.0,406000000.0,490000000.0
Net Income Including Noncontrolling Interests,476000000.0,531000000.0,401000000.0,406000000.0,490000000.0
Net Income Continuous Operations,476000000.0,531000000.0,401000000.0,406000000.0,490000000.0
Tax Provision,124000000.0,185000000.0,122000000.0,127000000.0,152000000.0
Pretax Income,600000000.0,716000000.0,523000000.0,533000000.0,642000000.0
Other Income Expense,-28000000.0,-6000000.0,-9000000.0,-19000000.0,-6000000.0
Other Non Operating Income Expenses,-28000000.0,-6000000.0,-9000000.0,-19000000.0,-6000000.0
Net Non Operating Interest Income Expense,-172000000.0,-166000000.0,-149000000.0,-160000000.0,-160000000.0
Interest Expense Non Operating,172000000.0,166000000.0,149000000.0,160000000.0,160000000.0
Operating Income,800000000.0,888000000.0,681000000.0,712000000.0,808000000.0
Operating Expense,3101000000.0,3098000000.0,2900000000.0,2938000000.0,2945000000.0
Other Operating Expenses,3101000000.0,3098000000.0,2900000000.0,2938000000.0,2945000000.0
Gross Profit,3901000000.0,3986000000.0,3581000000.0,3650000000.0,3753000000.0
Cost Of Revenue,17247000000.0,17152000000.0,16017000000.0,16501000000.0,16731000000.0
Total Revenue,21148000000.0,21138000000.0,19598000000.0,20151000000.0,20484000000.0
Operating Revenue,21148000000.0,18489000000.0,19598000000.0,20151000000.0,20484000000.0
