,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-441000.0,-2124000.0,-512000.0,-333696.264314,-1387500.0
Tax Rate For Calcs,0.147,0.236,0.256,0.03792,0.125
Normalized EBITDA,1279000000.0,1366000000.0,1269000000.0,1144400000.0,1245100000.0
Total Unusual Items,-3000000.0,-9000000.0,-2000000.0,-8800000.0,-11100000.0
Total Unusual Items Excluding Goodwill,-3000000.0,-9000000.0,-2000000.0,-8800000.0,-11100000.0
Net Income From Continuing Operation Net Minority Interest,550000000.0,550000000.0,495000000.0,512000000.0,565700000.0
Reconciled Depreciation,488000000.0,492000000.0,462000000.0,469700000.0,449300000.0
Reconciled Cost Of Revenue,2434000000.0,2420000000.0,2285000000.0,2290400000.0,2339600000.0
EBITDA,1276000000.0,1357000000.0,1267000000.0,1135600000.0,1234000000.0
EBIT,788000000.0,865000000.0,805000000.0,665900000.0,784700000.0
Net Interest Income,-141000000.0,-143000000.0,-138000000.0,-131600000.0,-133900000.0
Interest Expense,143000000.0,145000000.0,140000000.0,133200000.0,138200000.0
Interest Income,2000000.0,2000000.0,2000000.0,1600000.0,4300000.0
Normalized Income,552559000.0,556876000.0,496488000.0,520466303.735686,575412500.0
Net Income From Continuing And Discontinued Operation,550000000.0,550000000.0,495000000.0,512000000.0,565700000.0
Total Expenses,3373000000.0,3365000000.0,3202000000.0,3233400000.0,3221600000.0
Total Operating Income As Reported,836000000.0,861000000.0,804000000.0,803400000.0,845900000.0
Diluted Average Shares,312000000.0,313400000.0,313300000.0,313800000.0,314400000.0
Basic Average Shares,311700000.0,313100000.0,313000000.0,313400000.0,314000000.0
Diluted EPS,1.76,1.75,1.58,1.63,1.8
Basic EPS,1.76,1.76,1.58,1.63,1.8
Diluted NI Availto Com Stockholders,550000000.0,550000000.0,495000000.0,512000000.0,565700000.0
Net Income Common Stockholders,550000000.0,550000000.0,495000000.0,512000000.0,565700000.0
Net Income,550000000.0,550000000.0,495000000.0,512000000.0,565700000.0
Minority Interests,0.0,0.0,0.0,-500000.0,-200000.0
Net Income Including Noncontrolling Interests,550000000.0,550000000.0,495000000.0,512500000.0,565900000.0
Net Income Continuous Operations,550000000.0,550000000.0,495000000.0,512500000.0,565900000.0
Tax Provision,95000000.0,170000000.0,170000000.0,20200000.0,80600000.0
Pretax Income,645000000.0,720000000.0,665000000.0,532700000.0,646500000.0
Other Income Expense,-53000000.0,-7000000.0,-3000000.0,-148300000.0,-74200000.0
Other Non Operating Income Expenses,7000000.0,4000000.0,11000000.0,-500000.0,10300000.0
Special Income Charges,-3000000.0,-9000000.0,-2000000.0,-8800000.0,-11100000.0
Gain On Sale Of Business,0.0,-3000000.0,2000000.0,100000.0,-500000.0
Other Special Charges,,,,-400000.0,2400000.0
Restructuring And Mergern Acquisition,3000000.0,6000000.0,4000000.0,9300000.0,8200000.0
Earnings From Equity Interest,-57000000.0,-2000000.0,-12000000.0,-139000000.0,-73400000.0
Net Non Operating Interest Income Expense,-141000000.0,-143000000.0,-138000000.0,-131600000.0,-133900000.0
Interest Expense Non Operating,143000000.0,145000000.0,140000000.0,133200000.0,138200000.0
Interest Income Non Operating,2000000.0,2000000.0,2000000.0,1600000.0,4300000.0
Operating Income,839000000.0,870000000.0,807000000.0,812600000.0,854600000.0
Operating Expense,910000000.0,916000000.0,888000000.0,916100000.0,854700000.0
Other Operating Expenses,29000000.0,28000000.0,28000000.0,26900000.0,26700000.0
Provision For Doubtful Accounts,9000000.0,8000000.0,10000000.0,7100000.0,0.0
Depreciation Amortization Depletion Income Statement,459000000.0,463000000.0,433000000.0,442800000.0,422000000.0
Depletion Income Statement,139000000.0,150000000.0,128000000.0,135500000.0,127600000.0
Depreciation And Amortization In Income Statement,320000000.0,313000000.0,305000000.0,307300000.0,294400000.0
Amortization,53000000.0,48000000.0,45000000.0,48000000.0,39500000.0
Amortization Of Intangibles Income Statement,53000000.0,48000000.0,45000000.0,48000000.0,39500000.0
Depreciation Income Statement,267000000.0,265000000.0,260000000.0,259300000.0,254900000.0
Selling General And Administration,413000000.0,417000000.0,417000000.0,439300000.0,406000000.0
General And Administrative Expense,413000000.0,417000000.0,417000000.0,439300000.0,406000000.0
Other Gand A,144000000.0,137000000.0,124000000.0,144400000.0,127500000.0
Salaries And Wages,269000000.0,280000000.0,293000000.0,294900000.0,278500000.0
Gross Profit,1749000000.0,1786000000.0,1695000000.0,1728700000.0,1709300000.0
Cost Of Revenue,2463000000.0,2449000000.0,2314000000.0,2317300000.0,2366900000.0
Total Revenue,4212000000.0,4235000000.0,4009000000.0,4046000000.0,4076200000.0
Operating Revenue,4115000000.0,4021000000.0,3909000000.0,3545400000.0,3978500000.0
