,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Free Cash Flow,230686000.0,60699000.0,566266000.0,170052000.0,215062000.0,
Repurchase Of Capital Stock,-199137000.0,-89971000.0,-100000000.0,-533874000.0,-129822000.0,
Capital Expenditure,-52043000.0,-58250000.0,-67213000.0,-83408000.0,-31433000.0,
End Cash Position,985823000.0,1047181000.0,1212977000.0,826784000.0,1265259000.0,
Beginning Cash Position,1047181000.0,1212977000.0,826784000.0,1265259000.0,1254786000.0,
Effect Of Exchange Rate Changes,310000.0,3479000.0,-2921000.0,-51000.0,26000.0,
Changes In Cash,-61668000.0,-169275000.0,389114000.0,-438424000.0,10447000.0,
Financing Cash Flow,-291138000.0,-229995000.0,-177152000.0,-608849000.0,-204571000.0,
Cash Flow From Continuing Financing Activities,-291138000.0,-229995000.0,-177152000.0,-608849000.0,-204571000.0,
Net Other Financing Charges,-10674000.0,-65357000.0,-5955000.0,-1882000.0,-1843000.0,
Cash Dividends Paid,-81327000.0,-74667000.0,-71197000.0,-73093000.0,-72906000.0,
Common Stock Dividend Paid,-81327000.0,-74667000.0,-71197000.0,-73093000.0,-72906000.0,
Net Common Stock Issuance,-199137000.0,-89971000.0,-100000000.0,-533874000.0,-129822000.0,
Common Stock Payments,-199137000.0,-89971000.0,-100000000.0,-533874000.0,-129822000.0,
Investing Cash Flow,-53259000.0,-58229000.0,-67213000.0,-83035000.0,-31477000.0,
Cash Flow From Continuing Investing Activities,-53259000.0,-58229000.0,-67213000.0,-83035000.0,-31477000.0,
Net Other Investing Changes,-1216000.0,21000.0,0.0,373000.0,-44000.0,
Net PPE Purchase And Sale,-52043000.0,-58250000.0,-67213000.0,-83408000.0,-31433000.0,
Purchase Of PPE,-52043000.0,-58250000.0,-67213000.0,-83408000.0,-31433000.0,
Operating Cash Flow,282729000.0,118949000.0,633479000.0,253460000.0,246495000.0,
Cash Flow From Continuing Operating Activities,282729000.0,118949000.0,633479000.0,253460000.0,246495000.0,
Change In Working Capital,-128852000.0,-258775000.0,104666000.0,-150299000.0,-108058000.0,
Change In Other Working Capital,-11242000.0,4173000.0,2220000.0,6567000.0,-19792000.0,
Change In Other Current Liabilities,-62127000.0,-63850000.0,-64184000.0,-69099000.0,-61010000.0,
Change In Payables And Accrued Expense,70063000.0,-190534000.0,61500000.0,92340000.0,40498000.0,
Change In Accrued Expense,61064000.0,-139206000.0,44083000.0,48865000.0,48964000.0,
Change In Payable,8999000.0,-51328000.0,17417000.0,43475000.0,-8466000.0,
Change In Account Payable,47060000.0,-96022000.0,-21879000.0,63856000.0,90114000.0,
Change In Tax Payable,-38061000.0,44694000.0,39296000.0,-20381000.0,-98580000.0,
Change In Income Tax Payable,-38061000.0,44694000.0,39296000.0,-20381000.0,-98580000.0,
Change In Prepaid Assets,-35003000.0,-2956000.0,1561000.0,45254000.0,-63831000.0,
Change In Inventory,-97873000.0,-689000.0,115852000.0,-232255000.0,-6650000.0,
Change In Receivables,7330000.0,-4919000.0,-12283000.0,6894000.0,2727000.0,
Changes In Account Receivables,7330000.0,-4919000.0,-12283000.0,6894000.0,2727000.0,
Other Non Cash Items,60814000.0,59847000.0,63024000.0,62266000.0,62461000.0,
Excess Tax Benefit From Stock Based Compensation,776000.0,10647000.0,,333000.0,792000.0,9347000.0
Stock Based Compensation,26584000.0,20390000.0,32922000.0,21215000.0,21871000.0,
Deferred Tax,16217000.0,-1559000.0,-738000.0,-3072000.0,-5393000.0,
Deferred Income Tax,16217000.0,-1559000.0,-738000.0,-3072000.0,-5393000.0,
Depreciation Amortization Depletion,56761000.0,56404000.0,58145000.0,58393000.0,56268000.0,
Depreciation And Amortization,56761000.0,56404000.0,58145000.0,58393000.0,56268000.0,
Operating Gains Losses,2867000.0,732000.0,1045000.0,1531000.0,1699000.0,
Net Income From Continuing Operations,247562000.0,231263000.0,384887000.0,263093000.0,216855000.0,
