,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31
Free Cash Flow,934500000.0,560400000.0,509400000.0,1465500000.0,465300000.0
Repurchase Of Capital Stock,0.0,0.0,0.0,0.0,0.0
Repayment Of Debt,-383300000.0,-150900000.0,-112400000.0,-319000000.0,-199600000.0
Capital Expenditure,-86300000.0,-68300000.0,-47500000.0,-44100000.0,-47400000.0
End Cash Position,2279200000.0,2395000000.0,2236800000.0,2292900000.0,1546800000.0
Beginning Cash Position,2395000000.0,2236800000.0,2292900000.0,1546800000.0,1381900000.0
Changes In Cash,-115800000.0,158200000.0,-56100000.0,746100000.0,164900000.0
Financing Cash Flow,-374100000.0,47100000.0,-232200000.0,-219700000.0,-179300000.0
Cash Flow From Continuing Financing Activities,-374100000.0,47100000.0,-232200000.0,-219700000.0,-179300000.0
Net Other Financing Charges,-700000.0,-5300000.0,-156400000.0,-21400000.0,-3900000.0
Proceeds From Stock Option Exercised,9900000.0,203300000.0,36600000.0,120700000.0,24200000.0
Net Common Stock Issuance,0.0,0.0,0.0,0.0,0.0
Common Stock Payments,0.0,0.0,0.0,0.0,0.0
Net Issuance Payments Of Debt,-383300000.0,-150900000.0,-112400000.0,-319000000.0,-199600000.0
Net Short Term Debt Issuance,-383300000.0,-150900000.0,-112400000.0,-319000000.0,-199600000.0
Short Term Debt Payments,-383300000.0,-150900000.0,-112400000.0,-319000000.0,-199600000.0
Investing Cash Flow,-762500000.0,-517600000.0,-380800000.0,-543800000.0,-168500000.0
Cash Flow From Continuing Investing Activities,-762500000.0,-517600000.0,-380800000.0,-543800000.0,-168500000.0
Net Investment Purchase And Sale,-121300000.0,-449300000.0,-333800000.0,300000.0,-121100000.0
Sale Of Investment,753400000.0,639800000.0,738300000.0,660300000.0,943700000.0
Purchase Of Investment,-874700000.0,-1089100000.0,-1072100000.0,-660000000.0,-1064800000.0
Net Business Purchase And Sale,-554900000.0,0.0,500000.0,-500000000.0,0.0
Purchase Of Business,-554900000.0,0.0,500000.0,-500000000.0,0.0
Net PPE Purchase And Sale,-86300000.0,-68300000.0,-47500000.0,-44100000.0,-47400000.0
Purchase Of PPE,-86300000.0,-68300000.0,-47500000.0,-44100000.0,-47400000.0
Operating Cash Flow,1020800000.0,628700000.0,556900000.0,1509600000.0,512700000.0
Cash Flow From Continuing Operating Activities,1020800000.0,628700000.0,556900000.0,1509600000.0,512700000.0
Change In Working Capital,244800000.0,-53000000.0,-68900000.0,799900000.0,-97500000.0
Change In Other Working Capital,948100000.0,176300000.0,54200000.0,-495500000.0,1108800000.0
Change In Payables And Accrued Expense,200800000.0,133800000.0,168400000.0,-197400000.0,331400000.0
Change In Accrued Expense,212700000.0,48500000.0,231800000.0,-294200000.0,325900000.0
Change In Payable,-11900000.0,85300000.0,-63400000.0,96800000.0,5500000.0
Change In Account Payable,-11900000.0,85300000.0,-63400000.0,96800000.0,5500000.0
Change In Prepaid Assets,20500000.0,-21100000.0,92500000.0,-3600000.0,-181300000.0
Change In Receivables,-924600000.0,-342000000.0,-384000000.0,1496400000.0,-1356400000.0
Changes In Account Receivables,-1013900000.0,-454500000.0,-362600000.0,1485700000.0,-903200000.0
Other Non Cash Items,-19000000.0,123600000.0,124600000.0,117200000.0,121900000.0
Stock Based Compensation,354400000.0,325900000.0,320500000.0,294300000.0,268900000.0
Amortization Of Securities,-5900000.0,-9400000.0,-10800000.0,-15000000.0,-13600000.0
Deferred Tax,91600000.0,-124700000.0,-179400000.0,-137400000.0,-215400000.0
Deferred Income Tax,91600000.0,-124700000.0,-179400000.0,-137400000.0,-215400000.0
Depreciation Amortization Depletion,83800000.0,88100000.0,87600000.0,83900000.0,76100000.0
Depreciation And Amortization,83800000.0,88100000.0,87600000.0,83900000.0,76100000.0
Operating Gains Losses,17300000.0,16100000.0,16000000.0,16000000.0,14600000.0
Gain Loss On Sale Of PPE,17300000.0,16100000.0,16000000.0,16000000.0,14600000.0
Net Income From Continuing Operations,253800000.0,262100000.0,267300000.0,350700000.0,357700000.0
