,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-3120000.0,14490000.0,10080000.0,10290000.0,616000.0
Tax Rate For Calcs,0.015,0.21,0.21,0.21,0.014
Normalized EBITDA,1875000000.0,1390000000.0,1446000000.0,1150000000.0,1670000000.0
Total Unusual Items,-208000000.0,69000000.0,48000000.0,49000000.0,44000000.0
Total Unusual Items Excluding Goodwill,-208000000.0,69000000.0,48000000.0,49000000.0,44000000.0
Net Income From Continuing Operation Net Minority Interest,524000000.0,444000000.0,483000000.0,464000000.0,682000000.0
Reconciled Depreciation,787000000.0,753000000.0,763000000.0,735000000.0,717000000.0
Reconciled Cost Of Revenue,1819000000.0,1697000000.0,2186000000.0,1799000000.0,1745000000.0
EBITDA,1667000000.0,1459000000.0,1494000000.0,1199000000.0,1714000000.0
EBIT,880000000.0,706000000.0,731000000.0,464000000.0,997000000.0
Net Interest Income,-348000000.0,-322000000.0,-309000000.0,-297000000.0,-305000000.0
Interest Expense,348000000.0,322000000.0,309000000.0,297000000.0,305000000.0
Normalized Income,728880000.0,389490000.0,445080000.0,425290000.0,638616000.0
Net Income From Continuing And Discontinued Operation,524000000.0,444000000.0,483000000.0,464000000.0,682000000.0
Total Expenses,2879000000.0,2710000000.0,3229000000.0,2773000000.0,2733000000.0
Total Operating Income As Reported,749000000.0,577000000.0,677000000.0,347000000.0,911000000.0
Diluted Average Shares,595000000.0,588000000.0,577000000.0,576000000.0,565000000.0
Basic Average Shares,592000000.0,586000000.0,575000000.0,575000000.0,564000000.0
Diluted EPS,0.88,0.75,0.84,0.81,1.21
Basic EPS,0.88,0.76,0.84,0.81,1.21
Diluted NI Availto Com Stockholders,524000000.0,444000000.0,483000000.0,464000000.0,682000000.0
Net Income Common Stockholders,524000000.0,444000000.0,483000000.0,464000000.0,682000000.0
Net Income,524000000.0,444000000.0,483000000.0,464000000.0,682000000.0
Net Income Including Noncontrolling Interests,524000000.0,444000000.0,483000000.0,464000000.0,682000000.0
Net Income Continuous Operations,524000000.0,444000000.0,483000000.0,464000000.0,682000000.0
Tax Provision,8000000.0,-60000000.0,-61000000.0,-297000000.0,10000000.0
Pretax Income,532000000.0,384000000.0,422000000.0,167000000.0,692000000.0
Other Income Expense,-156000000.0,129000000.0,54000000.0,117000000.0,86000000.0
Other Non Operating Income Expenses,46000000.0,68000000.0,7000000.0,68000000.0,39000000.0
Special Income Charges,-208000000.0,69000000.0,48000000.0,49000000.0,44000000.0
Other Special Charges,208000000.0,-69000000.0,-48000000.0,-49000000.0,-44000000.0
Earnings From Equity Interest,6000000.0,-8000000.0,-1000000.0,0.0,3000000.0
Net Non Operating Interest Income Expense,-348000000.0,-322000000.0,-309000000.0,-297000000.0,-305000000.0
Interest Expense Non Operating,348000000.0,322000000.0,309000000.0,297000000.0,305000000.0
Operating Income,1036000000.0,577000000.0,677000000.0,347000000.0,911000000.0
Operating Expense,1023000000.0,982000000.0,1008000000.0,941000000.0,952000000.0
Other Operating Expenses,101000000.0,88000000.0,110000000.0,99000000.0,112000000.0
Other Taxes,172000000.0,172000000.0,170000000.0,140000000.0,159000000.0
Depreciation Amortization Depletion Income Statement,750000000.0,722000000.0,728000000.0,702000000.0,681000000.0
Depreciation And Amortization In Income Statement,750000000.0,722000000.0,728000000.0,702000000.0,681000000.0
Gross Profit,2059000000.0,1559000000.0,1685000000.0,1288000000.0,1863000000.0
Cost Of Revenue,1856000000.0,1728000000.0,2221000000.0,1832000000.0,1781000000.0
Total Revenue,3915000000.0,3287000000.0,3906000000.0,3120000000.0,3644000000.0
Operating Revenue,3902000000.0,3274000000.0,3890000000.0,3105000000.0,3632000000.0
