,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.232,0.218,0.214979,0.223,
Normalized EBITDA,466778000.0,699912000.0,369216000.0,438404000.0,438149000.0,
Net Income From Continuing Operation Net Minority Interest,259268000.0,430043000.0,179369000.0,236406000.0,241470000.0,
Reconciled Depreciation,124069000.0,122100000.0,120079000.0,120055000.0,113549000.0,
Reconciled Cost Of Revenue,2329812000.0,2799754000.0,2211530000.0,2443901000.0,2177798000.0,
EBITDA,466778000.0,699912000.0,369216000.0,438404000.0,438149000.0,
EBIT,342709000.0,577812000.0,249137000.0,318349000.0,324599000.0,
Net Interest Income,-14667000.0,-17983000.0,-19641000.0,-17203000.0,-13875000.0,
Interest Expense,14667000.0,17983000.0,19641000.0,17203000.0,13875000.0,
Normalized Income,259268000.0,430043000.0,179369000.0,236406000.0,241470000.0,
Net Income From Continuing And Discontinued Operation,259268000.0,430043000.0,179369000.0,236406000.0,241470000.0,
Total Expenses,3376335000.0,3861917000.0,3217815000.0,3455182000.0,3143646000.0,
Total Operating Income As Reported,342709000.0,577812000.0,249137000.0,318349000.0,324599000.0,
Diluted Average Shares,532143000.0,532205000.0,534099000.0,536376000.0,538390000.0,
Basic Average Shares,529742000.0,530331000.0,531730000.0,533588000.0,535835000.0,
Diluted EPS,0.49,0.81,0.34,0.44,0.448,
Basic EPS,0.49,0.81,0.34,0.44,0.45,
Diluted NI Availto Com Stockholders,259268000.0,430043000.0,179369000.0,236406000.0,241470000.0,
Average Dilution Earnings,0.0,0.0,,,,0.0
Net Income Common Stockholders,259268000.0,430043000.0,179369000.0,236406000.0,241470000.0,
Net Income,259268000.0,430043000.0,179369000.0,236406000.0,241470000.0,
Net Income Including Noncontrolling Interests,259268000.0,430043000.0,179369000.0,236406000.0,241470000.0,
Net Income Continuous Operations,259268000.0,430043000.0,179369000.0,236406000.0,241470000.0,
Tax Provision,68774000.0,129786000.0,50127000.0,64740000.0,69254000.0,
Pretax Income,328042000.0,559829000.0,229496000.0,301146000.0,310724000.0,
Net Non Operating Interest Income Expense,-14667000.0,-17983000.0,-19641000.0,-17203000.0,-13875000.0,
Interest Expense Non Operating,14667000.0,17983000.0,19641000.0,17203000.0,13875000.0,
Operating Income,342709000.0,577812000.0,249137000.0,318349000.0,324599000.0,
Operating Expense,1046523000.0,1062162000.0,1006285000.0,1011281000.0,965849000.0,
Depreciation Amortization Depletion Income Statement,124069000.0,122099000.0,120079000.0,120055000.0,113550000.0,
Depreciation And Amortization In Income Statement,124069000.0,122099000.0,120079000.0,120055000.0,113550000.0,
Selling General And Administration,922454000.0,940063000.0,886206000.0,891226000.0,852299000.0,
Gross Profit,1389232000.0,1639974000.0,1255422000.0,1329630000.0,1290448000.0,
Cost Of Revenue,2329812000.0,2799755000.0,2211530000.0,2443901000.0,2177797000.0,
Total Revenue,3719044000.0,4439729000.0,3466952000.0,3773531000.0,3468245000.0,
Operating Revenue,3719044000.0,4439729000.0,3466952000.0,3773531000.0,3468245000.0,
