,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.24,0.269,0.265,0.19004,0.252
Normalized EBITDA,421782000.0,374254000.0,358156000.0,419854000.0,412090000.0
Net Income From Continuing Operation Net Minority Interest,170849000.0,128624000.0,117740000.0,155454000.0,152066000.0
Reconciled Depreciation,179125000.0,176980000.0,179476000.0,205504000.0,187982000.0
Reconciled Cost Of Revenue,2497712000.0,2414539000.0,2432385000.0,2615995000.0,2536648000.0
EBITDA,421782000.0,374254000.0,358156000.0,419854000.0,412090000.0
EBIT,242657000.0,197274000.0,178680000.0,214350000.0,224108000.0
Net Interest Income,-17871000.0,-21285000.0,-18597000.0,-15111000.0,-20751000.0
Interest Expense,17871000.0,21285000.0,18597000.0,22422000.0,20751000.0
Normalized Income,170849000.0,128624000.0,117740000.0,155454000.0,152066000.0
Net Income From Continuing And Discontinued Operation,170849000.0,128624000.0,117740000.0,155454000.0,152066000.0
Total Expenses,2810240000.0,2730907000.0,2742712000.0,2939309000.0,2844063000.0
Rent Expense Supplemental,1332386000.0,1266908000.0,1293328000.0,1442957000.0,1380380000.0
Total Operating Income As Reported,242657000.0,197274000.0,178680000.0,207039000.0,224108000.0
Diluted Average Shares,96847000.0,97976000.0,100489000.0,101647000.0,102135000.0
Basic Average Shares,95218346.0,96799281.0,99194591.0,100555126.0,100829954.0
Diluted EPS,1.76,1.31,1.17,1.53,1.49
Basic EPS,1.794287,1.32877,1.18696,1.545958,1.508143
Diluted NI Availto Com Stockholders,170849000.0,128624000.0,117740000.0,155454000.0,152066000.0
Net Income Common Stockholders,170849000.0,128624000.0,117740000.0,155454000.0,152066000.0
Net Income,170849000.0,128624000.0,117740000.0,155454000.0,152066000.0
Net Income Including Noncontrolling Interests,170849000.0,128624000.0,117740000.0,155454000.0,152066000.0
Net Income Continuous Operations,170849000.0,128624000.0,117740000.0,155454000.0,152066000.0
Tax Provision,53937000.0,47365000.0,42343000.0,36474000.0,51291000.0
Pretax Income,224786000.0,175989000.0,160083000.0,191928000.0,203357000.0
Net Non Operating Interest Income Expense,-17871000.0,-21285000.0,-18597000.0,-15111000.0,-20751000.0
Interest Expense Non Operating,17871000.0,21285000.0,18597000.0,22422000.0,20751000.0
Operating Income,242657000.0,197274000.0,178680000.0,207039000.0,224108000.0
Operating Expense,312528000.0,316368000.0,310327000.0,323314000.0,307415000.0
Other Operating Expenses,132701000.0,128245000.0,123452000.0,124070000.0,127889000.0
Other Taxes,18020000.0,17770000.0,17480000.0,19732000.0,17705000.0
Selling General And Administration,161807000.0,170353000.0,169395000.0,179512000.0,161821000.0
General And Administrative Expense,161807000.0,170353000.0,169395000.0,179512000.0,161821000.0
Other Gand A,79792000.0,85515000.0,84378000.0,93196000.0,83380000.0
Insurance And Claims,82015000.0,84838000.0,85017000.0,86316000.0,78441000.0
Gross Profit,555185000.0,513642000.0,489007000.0,530353000.0,531523000.0
Cost Of Revenue,2497712000.0,2414539000.0,2432385000.0,2615995000.0,2536648000.0
Total Revenue,3052897000.0,2928181000.0,2921392000.0,3146348000.0,3068171000.0
Operating Revenue,3052897000.0,2928181000.0,2921392000.0,3146348000.0,3068171000.0
