,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.25,0.263,0.278,0.231383,0.264
Normalized EBITDA,452600000.0,493700000.0,414700000.0,455000000.0,423500000.0
Net Income From Continuing Operation Net Minority Interest,160200000.0,191300000.0,133100000.0,174000000.0,141300000.0
Reconciled Depreciation,185100000.0,179300000.0,176400000.0,173700000.0,173400000.0
Reconciled Cost Of Revenue,661400000.0,662700000.0,654900000.0,612800000.0,640900000.0
EBITDA,452600000.0,493700000.0,414700000.0,455000000.0,423500000.0
EBIT,267500000.0,314400000.0,238300000.0,281300000.0,250100000.0
Net Interest Income,-52200000.0,-53100000.0,-52900000.0,-55700000.0,-56300000.0
Interest Expense,52200000.0,53100000.0,52900000.0,55700000.0,56300000.0
Normalized Income,160200000.0,191300000.0,133100000.0,174000000.0,141300000.0
Net Income From Continuing And Discontinued Operation,160200000.0,191300000.0,133100000.0,174000000.0,141300000.0
Total Expenses,1280600000.0,1226200000.0,1206200000.0,1131300000.0,1194700000.0
Total Operating Income As Reported,264300000.0,310800000.0,235800000.0,288100000.0,247100000.0
Diluted Average Shares,124100000.0,125000000.0,125100000.0,125100000.0,125200000.0
Basic Average Shares,123100000.0,124000000.0,124100000.0,124000000.0,123900000.0
Diluted EPS,1.29,1.53,1.06,1.39,1.13
Basic EPS,1.3,1.54,1.07,1.4,1.14
Diluted NI Availto Com Stockholders,160200000.0,191300000.0,133100000.0,174000000.0,141300000.0
Net Income Common Stockholders,160200000.0,191300000.0,133100000.0,174000000.0,141300000.0
Net Income,160200000.0,191300000.0,133100000.0,174000000.0,141300000.0
Minority Interests,-1300000.0,-1300000.0,-700000.0,600000.0,-1400000.0
Net Income Including Noncontrolling Interests,161500000.0,192600000.0,133800000.0,173400000.0,142700000.0
Net Income Continuous Operations,161500000.0,192600000.0,133800000.0,173400000.0,142700000.0
Tax Provision,53800000.0,68700000.0,51600000.0,52200000.0,51100000.0
Pretax Income,215300000.0,261300000.0,185400000.0,225600000.0,193800000.0
Other Income Expense,3200000.0,3600000.0,2500000.0,-6800000.0,3000000.0
Other Non Operating Income Expenses,3200000.0,3600000.0,2500000.0,-6800000.0,3000000.0
Net Non Operating Interest Income Expense,-52200000.0,-53100000.0,-52900000.0,-55700000.0,-56300000.0
Interest Expense Non Operating,52200000.0,53100000.0,52900000.0,55700000.0,56300000.0
Operating Income,264300000.0,310800000.0,235800000.0,288100000.0,247100000.0
Operating Expense,617400000.0,561600000.0,549500000.0,516300000.0,549500000.0
Depreciation Amortization Depletion Income Statement,183300000.0,177400000.0,174600000.0,171500000.0,169100000.0
Depreciation And Amortization In Income Statement,183300000.0,177400000.0,174600000.0,171500000.0,169100000.0
Selling General And Administration,434100000.0,384200000.0,374900000.0,344800000.0,380400000.0
Gross Profit,881700000.0,872400000.0,785300000.0,804400000.0,796600000.0
Cost Of Revenue,663200000.0,664600000.0,656700000.0,615000000.0,645200000.0
Total Revenue,1544900000.0,1537000000.0,1442000000.0,1419400000.0,1441800000.0
Operating Revenue,1544900000.0,1537000000.0,1442000000.0,1419400000.0,1441800000.0
