,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,286382000.0,43367000.0,14833000.0,114532000.0,236996000.0,,
Repurchase Of Capital Stock,-82102000.0,-196533000.0,-159998000.0,-13003000.0,-49955000.0,,
Repayment Of Debt,-754000.0,-404000.0,-684000.0,-368000.0,-373000.0,,
Issuance Of Debt,,,,8000.0,0.0,0.0,0.0
Capital Expenditure,-8302000.0,-9831000.0,-9329000.0,-15727000.0,-4966000.0,,
End Cash Position,1243515000.0,1046481000.0,1178502000.0,1290392000.0,2040707000.0,,
Beginning Cash Position,1046481000.0,1178502000.0,1290392000.0,2040707000.0,1791611000.0,,
Effect Of Exchange Rate Changes,-2720000.0,37050000.0,18770000.0,-35954000.0,25904000.0,,
Changes In Cash,199754000.0,-169071000.0,-130660000.0,-714361000.0,223192000.0,,
Financing Cash Flow,-85650000.0,-204055000.0,-149514000.0,1260000.0,-53506000.0,,
Cash Flow From Continuing Financing Activities,-85650000.0,-204055000.0,-149514000.0,1260000.0,-53506000.0,,
Net Other Financing Charges,-3252000.0,-22217000.0,-8312000.0,-5327000.0,-4483000.0,,
Proceeds From Stock Option Exercised,458000.0,15099000.0,19480000.0,19950000.0,1305000.0,,
Net Common Stock Issuance,-82102000.0,-196533000.0,-159998000.0,-13003000.0,-49955000.0,,
Common Stock Payments,-82102000.0,-196533000.0,-159998000.0,-13003000.0,-49955000.0,,
Net Issuance Payments Of Debt,-754000.0,-404000.0,-684000.0,-360000.0,-373000.0,,
Net Long Term Debt Issuance,-754000.0,-404000.0,-684000.0,-360000.0,-373000.0,,
Long Term Debt Payments,-754000.0,-404000.0,-684000.0,-368000.0,-373000.0,,
Long Term Debt Issuance,,,,8000.0,0.0,0.0,0.0
Investing Cash Flow,-9280000.0,-18214000.0,-5308000.0,-845880000.0,34736000.0,,
Cash Flow From Continuing Investing Activities,-9280000.0,-18214000.0,-5308000.0,-845880000.0,34736000.0,,
Net Other Investing Changes,-692000.0,-1665000.0,134000.0,638000.0,738000.0,,
Net Investment Purchase And Sale,-288000.0,-47000.0,562000.0,24302000.0,39323000.0,,
Sale Of Investment,0.0,0.0,2913000.0,24344000.0,40000000.0,,
Purchase Of Investment,-288000.0,-47000.0,-2351000.0,-42000.0,-677000.0,,
Net Business Purchase And Sale,2000.0,-6671000.0,3325000.0,-855093000.0,-359000.0,,
Sale Of Business,,,3325000.0,,,,
Purchase Of Business,2000.0,,,-855093000.0,-359000.0,-12567000.0,-44139000.0
Net PPE Purchase And Sale,-8302000.0,-9831000.0,-9329000.0,-15727000.0,-4966000.0,,
Purchase Of PPE,-8302000.0,-9831000.0,-9329000.0,-15727000.0,-4966000.0,,
Operating Cash Flow,294684000.0,53198000.0,24162000.0,130259000.0,241962000.0,,
Cash Flow From Continuing Operating Activities,294684000.0,53198000.0,24162000.0,130259000.0,241962000.0,,
Change In Working Capital,89734000.0,-109090000.0,-145039000.0,-12184000.0,53482000.0,,
Change In Other Current Liabilities,-11283000.0,-10598000.0,-10975000.0,-9761000.0,-10224000.0,,
Change In Payables And Accrued Expense,75251000.0,-72193000.0,-48221000.0,-16010000.0,72004000.0,,
Change In Accrued Expense,82568000.0,-33458000.0,-27248000.0,-6589000.0,61965000.0,,
Change In Payable,-7317000.0,-38735000.0,-20973000.0,-9421000.0,10039000.0,,
Change In Account Payable,-5019000.0,-745000.0,502000.0,-24473000.0,-2257000.0,,
Change In Tax Payable,-2298000.0,-37990000.0,-21475000.0,15052000.0,12296000.0,,
Change In Income Tax Payable,-2298000.0,-37990000.0,-21475000.0,15052000.0,12296000.0,,
Change In Prepaid Assets,1172000.0,13373000.0,-9163000.0,-24792000.0,-48508000.0,,
Change In Receivables,24594000.0,-39672000.0,-76680000.0,38379000.0,40210000.0,,
Other Non Cash Items,2763000.0,1867000.0,3729000.0,-988000.0,-5848000.0,,
Stock Based Compensation,44604000.0,38558000.0,48456000.0,44698000.0,42124000.0,,
Asset Impairment Charge,-200000.0,387000.0,-218000.0,-1309000.0,-279000.0,,
Deferred Tax,9296000.0,-8476000.0,2386000.0,-39307000.0,-12877000.0,,
Deferred Income Tax,9296000.0,-8476000.0,2386000.0,-39307000.0,-12877000.0,,
Depreciation Amortization Depletion,41671000.0,41926000.0,41366000.0,36050000.0,29014000.0,,
Depreciation And Amortization,41671000.0,41926000.0,41366000.0,36050000.0,29014000.0,,
Depreciation,41671000.0,41926000.0,41366000.0,36050000.0,29014000.0,,
Gain Loss On Sale Of Business,,,,0.0,,,
Net Income From Continuing Operations,106816000.0,88026000.0,73482000.0,103299000.0,136346000.0,,
