,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-2888000.0,-16960000.0,-3585000.0,-16011188.811189,49044000.0,,
Tax Rate For Calcs,0.361,0.32,0.239,0.100699,0.244,,
Normalized EBITDA,793000000.0,392000000.0,1489000000.0,1355000000.0,-650000000.0,,
Total Unusual Items,-8000000.0,-53000000.0,-15000000.0,-159000000.0,201000000.0,,
Total Unusual Items Excluding Goodwill,-8000000.0,-53000000.0,-15000000.0,-159000000.0,201000000.0,,
Net Income From Continuing Operation Net Minority Interest,152000000.0,-104000000.0,750000000.0,643000000.0,-767000000.0,,
Reconciled Depreciation,223000000.0,226000000.0,218000000.0,257000000.0,261000000.0,,
Reconciled Cost Of Revenue,6378000000.0,5747000000.0,6669000000.0,4972000000.0,7330000000.0,,
EBITDA,785000000.0,339000000.0,1474000000.0,1196000000.0,-449000000.0,,
EBIT,425000000.0,-5000000.0,1148000000.0,838000000.0,-801000000.0,,
Net Interest Income,-187000000.0,-148000000.0,-163000000.0,-123000000.0,-213000000.0,,
Interest Expense,187000000.0,148000000.0,163000000.0,123000000.0,213000000.0,,
Normalized Income,157112000.0,-67960000.0,761415000.0,785988811.188811,-918956000.0,,
Net Income From Continuing And Discontinued Operation,152000000.0,-104000000.0,750000000.0,643000000.0,-767000000.0,,
Total Expenses,7213000000.0,6697000000.0,7436000000.0,5835000000.0,8236000000.0,,
Total Operating Income As Reported,414000000.0,0.0,1134000000.0,954000000.0,-812000000.0,,
Diluted Average Shares,195000000.0,196000000.0,203000000.0,,207000000.0,214000000.0,
Basic Average Shares,193000000.0,196000000.0,198000000.0,,207000000.0,208000000.0,
Diluted EPS,0.69,-0.62,3.61,,-3.79,3.37,
Basic EPS,0.7,-0.62,3.7,,-3.79,3.47,
Diluted NI Availto Com Stockholders,135000000.0,-121000000.0,733000000.0,627000000.0,-784000000.0,,
Net Income Common Stockholders,135000000.0,-121000000.0,733000000.0,627000000.0,-784000000.0,,
Preferred Stock Dividends,17000000.0,17000000.0,17000000.0,16000000.0,17000000.0,,
Net Income,152000000.0,-104000000.0,750000000.0,643000000.0,-767000000.0,,
Net Income Including Noncontrolling Interests,152000000.0,-104000000.0,750000000.0,643000000.0,-767000000.0,,
Net Income Continuous Operations,152000000.0,-104000000.0,750000000.0,643000000.0,-767000000.0,,
Tax Provision,86000000.0,-49000000.0,235000000.0,72000000.0,-247000000.0,,
Pretax Income,238000000.0,-153000000.0,985000000.0,715000000.0,-1014000000.0,,
Other Income Expense,3000000.0,-48000000.0,-1000000.0,-146000000.0,212000000.0,,
Other Non Operating Income Expenses,10000000.0,4000000.0,12000000.0,6000000.0,5000000.0,,
Special Income Charges,-8000000.0,-53000000.0,-15000000.0,-159000000.0,201000000.0,,
Gain On Sale Of Ppe,0.0,0.0,-7000000.0,-1000000.0,208000000.0,,
Other Special Charges,,10000000.0,,122000000.0,,202000000.0,58000000.0
Write Off,0.0,0.0,,-8000000.0,0.0,15000000.0,
Restructuring And Mergern Acquisition,8000000.0,43000000.0,8000000.0,8000000.0,7000000.0,,
Earnings From Equity Interest,1000000.0,1000000.0,2000000.0,7000000.0,6000000.0,,
Net Non Operating Interest Income Expense,-187000000.0,-148000000.0,-163000000.0,-123000000.0,-213000000.0,,
Interest Expense Non Operating,187000000.0,148000000.0,163000000.0,123000000.0,213000000.0,,
Operating Income,422000000.0,43000000.0,1149000000.0,984000000.0,-1013000000.0,,
Operating Expense,972000000.0,1068000000.0,875000000.0,964000000.0,997000000.0,,
Depreciation Amortization Depletion Income Statement,360000000.0,344000000.0,326000000.0,358000000.0,352000000.0,,
Depreciation And Amortization In Income Statement,360000000.0,344000000.0,326000000.0,358000000.0,352000000.0,,
Selling General And Administration,612000000.0,724000000.0,549000000.0,292000000.0,645000000.0,,
Gross Profit,1394000000.0,1111000000.0,2024000000.0,1948000000.0,-16000000.0,,
Cost Of Revenue,6241000000.0,5629000000.0,6561000000.0,4871000000.0,7239000000.0,,
Total Revenue,7635000000.0,6740000000.0,8585000000.0,6819000000.0,7223000000.0,,
Operating Revenue,7551000000.0,6678000000.0,8493000000.0,6741000000.0,7137000000.0,,
