,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-220690000.0,460000.0,-12750000.0,-59488690.163072,-19000000.0,,
Tax Rate For Calcs,0.29,0.23,0.25,0.239874,0.25,,
Total Unusual Items,-761000000.0,2000000.0,-51000000.0,-248000000.0,-76000000.0,,
Total Unusual Items Excluding Goodwill,-761000000.0,2000000.0,-51000000.0,-248000000.0,-76000000.0,,
Net Income From Continuing Operation Net Minority Interest,3753000000.0,4019000000.0,4065000000.0,2856000000.0,3239000000.0,,
Reconciled Depreciation,1123000000.0,1097000000.0,1050000000.0,1019000000.0,1081000000.0,,
Net Interest Income,14940000000.0,15175000000.0,14012000000.0,13733000000.0,13362000000.0,,
Interest Expense,21750000000.0,20684000000.0,19654000000.0,21314000000.0,23094000000.0,,
Interest Income,36690000000.0,35859000000.0,33666000000.0,35047000000.0,36456000000.0,,
Normalized Income,4293310000.0,4017460000.0,4103250000.0,3044511309.836928,3296000000.0,,
Net Income From Continuing And Discontinued Operation,3752000000.0,4019000000.0,4064000000.0,2856000000.0,3238000000.0,,
Diluted Average Shares,1862600000.0,1893100000.0,1919600000.0,1931000000.0,1940300000.0,,
Basic Average Shares,1820300000.0,1855900000.0,1879000000.0,1887600000.0,1899900000.0,,
Diluted EPS,1.86,1.96,1.96,1.34,1.51,,
Basic EPS,1.89,1.984482,1.996275,1.357809,1.53,,
Diluted NI Availto Com Stockholders,3458000000.0,3702000000.0,3768000000.0,2583000000.0,2925000000.0,,
Average Dilution Earnings,20000000.0,19000000.0,17000000.0,20000000.0,20000000.0,,
Net Income Common Stockholders,3438000000.0,3683000000.0,3751000000.0,2563000000.0,2905000000.0,,
Otherunder Preferred Stock Dividend,40000000.0,49000000.0,44000000.0,37000000.0,56000000.0,,
Preferred Stock Dividends,274000000.0,287000000.0,269000000.0,256000000.0,277000000.0,,
Net Income,3752000000.0,4019000000.0,4064000000.0,2856000000.0,3238000000.0,,
Minority Interests,-38000000.0,-14000000.0,-43000000.0,-34000000.0,-35000000.0,,
Net Income Including Noncontrolling Interests,3790000000.0,4033000000.0,4107000000.0,2890000000.0,3273000000.0,,
Net Income Discontinuous Operations,-1000000.0,0.0,-1000000.0,0.0,-1000000.0,,
Net Income Continuous Operations,3791000000.0,4033000000.0,4108000000.0,2890000000.0,3274000000.0,,
Tax Provision,1559000000.0,1186000000.0,1340000000.0,912000000.0,1116000000.0,,
Pretax Income,5350000000.0,5219000000.0,5448000000.0,3802000000.0,4390000000.0,,
Special Income Charges,-761000000.0,2000000.0,-51000000.0,-248000000.0,-76000000.0,,
Gain On Sale Of Business,-40000000.0,,-34000000.0,-56000000.0,-67000000.0,-85000000.0,
Other Special Charges,,,20000000.0,,56000000.0,34000000.0,251000000.0
Impairment Of Capital Assets,726000000.0,,,,,,
Restructuring And Mergern Acquisition,-5000000.0,-2000000.0,-3000000.0,-11000000.0,9000000.0,,
Gain On Sale Of Security,85000000.0,96000000.0,68000000.0,-215000000.0,-19000000.0,,
Selling General And Administration,7751000000.0,7928000000.0,7734000000.0,7263000000.0,7368000000.0,,
Selling And Marketing Expense,260000000.0,269000000.0,250000000.0,323000000.0,282000000.0,,
General And Administrative Expense,7491000000.0,7659000000.0,7484000000.0,6940000000.0,7086000000.0,,
Insurance And Claims,17000000.0,26000000.0,20000000.0,17000000.0,28000000.0,,
Salaries And Wages,7474000000.0,7633000000.0,7464000000.0,6923000000.0,7058000000.0,,
Total Revenue,22095000000.0,21661000000.0,21601000000.0,19586000000.0,20159000000.0,,
Operating Revenue,22095000000.0,21661000000.0,21601000000.0,19586000000.0,20159000000.0,,
Occupancy And Equipment,607000000.0,615000000.0,574000000.0,650000000.0,606000000.0,,
Professional Expense And Contract Services Expense,514000000.0,510000000.0,476000000.0,,,449000000.0,426000000.0
Other Non Interest Expense,4674000000.0,4552000000.0,4610000000.0,3026000000.0,4631000000.0,,
