,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-03-31
Free Cash Flow,1111200000.0,931100000.0,-250400000.0,634500000.0,839400000.0,
Repurchase Of Capital Stock,-668200000.0,-518500000.0,-351700000.0,-310200000.0,-448700000.0,
Repayment Of Debt,-813600000.0,0.0,-250000000.0,0.0,-608600000.0,
Issuance Of Debt,2683300000.0,-1135800000.0,1176500000.0,-220500000.0,1440500000.0,
Capital Expenditure,-196400000.0,-181500000.0,-189300000.0,-300000000.0,-235300000.0,
Interest Paid Supplemental Data,123900000.0,99600000.0,119800000.0,84600000.0,108700000.0,
Income Tax Paid Supplemental Data,138700000.0,229500000.0,89900000.0,182400000.0,354700000.0,
End Cash Position,241500000.0,269800000.0,199800000.0,210400000.0,238200000.0,
Beginning Cash Position,269800000.0,199800000.0,210400000.0,238200000.0,200000000.0,
Effect Of Exchange Rate Changes,-5000000.0,8500000.0,-500000.0,-6000000.0,10700000.0,
Changes In Cash,-23300000.0,61500000.0,-10100000.0,-21800000.0,27500000.0,
Financing Cash Flow,6500000.0,-810000000.0,367200000.0,-670800000.0,-718500000.0,
Cash Flow From Continuing Financing Activities,6500000.0,-810000000.0,367200000.0,-670800000.0,-718500000.0,
Net Other Financing Charges,-23400000.0,-26000000.0,-33400000.0,-7500000.0,-36800000.0,
Proceeds From Stock Option Exercised,67900000.0,24400000.0,26200000.0,47200000.0,102300000.0,
Cash Dividends Paid,-195700000.0,-197900000.0,-200400000.0,-179800000.0,-182500000.0,
Common Stock Dividend Paid,-195700000.0,-197900000.0,-200400000.0,-179800000.0,-182500000.0,
Net Common Stock Issuance,-668200000.0,-518500000.0,-351700000.0,-310200000.0,-448700000.0,
Common Stock Payments,-668200000.0,-518500000.0,-351700000.0,-310200000.0,-448700000.0,
Net Issuance Payments Of Debt,825900000.0,-92000000.0,926500000.0,-220500000.0,-152800000.0,
Net Short Term Debt Issuance,126700000.0,-92000000.0,1135800000.0,-252800000.0,-451900000.0,
Short Term Debt Payments,,,,0.0,,
Short Term Debt Issuance,,,1135800000.0,-252800000.0,,882500000.0
Net Long Term Debt Issuance,699200000.0,0.0,-209300000.0,32300000.0,299100000.0,
Long Term Debt Payments,-800000000.0,0.0,-250000000.0,0.0,-600000000.0,
Long Term Debt Issuance,1499200000.0,0.0,40700000.0,32300000.0,899100000.0,
Investing Cash Flow,-1337400000.0,-241100000.0,-316200000.0,-285500000.0,-328700000.0,
Cash Flow From Continuing Investing Activities,-1337400000.0,-241100000.0,-316200000.0,-285500000.0,-328700000.0,
Net Other Investing Changes,-1143100000.0,-20600000.0,-44500000.0,93400000.0,-93400000.0,
Net Business Purchase And Sale,2100000.0,-39000000.0,-82400000.0,-78900000.0,0.0,
Sale Of Business,,,,0.0,0.0,
Purchase Of Business,2100000.0,-39000000.0,-82400000.0,-78900000.0,0.0,
Capital Expenditure Reported,-196400000.0,-181500000.0,-189300000.0,-300000000.0,-235300000.0,
Operating Cash Flow,1307600000.0,1112600000.0,-61100000.0,934500000.0,1074700000.0,
Cash Flow From Continuing Operating Activities,1307600000.0,1112600000.0,-61100000.0,934500000.0,1074700000.0,
Change In Working Capital,67500000.0,21900000.0,-904500000.0,242000000.0,1000000.0,
Change In Other Working Capital,189000000.0,159100000.0,-780400000.0,384600000.0,123200000.0,
Change In Other Current Liabilities,-121500000.0,-137200000.0,-124100000.0,-107300000.0,-122200000.0,
Other Non Cash Items,83600000.0,130800000.0,145200000.0,18800000.0,86300000.0,
Stock Based Compensation,30900000.0,34000000.0,26600000.0,55500000.0,27900000.0,
Provisionand Write Offof Assets,10600000.0,400000.0,3100000.0,6400000.0,2800000.0,
Asset Impairment Charge,,,,0.0,0.0,
Amortization Of Securities,23500000.0,28700000.0,28700000.0,19000000.0,13600000.0,
Deferred Tax,94200000.0,-20100000.0,-18700000.0,-25700000.0,-10600000.0,
Deferred Income Tax,94200000.0,-20100000.0,-18700000.0,-25700000.0,-10600000.0,
Depreciation Amortization Depletion,166900000.0,162700000.0,160900000.0,161900000.0,155600000.0,
Depreciation And Amortization,166900000.0,162700000.0,160900000.0,161900000.0,155600000.0,
Amortization Cash Flow,84100000.0,83400000.0,81000000.0,81800000.0,81200000.0,
Amortization Of Intangibles,84100000.0,83400000.0,81000000.0,81800000.0,81200000.0,
Depreciation,82800000.0,79300000.0,79900000.0,80100000.0,74400000.0,
Operating Gains Losses,-2700000.0,-500000.0,-6300000.0,-23500000.0,-8100000.0,
Pension And Employee Benefit Expense,-4200000.0,-4100000.0,-4200000.0,1200000.0,-6100000.0,
Gain Loss On Sale Of Business,,,,0.0,0.0,
Net Income From Continuing Operations,833100000.0,754700000.0,503900000.0,480100000.0,806200000.0,
