,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,519642000.0,25667000.0,262898000.0,363834000.0,293184000.0,,
Repurchase Of Capital Stock,0.0,,,0.0,-103000.0,,
Repayment Of Debt,-1141000.0,-1155000.0,-1090000.0,-1037000.0,-979000.0,,
Issuance Of Capital Stock,,,,,,,477000.0
Capital Expenditure,-39747000.0,-19074000.0,-3169000.0,-17384000.0,-17687000.0,,
Income Tax Paid Supplemental Data,7302000.0,177075000.0,844000.0,70196000.0,73186000.0,,
End Cash Position,2456849000.0,1956813000.0,1943387000.0,1689451000.0,1305846000.0,,
Beginning Cash Position,1956813000.0,1943387000.0,1689451000.0,1305846000.0,988924000.0,,
Effect Of Exchange Rate Changes,841000.0,-1197000.0,-552000.0,3458000.0,128000.0,,
Changes In Cash,499195000.0,14623000.0,254488000.0,380147000.0,316794000.0,,
Financing Cash Flow,-12778000.0,-11246000.0,-12676000.0,20394000.0,-32351000.0,,
Cash Flow From Continuing Financing Activities,-12778000.0,-11246000.0,-12676000.0,20394000.0,-32351000.0,,
Net Other Financing Charges,-55067000.0,-24975000.0,-14825000.0,-11628000.0,-32551000.0,,
Proceeds From Stock Option Exercised,43430000.0,14884000.0,3239000.0,33059000.0,1282000.0,,
Net Common Stock Issuance,0.0,,,0.0,-103000.0,-2005164000.0,477000.0
Common Stock Payments,0.0,,,0.0,-103000.0,,
Common Stock Issuance,,,,,,,477000.0
Net Issuance Payments Of Debt,-1141000.0,-1155000.0,-1090000.0,-1037000.0,-979000.0,,
Net Long Term Debt Issuance,-1141000.0,-1155000.0,-1090000.0,-1037000.0,-979000.0,,
Long Term Debt Payments,-1141000.0,-1155000.0,-1090000.0,-1037000.0,-979000.0,,
Investing Cash Flow,-47416000.0,-18872000.0,1097000.0,-21465000.0,38274000.0,,
Cash Flow From Continuing Investing Activities,-47416000.0,-18872000.0,1097000.0,-21465000.0,38274000.0,,
Net Investment Purchase And Sale,-7669000.0,202000.0,4266000.0,-4081000.0,55961000.0,,
Sale Of Investment,107837000.0,56312000.0,45502000.0,25303000.0,80856000.0,,
Purchase Of Investment,-115506000.0,-56110000.0,-41236000.0,-29384000.0,-24895000.0,,
Net Intangibles Purchase And Sale,-25000000.0,,,0.0,-12500000.0,-1400000.0,0.0
Purchase Of Intangibles,-25000000.0,,,0.0,-12500000.0,-1400000.0,0.0
Capital Expenditure Reported,-14747000.0,-19074000.0,-3169000.0,-17384000.0,-5187000.0,,
Operating Cash Flow,559389000.0,44741000.0,266067000.0,381218000.0,310871000.0,,
Cash Flow From Continuing Operating Activities,559389000.0,44741000.0,266067000.0,381218000.0,310871000.0,,
Change In Working Capital,-60421000.0,-582963000.0,13019000.0,83591000.0,108869000.0,,
Change In Payables And Accrued Expense,70970000.0,-456814000.0,72683000.0,148819000.0,152278000.0,,
Change In Accrued Expense,115136000.0,-476725000.0,74842000.0,129769000.0,121742000.0,,
Change In Payable,-44166000.0,19911000.0,-2159000.0,19050000.0,30536000.0,,
Change In Account Payable,-44166000.0,19911000.0,-2159000.0,19050000.0,30536000.0,,
Change In Prepaid Assets,-72835000.0,-86395000.0,-62045000.0,65746000.0,-15633000.0,,
Change In Inventory,-5555000.0,-19525000.0,-28574000.0,-34281000.0,-8376000.0,,
Change In Receivables,-53001000.0,-20229000.0,30955000.0,-96693000.0,-19400000.0,,
Changes In Account Receivables,-53001000.0,-20229000.0,30955000.0,-96693000.0,-19400000.0,,
Other Non Cash Items,-5539000.0,14249000.0,16864000.0,-8273000.0,15998000.0,,
Stock Based Compensation,61598000.0,64609000.0,60982000.0,71718000.0,77922000.0,,
Unrealized Gain Loss On Investment Securities,,,1343000.0,,,,-99947000.0
Deferred Tax,124117000.0,116777000.0,-6706000.0,56000.0,-33876000.0,,
Deferred Income Tax,124117000.0,116777000.0,-6706000.0,56000.0,-33876000.0,,
Depreciation Amortization Depletion,24023000.0,22919000.0,22362000.0,22733000.0,22520000.0,,
Depreciation And Amortization,24023000.0,22919000.0,22362000.0,22733000.0,22520000.0,,
Operating Gains Losses,-8558000.0,,,10181000.0,12982000.0,,
Gain Loss On Investment Securities,-8558000.0,,,10181000.0,12982000.0,,
Net Income From Continuing Operations,424169000.0,404999000.0,158203000.0,201212000.0,106456000.0,,
