,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-574634.531806,-418369.987063,-17573417.092813,-512798.0,-2013244.0
Tax Rate For Calcs,0.239431,0.232428,0.255688,0.242,0.223
Normalized EBITDA,392100000.0,369000000.0,405505000.0,375871000.0,338841000.0
Total Unusual Items,-2400000.0,-1800000.0,-68730000.0,-2119000.0,-9028000.0
Total Unusual Items Excluding Goodwill,-2400000.0,-1800000.0,-68730000.0,-2119000.0,-9028000.0
Net Income From Continuing Operation Net Minority Interest,191900000.0,177400000.0,146458000.0,173610000.0,150247000.0
Reconciled Depreciation,121700000.0,119400000.0,122349000.0,125913000.0,115253000.0
Reconciled Cost Of Revenue,814400000.0,763100000.0,839320000.0,760238000.0,750121000.0
EBITDA,389700000.0,367200000.0,336775000.0,373752000.0,329813000.0
EBIT,268000000.0,247800000.0,214426000.0,247839000.0,214560000.0
Net Interest Income,-12500000.0,-14100000.0,-13582000.0,-16660000.0,-18542000.0
Interest Expense,14900000.0,15900000.0,17115000.0,19094000.0,19668000.0
Interest Income,2400000.0,1800000.0,3533000.0,2434000.0,1126000.0
Normalized Income,193725365.468194,178781630.012937,197614582.907187,175216202.0,157261756.0
Net Income From Continuing And Discontinued Operation,191900000.0,177400000.0,145672000.0,173534000.0,150034000.0
Total Expenses,1192300000.0,1143300000.0,1200908000.0,1123046000.0,1106450000.0
Total Operating Income As Reported,265800000.0,246000000.0,216151000.0,245293000.0,219666000.0
Diluted Average Shares,98800000.0,98800000.0,98756000.0,98942000.0,99204000.0
Basic Average Shares,98400000.0,98400000.0,98273000.0,98490000.0,98669000.0
Diluted EPS,1.94,1.79,1.48,1.75,1.51
Basic EPS,1.95,1.79,1.48,1.75,1.52
Diluted NI Availto Com Stockholders,191900000.0,177400000.0,145672000.0,173534000.0,150034000.0
Net Income Common Stockholders,191900000.0,177400000.0,145672000.0,173534000.0,150034000.0
Net Income,191900000.0,177400000.0,145672000.0,173534000.0,150034000.0
Minority Interests,-600000.0,-600000.0,-403000.0,249000.0,-1139000.0
Net Income Including Noncontrolling Interests,192500000.0,178000000.0,146075000.0,173285000.0,151173000.0
Net Income Discontinuous Operations,0.0,0.0,-786000.0,-76000.0,-213000.0
Net Income Continuous Operations,192500000.0,178000000.0,146861000.0,173361000.0,151386000.0
Tax Provision,60600000.0,53900000.0,50450000.0,55384000.0,43506000.0
Pretax Income,253100000.0,231900000.0,197311000.0,228745000.0,194892000.0
Other Income Expense,-2400000.0,-1800000.0,-68730000.0,-2119000.0,-9028000.0
Special Income Charges,-2400000.0,-1800000.0,-68730000.0,-2119000.0,-9028000.0
Gain On Sale Of Business,-200000.0,0.0,-5258000.0,112000.0,-6232000.0
Restructuring And Mergern Acquisition,2200000.0,1800000.0,15322000.0,2231000.0,2796000.0
Net Non Operating Interest Income Expense,-12500000.0,-14100000.0,-13582000.0,-16660000.0,-18542000.0
Interest Expense Non Operating,14900000.0,15900000.0,17115000.0,19094000.0,19668000.0
Interest Income Non Operating,2400000.0,1800000.0,3533000.0,2434000.0,1126000.0
Operating Income,268000000.0,247800000.0,279623000.0,247524000.0,222462000.0
Operating Expense,377900000.0,380200000.0,361588000.0,362808000.0,356329000.0
Research And Development,28200000.0,26400000.0,27686000.0,27358000.0,27031000.0
Selling General And Administration,349700000.0,353800000.0,333902000.0,335450000.0,329298000.0
Gross Profit,645900000.0,628000000.0,641211000.0,610332000.0,578791000.0
Cost Of Revenue,814400000.0,763100000.0,839320000.0,760238000.0,750121000.0
Total Revenue,1460300000.0,1391100000.0,1480531000.0,1370570000.0,1328912000.0
Operating Revenue,1460300000.0,1391100000.0,1480531000.0,1370570000.0,1328912000.0
