,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,805000000.0,308000000.0,438000000.0,689000000.0,784000000.0,,
Repurchase Of Capital Stock,-394000000.0,-338000000.0,-443000000.0,-553000000.0,-433000000.0,,
Repayment Of Debt,-1350000000.0,,,3000000.0,0.0,-3000000.0,0.0
Issuance Of Debt,,,0.0,,,,21000000.0
Capital Expenditure,-133000000.0,-178000000.0,-149000000.0,-216000000.0,-167000000.0,,
Interest Paid Supplemental Data,88000000.0,69000000.0,68000000.0,69000000.0,67000000.0,,
Income Tax Paid Supplemental Data,107000000.0,428000000.0,47000000.0,235000000.0,176000000.0,,
End Cash Position,2084000000.0,1435000000.0,1721000000.0,1987000000.0,1714000000.0,,
Beginning Cash Position,1435000000.0,1721000000.0,1987000000.0,1714000000.0,1574000000.0,,
Effect Of Exchange Rate Changes,5000000.0,39000000.0,-1000000.0,-13000000.0,-5000000.0,,
Changes In Cash,644000000.0,-325000000.0,-265000000.0,286000000.0,145000000.0,,
Financing Cash Flow,-134000000.0,-564000000.0,-677000000.0,-745000000.0,-628000000.0,,
Cash Flow From Continuing Financing Activities,-135000000.0,-563000000.0,-677000000.0,-745000000.0,-628000000.0,,
Net Other Financing Charges,-28000000.0,0.0,-1000000.0,10000000.0,-10000000.0,,
Proceeds From Stock Option Exercised,,-3000000.0,-9000000.0,,,-4000000.0,-8000000.0
Cash Dividends Paid,-222000000.0,-223000000.0,-224000000.0,-194000000.0,-197000000.0,,
Common Stock Dividend Paid,-222000000.0,-223000000.0,-224000000.0,-194000000.0,-197000000.0,,
Net Common Stock Issuance,-394000000.0,-338000000.0,-443000000.0,-553000000.0,-433000000.0,,
Common Stock Payments,-394000000.0,-338000000.0,-443000000.0,-553000000.0,-433000000.0,,
Net Issuance Payments Of Debt,498000000.0,0.0,0.0,0.0,0.0,,
Net Short Term Debt Issuance,0.0,0.0,0.0,0.0,0.0,,
Short Term Debt Payments,0.0,,,,0.0,,
Short Term Debt Issuance,,,0.0,,,,21000000.0
Net Long Term Debt Issuance,,,,0.0,0.0,0.0,0.0
Long Term Debt Payments,,,,0.0,0.0,0.0,0.0
Investing Cash Flow,-160000000.0,-247000000.0,-175000000.0,126000000.0,-178000000.0,,
Cash Flow From Continuing Investing Activities,-160000000.0,-247000000.0,-175000000.0,126000000.0,-178000000.0,,
Net Other Investing Changes,5000000.0,-3000000.0,1000000.0,-1000000.0,0.0,,
Net Investment Purchase And Sale,-32000000.0,-52000000.0,-27000000.0,50000000.0,-11000000.0,,
Sale Of Investment,,,,51000000.0,-10000000.0,11000000.0,10000000.0
Purchase Of Investment,-32000000.0,-52000000.0,-27000000.0,-1000000.0,-1000000.0,,
Net Business Purchase And Sale,0.0,,,293000000.0,0.0,-8000000.0,0.0
Sale Of Business,,,,293000000.0,0.0,,
Purchase Of Business,0.0,,,0.0,0.0,-8000000.0,0.0
Capital Expenditure Reported,-133000000.0,-178000000.0,-149000000.0,-216000000.0,-167000000.0,,
Operating Cash Flow,938000000.0,486000000.0,587000000.0,905000000.0,951000000.0,,
Cash Flow From Continuing Operating Activities,938000000.0,486000000.0,587000000.0,905000000.0,951000000.0,,
Change In Working Capital,54000000.0,-415000000.0,-217000000.0,309000000.0,130000000.0,,
Change In Other Working Capital,54000000.0,-151000000.0,123000000.0,-7000000.0,20000000.0,,
Change In Other Current Liabilities,101000000.0,36000000.0,-140000000.0,78000000.0,124000000.0,,
Change In Other Current Assets,-13000000.0,-112000000.0,-50000000.0,66000000.0,21000000.0,,
Change In Payables And Accrued Expense,-54000000.0,36000000.0,-12000000.0,26000000.0,-15000000.0,,
Change In Payable,-54000000.0,36000000.0,-12000000.0,26000000.0,-15000000.0,,
Change In Account Payable,-54000000.0,36000000.0,-12000000.0,26000000.0,-15000000.0,,
Change In Inventory,-44000000.0,-83000000.0,-85000000.0,73000000.0,2000000.0,,
Change In Receivables,10000000.0,-141000000.0,-53000000.0,73000000.0,-22000000.0,,
Changes In Account Receivables,10000000.0,-141000000.0,-53000000.0,73000000.0,-22000000.0,,
Other Non Cash Items,-4000000.0,-3000000.0,-2000000.0,-17000000.0,0.0,,
Stock Based Compensation,22000000.0,22000000.0,17000000.0,19000000.0,18000000.0,,
Provisionand Write Offof Assets,20000000.0,14000000.0,18000000.0,26000000.0,29000000.0,,
Asset Impairment Charge,6000000.0,31000000.0,2000000.0,15000000.0,3000000.0,,
Deferred Tax,-16000000.0,-7000000.0,19000000.0,-152000000.0,-42000000.0,,
Deferred Income Tax,-16000000.0,-7000000.0,19000000.0,-152000000.0,-42000000.0,,
Depreciation Amortization Depletion,124000000.0,123000000.0,119000000.0,123000000.0,121000000.0,,
Depreciation And Amortization,124000000.0,123000000.0,119000000.0,123000000.0,121000000.0,,
Operating Gains Losses,11000000.0,,,1000000.0,0.0,,
Gain Loss On Sale Of Business,,,,23000000.0,-22000000.0,,
Net Income From Continuing Operations,721000000.0,718000000.0,631000000.0,581000000.0,692000000.0,,
