,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.22,0.22,0.23,0.228134,0.23
Normalized EBITDA,297900000.0,294500000.0,287600000.0,275700000.0,288800000.0
Net Income From Continuing Operation Net Minority Interest,212800000.0,207400000.0,199300000.0,191500000.0,201300000.0
Reconciled Depreciation,7300000.0,8300000.0,8900000.0,8800000.0,9000000.0
Reconciled Cost Of Revenue,48800000.0,49100000.0,49400000.0,48400000.0,46800000.0
EBITDA,297900000.0,294500000.0,287600000.0,275700000.0,288800000.0
EBIT,290600000.0,286200000.0,278700000.0,266900000.0,279800000.0
Net Interest Income,-12200000.0,-12900000.0,-12400000.0,-11800000.0,-10200000.0
Interest Expense,18900000.0,18900000.0,20300000.0,18800000.0,18900000.0
Interest Income,6700000.0,6000000.0,7900000.0,7000000.0,8700000.0
Normalized Income,212800000.0,207400000.0,199300000.0,191500000.0,201300000.0
Net Income From Continuing And Discontinued Operation,212800000.0,207400000.0,199300000.0,191500000.0,201300000.0
Total Expenses,134800000.0,129200000.0,131100000.0,131600000.0,121300000.0
Total Operating Income As Reported,284300000.0,280700000.0,271200000.0,263800000.0,269300000.0
Diluted Average Shares,93600000.0,94000000.0,94800000.0,95700000.0,97300000.0
Basic Average Shares,93300000.0,93800000.0,94600000.0,95600000.0,97300000.0
Diluted EPS,2.27,2.21,2.1,2.0,2.07
Basic EPS,2.28,2.21,2.11,2.0,2.07
Diluted NI Availto Com Stockholders,212800000.0,207400000.0,199300000.0,191500000.0,201300000.0
Net Income Common Stockholders,212800000.0,207400000.0,199300000.0,191500000.0,201300000.0
Net Income,212800000.0,207400000.0,199300000.0,191500000.0,201300000.0
Net Income Including Noncontrolling Interests,212800000.0,207400000.0,199300000.0,191500000.0,201300000.0
Net Income Continuous Operations,212800000.0,207400000.0,199300000.0,191500000.0,201300000.0
Tax Provision,58900000.0,59900000.0,59100000.0,56600000.0,59600000.0
Pretax Income,271700000.0,267300000.0,258400000.0,248100000.0,260900000.0
Other Income Expense,-400000.0,-500000.0,-400000.0,-3900000.0,1800000.0
Other Non Operating Income Expenses,-400000.0,-500000.0,-400000.0,-3900000.0,1800000.0
Net Non Operating Interest Income Expense,-12200000.0,-12900000.0,-12400000.0,-11800000.0,-10200000.0
Interest Expense Non Operating,18900000.0,18900000.0,20300000.0,18800000.0,18900000.0
Interest Income Non Operating,6700000.0,6000000.0,7900000.0,7000000.0,8700000.0
Operating Income,284300000.0,280700000.0,271200000.0,263800000.0,269300000.0
Operating Expense,86000000.0,80100000.0,81700000.0,83200000.0,74500000.0
Research And Development,25400000.0,25700000.0,26000000.0,24900000.0,23200000.0
Selling General And Administration,60600000.0,54400000.0,55700000.0,58300000.0,51300000.0
Gross Profit,370300000.0,360800000.0,352900000.0,347000000.0,343800000.0
Cost Of Revenue,48800000.0,49100000.0,49400000.0,48400000.0,46800000.0
Total Revenue,419100000.0,409900000.0,402300000.0,395400000.0,390600000.0
Operating Revenue,419100000.0,409900000.0,402300000.0,395400000.0,390600000.0
