,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-351409.978308,43874600.0,26886200.0,-74292542.016807,27848400.0
Tax Rate For Calcs,0.292842,0.259,0.202,0.177521,0.276
Normalized EBITDA,936800000.0,722700000.0,474900000.0,951000000.0,361800000.0
Total Unusual Items,-1200000.0,169400000.0,133100000.0,-418500000.0,100900000.0
Total Unusual Items Excluding Goodwill,-1200000.0,169400000.0,133100000.0,-418500000.0,100900000.0
Net Income From Continuing Operation Net Minority Interest,411400000.0,410700000.0,238100000.0,169000000.0,122200000.0
Reconciled Depreciation,277000000.0,261700000.0,243000000.0,282100000.0,237900000.0
Reconciled Cost Of Revenue,2899800000.0,2487100000.0,2132500000.0,2514000000.0,2394100000.0
EBITDA,935600000.0,892100000.0,608000000.0,532500000.0,462700000.0
EBIT,658600000.0,630400000.0,365000000.0,250400000.0,224800000.0
Net Interest Income,-45600000.0,-53000000.0,-40700000.0,-46700000.0,-41700000.0
Interest Expense,59300000.0,66100000.0,52200000.0,60000000.0,50600000.0
Interest Income,13700000.0,13100000.0,11500000.0,13300000.0,8900000.0
Normalized Income,412248590.021692,285174600.0,131886200.0,513207457.983193,49148400.0
Net Income From Continuing And Discontinued Operation,411400000.0,410700000.0,238100000.0,169000000.0,122200000.0
Total Expenses,3112300000.0,2761300000.0,2282400000.0,2716000000.0,2695500000.0
Total Operating Income As Reported,339800000.0,244400000.0,338500000.0,99900000.0,115400000.0
Diluted Average Shares,319400000.0,319000000.0,318200000.0,318500000.0,319400000.0
Basic Average Shares,317407176.0,317288326.0,317000000.0,317400000.0,318400000.0
Diluted EPS,1.29,1.29,0.75,0.53,0.38
Basic EPS,1.296127,1.294406,0.75,0.53,0.38
Diluted NI Availto Com Stockholders,411400000.0,410700000.0,238100000.0,169000000.0,122200000.0
Net Income Common Stockholders,411400000.0,410700000.0,238100000.0,169000000.0,122200000.0
Net Income,411400000.0,410700000.0,238100000.0,169000000.0,122200000.0
Minority Interests,-12700000.0,-9000000.0,-11900000.0,3300000.0,-8500000.0
Net Income Including Noncontrolling Interests,424100000.0,419700000.0,250000000.0,165700000.0,130700000.0
Net Income Continuous Operations,424100000.0,419700000.0,250000000.0,165700000.0,130700000.0
Earnings From Equity Interest Net Of Tax,300000.0,1400000.0,500000.0,9100000.0,4500000.0
Tax Provision,175500000.0,146000000.0,63300000.0,33800000.0,48000000.0
Pretax Income,599300000.0,564300000.0,312800000.0,190400000.0,174200000.0
Other Income Expense,305100000.0,372900000.0,15000000.0,137200000.0,100500000.0
Other Non Operating Income Expenses,306300000.0,203500000.0,-118100000.0,33500000.0,-400000.0
Gain On Sale Of Security,-1200000.0,169400000.0,133100000.0,-418500000.0,100900000.0
Net Non Operating Interest Income Expense,-45600000.0,-53000000.0,-40700000.0,-46700000.0,-41700000.0
Interest Expense Non Operating,59300000.0,66100000.0,52200000.0,60000000.0,50600000.0
Interest Income Non Operating,13700000.0,13100000.0,11500000.0,13300000.0,8900000.0
Operating Income,339800000.0,244400000.0,338500000.0,99900000.0,115400000.0
Operating Expense,212500000.0,274200000.0,149900000.0,202000000.0,301400000.0
Other Operating Expenses,87000000.0,107000000.0,27300000.0,88500000.0,153200000.0
Selling General And Administration,125500000.0,167200000.0,122600000.0,113500000.0,148200000.0
Gross Profit,552300000.0,518600000.0,488400000.0,301900000.0,416800000.0
Cost Of Revenue,2899800000.0,2487100000.0,2132500000.0,2514000000.0,2394100000.0
Total Revenue,3452100000.0,3005700000.0,2620900000.0,2815900000.0,2810900000.0
Operating Revenue,3452100000.0,3005700000.0,2620900000.0,2815900000.0,2810900000.0
