,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-03-31
Tax Effect Of Unusual Items,0.0,-110663501.683502,0.0,-12130100.0,0.0,
Tax Rate For Calcs,0.138,0.129461,0.149,0.101,0.173,
Normalized EBITDA,383100000.0,337100000.0,307500000.0,545400000.0,311300000.0,
Total Unusual Items,,-854800000.0,0.0,-120100000.0,,0.0
Total Unusual Items Excluding Goodwill,,-854800000.0,0.0,-120100000.0,,0.0
Net Income From Continuing Operation Net Minority Interest,274800000.0,-517100000.0,203300000.0,310400000.0,186600000.0,
Reconciled Depreciation,51600000.0,61500000.0,53000000.0,55500000.0,54900000.0,
Reconciled Cost Of Revenue,404100000.0,408100000.0,378800000.0,562300000.0,372600000.0,
EBITDA,383100000.0,-517700000.0,307500000.0,425300000.0,311300000.0,
EBIT,331500000.0,-579200000.0,254500000.0,369800000.0,256400000.0,
Net Interest Income,-12800000.0,-14800000.0,-15400000.0,-24500000.0,-30700000.0,
Interest Expense,12800000.0,14800000.0,15400000.0,24500000.0,30700000.0,
Normalized Income,274800000.0,227036498.316498,203300000.0,418369900.0,186600000.0,
Net Income From Continuing And Discontinued Operation,274800000.0,-517100000.0,203300000.0,310400000.0,186600000.0,
Total Expenses,1376400000.0,1451900000.0,1330900000.0,1702600000.0,1255500000.0,
Total Operating Income As Reported,328200000.0,-583500000.0,253700000.0,492800000.0,252000000.0,
Diluted Average Shares,215500000.0,207800000.0,213900000.0,224900000.0,235900000.0,
Basic Average Shares,207600000.0,207800000.0,207300000.0,219900000.0,231500000.0,
Diluted EPS,1.28,-2.49,0.95,1.38,0.79,
Basic EPS,1.32,-2.49,0.98,1.41,0.81,
Diluted NI Availto Com Stockholders,274800000.0,-517100000.0,203300000.0,310400000.0,186600000.0,
Net Income Common Stockholders,274800000.0,-517100000.0,203300000.0,310400000.0,186600000.0,
Net Income,274800000.0,-517100000.0,203300000.0,310400000.0,186600000.0,
Net Income Including Noncontrolling Interests,274800000.0,-517100000.0,203300000.0,310400000.0,186600000.0,
Net Income Continuous Operations,274800000.0,-517100000.0,203300000.0,310400000.0,186600000.0,
Tax Provision,43900000.0,-76900000.0,35800000.0,34900000.0,39100000.0,
Pretax Income,318700000.0,-594000000.0,239100000.0,345300000.0,225700000.0,
Other Income Expense,3300000.0,-850500000.0,800000.0,-123000000.0,4400000.0,
Other Non Operating Income Expenses,3300000.0,4300000.0,800000.0,-2900000.0,4400000.0,
Special Income Charges,,-854800000.0,0.0,-120100000.0,,0.0
Other Special Charges,,0.0,,120100000.0,,
Net Non Operating Interest Income Expense,-12800000.0,-14800000.0,-15400000.0,-24500000.0,-30700000.0,
Interest Expense Non Operating,12800000.0,14800000.0,15400000.0,24500000.0,30700000.0,
Operating Income,328200000.0,271300000.0,253700000.0,492800000.0,252000000.0,
Operating Expense,972300000.0,1043800000.0,952100000.0,1140300000.0,882900000.0,
Selling General And Administration,972300000.0,1043800000.0,952100000.0,1140300000.0,882900000.0,
Gross Profit,1300500000.0,1315100000.0,1205800000.0,1633100000.0,1134900000.0,
Cost Of Revenue,404100000.0,408100000.0,378800000.0,562300000.0,372600000.0,
Total Revenue,1704600000.0,1723200000.0,1584600000.0,2195400000.0,1507500000.0,
Operating Revenue,1704600000.0,1723200000.0,1584600000.0,2195400000.0,1507500000.0,
