,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.247601,0.1881,0.301,0.269151,0.21,,
Normalized EBITDA,630000000.0,591000000.0,453000000.0,622000000.0,411000000.0,,
Net Income From Continuing Operation Net Minority Interest,374000000.0,393000000.0,243000000.0,337000000.0,540000000.0,,
Reconciled Depreciation,44000000.0,44000000.0,42000000.0,48000000.0,48000000.0,,
Reconciled Cost Of Revenue,2557000000.0,2506000000.0,2349000000.0,2603000000.0,2470000000.0,,
EBITDA,630000000.0,591000000.0,453000000.0,622000000.0,411000000.0,,
EBIT,586000000.0,547000000.0,411000000.0,574000000.0,363000000.0,,
Net Interest Income,-61000000.0,-26000000.0,-45000000.0,-48000000.0,150000000.0,,
Normalized Income,374000000.0,393000000.0,243000000.0,337000000.0,540000000.0,,
Net Income From Continuing And Discontinued Operation,374000000.0,393000000.0,243000000.0,337000000.0,540000000.0,,
Total Expenses,3104000000.0,3048000000.0,2939000000.0,3101000000.0,3185000000.0,,
Total Operating Income As Reported,586000000.0,547000000.0,411000000.0,531000000.0,363000000.0,,
Diluted Average Shares,392800000.0,395800000.0,399100000.0,401300000.0,402700000.0,,
Basic Average Shares,391000000.0,393700000.0,396600000.0,398700000.0,400200000.0,,
Diluted EPS,0.95,0.99,0.61,0.84,1.34,,
Basic EPS,0.96,1.0,0.61,0.85,1.35,,
Diluted NI Availto Com Stockholders,374000000.0,393000000.0,243000000.0,337000000.0,540000000.0,,
Net Income Common Stockholders,374000000.0,393000000.0,243000000.0,337000000.0,540000000.0,,
Otherunder Preferred Stock Dividend,,,,,,0.0,0.0
Net Income,374000000.0,393000000.0,243000000.0,337000000.0,540000000.0,,
Minority Interests,-18000000.0,-30000000.0,-13000000.0,-16000000.0,-17000000.0,,
Net Income Including Noncontrolling Interests,392000000.0,423000000.0,256000000.0,353000000.0,557000000.0,,
Net Income Continuous Operations,392000000.0,423000000.0,256000000.0,353000000.0,557000000.0,,
Tax Provision,129000000.0,98000000.0,110000000.0,130000000.0,-45000000.0,,
Pretax Income,521000000.0,521000000.0,366000000.0,483000000.0,512000000.0,,
Other Income Expense,-4000000.0,,,,-1000000.0,1000000.0,
Other Non Operating Income Expenses,-4000000.0,,,,-1000000.0,1000000.0,
Net Non Operating Interest Income Expense,-61000000.0,-26000000.0,-45000000.0,-48000000.0,150000000.0,,
Total Other Finance Cost,61000000.0,26000000.0,45000000.0,48000000.0,-150000000.0,,
Operating Income,586000000.0,547000000.0,411000000.0,574000000.0,363000000.0,,
Operating Expense,547000000.0,542000000.0,590000000.0,498000000.0,715000000.0,,
Other Operating Expenses,7000000.0,5000000.0,89000000.0,9000000.0,220000000.0,,
Research And Development,36000000.0,38000000.0,37000000.0,37000000.0,40000000.0,,
Selling General And Administration,504000000.0,499000000.0,464000000.0,452000000.0,455000000.0,,
Gross Profit,1133000000.0,1089000000.0,1001000000.0,1072000000.0,1078000000.0,,
Cost Of Revenue,2557000000.0,2506000000.0,2349000000.0,2603000000.0,2470000000.0,,
Total Revenue,3690000000.0,3595000000.0,3350000000.0,3675000000.0,3548000000.0,,
Operating Revenue,3690000000.0,3595000000.0,3350000000.0,3675000000.0,3548000000.0,,
