,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,-2365000.0,-6003000.0,17356.614039,-27183000.0,,
Tax Rate For Calcs,0.226,0.215,0.207,0.115711,0.221,,
Normalized EBITDA,1288000000.0,1325000000.0,733000000.0,800421000.0,927000000.0,,
Total Unusual Items,0.0,-11000000.0,-29000000.0,150000.0,-123000000.0,,
Total Unusual Items Excluding Goodwill,0.0,-11000000.0,-29000000.0,150000.0,-123000000.0,,
Net Income From Continuing Operation Net Minority Interest,607000000.0,603000000.0,156000000.0,287032000.0,250000000.0,,
Reconciled Depreciation,367000000.0,366000000.0,368000000.0,358063000.0,350000000.0,,
Reconciled Cost Of Revenue,7333000000.0,7233000000.0,7225000000.0,6448754000.0,6686000000.0,,
EBITDA,1288000000.0,1314000000.0,704000000.0,800571000.0,804000000.0,,
EBIT,921000000.0,948000000.0,336000000.0,442508000.0,454000000.0,,
Net Interest Income,-15000000.0,-19000000.0,-14000000.0,-2811000.0,-7000000.0,,
Interest Expense,38000000.0,49000000.0,51000000.0,52285000.0,65000000.0,,
Interest Income,23000000.0,30000000.0,37000000.0,49474000.0,58000000.0,,
Normalized Income,607000000.0,611635000.0,178997000.0,286899356.614039,345817000.0,,
Net Income From Continuing And Discontinued Operation,607000000.0,603000000.0,156000000.0,287032000.0,250000000.0,,
Total Expenses,7633000000.0,7537000000.0,7506000000.0,6688622000.0,6930000000.0,,
Diluted Average Shares,230200000.0,230800000.0,232900000.0,234300000.0,236800000.0,,
Basic Average Shares,229900000.0,230600000.0,232700000.0,234000000.0,236500000.0,,
Diluted EPS,2.63,2.6,0.67,1.22,1.05,,
Basic EPS,2.63,2.6,0.67,1.22,1.05,,
Diluted NI Availto Com Stockholders,605000000.0,600000000.0,156000000.0,294578000.0,249000000.0,,
Average Dilution Earnings,,,,,0.0,5000.0,8000.0
Net Income Common Stockholders,605000000.0,600000000.0,156000000.0,294588000.0,249000000.0,,
Otherunder Preferred Stock Dividend,2000000.0,3000000.0,0.0,,1000000.0,3000000.0,
Net Income,607000000.0,603000000.0,156000000.0,287032000.0,250000000.0,,
Minority Interests,-76000000.0,-103000000.0,-70000000.0,-58038000.0,-53000000.0,,
Net Income Including Noncontrolling Interests,683000000.0,706000000.0,226000000.0,345070000.0,303000000.0,,
Net Income Continuous Operations,683000000.0,706000000.0,226000000.0,345070000.0,303000000.0,,
Tax Provision,200000000.0,193000000.0,59000000.0,45153000.0,86000000.0,,
Pretax Income,883000000.0,899000000.0,285000000.0,390223000.0,389000000.0,,
Other Income Expense,10000000.0,-1000000.0,-25000000.0,6071000.0,-118000000.0,,
Special Income Charges,0.0,-11000000.0,-29000000.0,150000.0,-123000000.0,,
Write Off,0.0,11000000.0,29000000.0,-150000.0,123000000.0,,
Earnings From Equity Interest,10000000.0,10000000.0,4000000.0,5921000.0,5000000.0,,
Net Non Operating Interest Income Expense,-15000000.0,-19000000.0,-14000000.0,-2811000.0,-7000000.0,,
Interest Expense Non Operating,38000000.0,49000000.0,51000000.0,52285000.0,65000000.0,,
Interest Income Non Operating,23000000.0,30000000.0,37000000.0,49474000.0,58000000.0,,
Operating Income,888000000.0,919000000.0,324000000.0,386963000.0,514000000.0,,
Operating Expense,300000000.0,304000000.0,281000000.0,239868000.0,244000000.0,,
Selling General And Administration,300000000.0,304000000.0,281000000.0,239868000.0,244000000.0,,
Gross Profit,1188000000.0,1223000000.0,605000000.0,626831000.0,758000000.0,,
Cost Of Revenue,7333000000.0,7233000000.0,7225000000.0,6448754000.0,6686000000.0,,
Total Revenue,8521000000.0,8456000000.0,7830000000.0,7075585000.0,7444000000.0,,
Operating Revenue,8521000000.0,8456000000.0,7830000000.0,7075585000.0,7444000000.0,,
