,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,277535696.0,277964501.0,278517186.0,279071854.0,280000000.0,,
Share Issued,277535696.0,277964501.0,278517186.0,279071854.0,280000000.0,,
Net Debt,10509000000.0,10712000000.0,10750000000.0,10650000000.0,10736000000.0,,
Total Debt,11554000000.0,11389000000.0,11357000000.0,12286000000.0,11193000000.0,,
Tangible Book Value,-8746000000.0,-8926000000.0,-8968000000.0,-8800000000.0,-8825000000.0,,
Invested Capital,4049000000.0,3709000000.0,3553000000.0,3618000000.0,3519000000.0,,
Working Capital,903000000.0,-403000000.0,496000000.0,602000000.0,439000000.0,,
Net Tangible Assets,-8746000000.0,-8926000000.0,-8968000000.0,-8800000000.0,-8825000000.0,,
Capital Lease Obligations,,,,1020000000.0,,,
Common Stock Equity,-7505000000.0,-7680000000.0,-7804000000.0,-7648000000.0,-7674000000.0,,
Total Capitalization,4001000000.0,2738000000.0,3523000000.0,3599000000.0,3495000000.0,,
Total Equity Gross Minority Interest,-7505000000.0,-7680000000.0,-7804000000.0,-7648000000.0,-7674000000.0,,
Stockholders Equity,-7505000000.0,-7680000000.0,-7804000000.0,-7648000000.0,-7674000000.0,,
Other Equity Interest,,,1000000.0,,,,
Gains Losses Not Affecting Retained Earnings,-322000000.0,-319000000.0,-371000000.0,-392000000.0,-285000000.0,,
Other Equity Adjustments,-322000000.0,-319000000.0,-371000000.0,-392000000.0,-285000000.0,,
Retained Earnings,-7183000000.0,-7361000000.0,-7434000000.0,-7256000000.0,-7389000000.0,,
Capital Stock,0.0,0.0,0.0,0.0,0.0,,
Common Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,14698000000.0,14597000000.0,14463000000.0,14375000000.0,14135000000.0,,
Total Non Current Liabilities Net Minority Interest,13397000000.0,12368000000.0,13232000000.0,13106000000.0,12949000000.0,,
Other Non Current Liabilities,1891000000.0,1950000000.0,1905000000.0,938000000.0,1780000000.0,,
Long Term Debt And Capital Lease Obligation,11506000000.0,10418000000.0,11327000000.0,12168000000.0,11169000000.0,,
Long Term Capital Lease Obligation,,,,921000000.0,,,
Long Term Debt,11506000000.0,10418000000.0,11327000000.0,11247000000.0,11169000000.0,,
Current Liabilities,1301000000.0,2229000000.0,1231000000.0,1269000000.0,1186000000.0,,
Other Current Liabilities,,1000000.0,1000000.0,419000000.0,,,
Current Debt And Capital Lease Obligation,48000000.0,971000000.0,30000000.0,118000000.0,24000000.0,,
Current Capital Lease Obligation,,,,99000000.0,,,
Current Debt,48000000.0,971000000.0,30000000.0,19000000.0,24000000.0,,
Other Current Borrowings,,,,19000000.0,,,
Pensionand Other Post Retirement Benefit Plans Current,,,,242000000.0,,,
Payables And Accrued Expenses,1253000000.0,1257000000.0,1200000000.0,490000000.0,1162000000.0,,
Current Accrued Expenses,,,,210000000.0,,,
Interest Payable,,,,84000000.0,,,
Payables,1253000000.0,1257000000.0,1200000000.0,280000000.0,1162000000.0,,
Total Tax Payable,36000000.0,34000000.0,21000000.0,31000000.0,24000000.0,,
Income Tax Payable,36000000.0,34000000.0,21000000.0,31000000.0,24000000.0,,
Accounts Payable,1217000000.0,1223000000.0,1179000000.0,249000000.0,1138000000.0,,
Total Assets,7193000000.0,6917000000.0,6659000000.0,6727000000.0,6461000000.0,,
Total Non Current Assets,4989000000.0,5090000000.0,4933000000.0,4856000000.0,4836000000.0,,
Other Non Current Assets,473000000.0,454000000.0,477000000.0,448000000.0,462000000.0,,
Non Current Deferred Assets,898000000.0,1061000000.0,1065000000.0,1071000000.0,1033000000.0,,
Non Current Deferred Taxes Assets,898000000.0,1061000000.0,1065000000.0,1071000000.0,1033000000.0,,
Investments And Advances,,,,0.0,0.0,0.0,0.0
Long Term Equity Investment,,,,0.0,0.0,0.0,0.0
Investments In Other Ventures Under Equity Method,,,,0.0,0.0,0.0,0.0
Goodwill And Other Intangible Assets,1241000000.0,1246000000.0,1164000000.0,1152000000.0,1151000000.0,,
Other Intangible Assets,462000000.0,454000000.0,418000000.0,416000000.0,416000000.0,,
Goodwill,779000000.0,792000000.0,746000000.0,736000000.0,735000000.0,,
Net PPE,2377000000.0,2329000000.0,2227000000.0,2185000000.0,2190000000.0,,
Accumulated Depreciation,-1487000000.0,-1456000000.0,-1419000000.0,-1384000000.0,-1394000000.0,,
Gross PPE,3864000000.0,3785000000.0,3646000000.0,3569000000.0,3584000000.0,,
Other Properties,3864000000.0,3785000000.0,3646000000.0,881000000.0,3584000000.0,,
Machinery Furniture Equipment,,,,714000000.0,,,
Buildings And Improvements,,,,1591000000.0,,,
Land And Improvements,,,,383000000.0,,,
Properties,,,,0.0,,,
Current Assets,2204000000.0,1826000000.0,1727000000.0,1871000000.0,1625000000.0,,
Other Current Assets,62000000.0,61000000.0,55000000.0,158000000.0,179000000.0,,
Assets Held For Sale Current,8000000.0,8000000.0,8000000.0,21000000.0,,,
Restricted Cash,132000000.0,119000000.0,141000000.0,155000000.0,135000000.0,,
Prepaid Assets,105000000.0,148000000.0,155000000.0,,,,
Receivables,852000000.0,813000000.0,761000000.0,830000000.0,763000000.0,,
Taxes Receivable,108000000.0,57000000.0,49000000.0,55000000.0,55000000.0,,
Accounts Receivable,744000000.0,756000000.0,712000000.0,775000000.0,708000000.0,,
Allowance For Doubtful Accounts Receivable,-74000000.0,-52000000.0,-74000000.0,-74000000.0,-54000000.0,,
Gross Accounts Receivable,818000000.0,808000000.0,786000000.0,849000000.0,762000000.0,,
Cash Cash Equivalents And Short Term Investments,1045000000.0,677000000.0,607000000.0,707000000.0,548000000.0,,
Other Short Term Investments,0.0,0.0,0.0,91000000.0,91000000.0,,
Cash And Cash Equivalents,1045000000.0,677000000.0,607000000.0,616000000.0,457000000.0,,
