,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-38656000.0,-9856000.0,0.0,-287636674.259681,-970000.0,,
Tax Rate For Calcs,0.032,0.308,0.21,0.301822,0.194,,
Normalized EBITDA,832000000.0,706000000.0,489000000.0,580000000.0,1281000000.0,,
Total Unusual Items,-1208000000.0,-32000000.0,,-953000000.0,-5000000.0,293000000.0,
Total Unusual Items Excluding Goodwill,-1208000000.0,-32000000.0,,-953000000.0,-5000000.0,293000000.0,
Net Income From Continuing Operation Net Minority Interest,-831000000.0,154000000.0,21000000.0,-608000000.0,624000000.0,,
Reconciled Depreciation,350000000.0,332000000.0,323000000.0,389000000.0,381000000.0,,
Reconciled Cost Of Revenue,6821000000.0,6871000000.0,7128000000.0,8747000000.0,7303000000.0,,
EBITDA,-376000000.0,674000000.0,489000000.0,-373000000.0,1276000000.0,,
EBIT,-726000000.0,342000000.0,166000000.0,-762000000.0,895000000.0,,
Net Interest Income,-109000000.0,-97000000.0,-77000000.0,-80000000.0,-82000000.0,,
Interest Expense,130000000.0,118000000.0,107000000.0,116000000.0,118000000.0,,
Interest Income,21000000.0,21000000.0,30000000.0,36000000.0,36000000.0,,
Normalized Income,338344000.0,176144000.0,21000000.0,57363325.740319,628030000.0,,
Net Income From Continuing And Discontinued Operation,-892000000.0,114000000.0,175000000.0,-598000000.0,571000000.0,,
Total Expenses,7256000000.0,7341000000.0,7563000000.0,9212000000.0,7734000000.0,,
Total Operating Income As Reported,-731000000.0,285000000.0,114000000.0,-659000000.0,865000000.0,,
Diluted Average Shares,322000000.0,322000000.0,324000000.0,,326000000.0,326000000.0,
Basic Average Shares,322000000.0,322000000.0,324000000.0,,325000000.0,325000000.0,
Diluted EPS,-2.77,0.34,0.54,,1.75,2.82,
Basic EPS,-2.77,0.34,0.54,,1.76,2.82,
Diluted NI Availto Com Stockholders,-893000000.0,114000000.0,173000000.0,-611000000.0,570000000.0,,
Net Income Common Stockholders,-893000000.0,114000000.0,173000000.0,-611000000.0,570000000.0,,
Otherunder Preferred Stock Dividend,1000000.0,,2000000.0,13000000.0,1000000.0,5000000.0,
Net Income,-892000000.0,114000000.0,175000000.0,-598000000.0,571000000.0,,
Minority Interests,-2000000.0,-1000000.0,-2000000.0,5000000.0,-2000000.0,,
Net Income Including Noncontrolling Interests,-890000000.0,115000000.0,177000000.0,-603000000.0,573000000.0,,
Net Income Discontinuous Operations,-61000000.0,-40000000.0,154000000.0,10000000.0,-53000000.0,,
Net Income Continuous Operations,-829000000.0,155000000.0,23000000.0,-613000000.0,626000000.0,,
Tax Provision,-27000000.0,69000000.0,36000000.0,-265000000.0,151000000.0,,
Pretax Income,-856000000.0,224000000.0,59000000.0,-878000000.0,777000000.0,,
Other Income Expense,-1218000000.0,4000000.0,22000000.0,-1083000000.0,-11000000.0,,
Other Non Operating Income Expenses,-2000000.0,29000000.0,21000000.0,21000000.0,14000000.0,,
Special Income Charges,-1208000000.0,-32000000.0,,-953000000.0,-5000000.0,293000000.0,
Gain On Sale Of Business,-6000000.0,0.0,,-9000000.0,0.0,293000000.0,
Write Off,230000000.0,,,,5000000.0,,
Impairment Of Capital Assets,972000000.0,32000000.0,,,,0.0,0.0
Earnings From Equity Interest,-8000000.0,7000000.0,1000000.0,-151000000.0,-20000000.0,,
Net Non Operating Interest Income Expense,-109000000.0,-97000000.0,-77000000.0,-80000000.0,-82000000.0,,
Interest Expense Non Operating,130000000.0,118000000.0,107000000.0,116000000.0,118000000.0,,
Interest Income Non Operating,21000000.0,21000000.0,30000000.0,36000000.0,36000000.0,,
Operating Income,471000000.0,317000000.0,114000000.0,285000000.0,870000000.0,,
Operating Expense,435000000.0,470000000.0,435000000.0,465000000.0,431000000.0,,
Research And Development,34000000.0,35000000.0,34000000.0,39000000.0,31000000.0,,
Selling General And Administration,401000000.0,435000000.0,401000000.0,426000000.0,400000000.0,,
Gross Profit,906000000.0,787000000.0,549000000.0,750000000.0,1301000000.0,,
Cost Of Revenue,6821000000.0,6871000000.0,7128000000.0,8747000000.0,7303000000.0,,
Total Revenue,7727000000.0,7658000000.0,7677000000.0,9497000000.0,8604000000.0,,
Operating Revenue,7608000000.0,7511000000.0,7546000000.0,10030000000.0,8444000000.0,,
