,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,579400000.0,208900000.0,96800000.0,176800000.0,88300000.0
Repurchase Of Capital Stock,,,,0.0,-750000000.0
Repayment Of Debt,,,,0.0,
Issuance Of Debt,,,,0.0,0.0
Issuance Of Capital Stock,13900000.0,0.0,14200000.0,0.0,14800000.0
Capital Expenditure,-80500000.0,-94100000.0,-87000000.0,-124600000.0,-111200000.0
End Cash Position,1836900000.0,1160300000.0,906100000.0,607300000.0,622400000.0
Beginning Cash Position,1160300000.0,906100000.0,607300000.0,622400000.0,940500000.0
Effect Of Exchange Rate Changes,-1100000.0,16500000.0,2300000.0,-11200000.0,8600000.0
Changes In Cash,677700000.0,237700000.0,296500000.0,-3900000.0,-326700000.0
Financing Cash Flow,-175000000.0,-1700000.0,12500000.0,-1600000.0,-736500000.0
Cash Flow From Continuing Financing Activities,-175000000.0,-1700000.0,12500000.0,-1600000.0,-736500000.0
Net Other Financing Charges,-1700000.0,-1700000.0,-1700000.0,-1600000.0,-1300000.0
Net Common Stock Issuance,-173300000.0,0.0,14200000.0,0.0,-735200000.0
Common Stock Payments,,,,0.0,-750000000.0
Common Stock Issuance,13900000.0,0.0,14200000.0,0.0,14800000.0
Net Issuance Payments Of Debt,,,,0.0,0.0
Net Long Term Debt Issuance,,,,0.0,0.0
Long Term Debt Payments,,,,0.0,
Long Term Debt Issuance,,,,0.0,0.0
Investing Cash Flow,192800000.0,-63600000.0,100200000.0,-303700000.0,210300000.0
Cash Flow From Continuing Investing Activities,192800000.0,-63600000.0,100200000.0,-303700000.0,210300000.0
Net Other Investing Changes,1000000.0,0.0,-500000.0,-10200000.0,-2200000.0
Net Investment Purchase And Sale,272300000.0,30500000.0,187700000.0,-168900000.0,323700000.0
Sale Of Investment,466200000.0,638700000.0,650200000.0,405200000.0,630600000.0
Purchase Of Investment,-193900000.0,-608200000.0,-462500000.0,-574100000.0,-306900000.0
Net PPE Purchase And Sale,-80500000.0,-94100000.0,-87000000.0,-124600000.0,-111200000.0
Purchase Of PPE,-80500000.0,-94100000.0,-87000000.0,-124600000.0,-111200000.0
Operating Cash Flow,659900000.0,303000000.0,183800000.0,301400000.0,199500000.0
Cash Flow From Continuing Operating Activities,659900000.0,303000000.0,183800000.0,301400000.0,199500000.0
Change In Working Capital,231600000.0,22400000.0,400000.0,6400000.0,15800000.0
Change In Other Working Capital,-9200000.0,-2400000.0,1800000.0,-11200000.0,1000000.0
Change In Payables And Accrued Expense,39000000.0,249900000.0,124800000.0,-15700000.0,40700000.0
Change In Accrued Expense,41300000.0,15900000.0,-600000.0,4300000.0,-9100000.0
Change In Payable,-2300000.0,234000000.0,125400000.0,-20000000.0,49800000.0
Change In Account Payable,-2300000.0,234000000.0,125400000.0,-20000000.0,49800000.0
Change In Prepaid Assets,-2400000.0,-22000000.0,16500000.0,8000000.0,31600000.0
Change In Inventory,-33600000.0,-18500000.0,6200000.0,32700000.0,-1900000.0
Change In Receivables,237800000.0,-184600000.0,-148900000.0,-7400000.0,-55600000.0
Changes In Account Receivables,237800000.0,-184600000.0,-148900000.0,-7400000.0,-55600000.0
Other Non Cash Items,-4100000.0,1400000.0,-10400000.0,17900000.0,-38000000.0
Stock Based Compensation,45100000.0,45300000.0,34200000.0,43300000.0,43400000.0
Deferred Tax,118000000.0,-8900000.0,-5800000.0,24300000.0,-11600000.0
Deferred Income Tax,118000000.0,-8900000.0,-5800000.0,24300000.0,-11600000.0
Depreciation Amortization Depletion,63600000.0,63000000.0,60000000.0,57800000.0,55300000.0
Depreciation And Amortization,63600000.0,63000000.0,60000000.0,57800000.0,55300000.0
Net Income From Continuing Operations,283800000.0,179800000.0,105400000.0,151700000.0,134600000.0
