,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.332656,0.39,0.37,0.21,0.31
Normalized EBITDA,11633000000.0,8830000000.0,10030000000.0,10349000000.0,10883000000.0
Net Income From Continuing Operation Net Minority Interest,3539000000.0,2490000000.0,3500000000.0,3239000000.0,4487000000.0
Reconciled Depreciation,5849000000.0,4409000000.0,4235000000.0,4091000000.0,4230000000.0
Reconciled Cost Of Revenue,33179000000.0,31202000000.0,32733000000.0,35121000000.0,34664000000.0
EBITDA,11633000000.0,8830000000.0,10030000000.0,10349000000.0,10883000000.0
EBIT,5784000000.0,4421000000.0,5795000000.0,6258000000.0,6653000000.0
Net Interest Income,-370000000.0,-274000000.0,-212000000.0,-199000000.0,-164000000.0
Interest Expense,370000000.0,274000000.0,212000000.0,199000000.0,164000000.0
Normalized Income,3539000000.0,2490000000.0,3500000000.0,3239000000.0,4487000000.0
Net Income From Continuing And Discontinued Operation,3539000000.0,2490000000.0,3500000000.0,3239000000.0,4487000000.0
Total Expenses,43872000000.0,40318000000.0,41804000000.0,45918000000.0,43967000000.0
Diluted Average Shares,1946035000.0,1724397000.0,1751441000.0,1777366000.0,1807030000.0
Basic Average Shares,1938922000.0,1719184000.0,1744628000.0,1770310000.0,1800336000.0
Diluted EPS,1.82,1.45,2.0,1.84,2.48
Basic EPS,1.83,1.45,2.01,1.85,2.49
Diluted NI Availto Com Stockholders,3539000000.0,2490000000.0,3500000000.0,3239000000.0,4487000000.0
Net Income Common Stockholders,3539000000.0,2490000000.0,3500000000.0,3239000000.0,4487000000.0
Net Income,3539000000.0,2490000000.0,3500000000.0,3239000000.0,4487000000.0
Minority Interests,-74000000.0,-25000000.0,-12000000.0,-20000000.0,-9000000.0
Net Income Including Noncontrolling Interests,3613000000.0,2515000000.0,3512000000.0,3259000000.0,4496000000.0
Net Income Continuous Operations,3613000000.0,2515000000.0,3512000000.0,3259000000.0,4496000000.0
Tax Provision,1801000000.0,1632000000.0,2071000000.0,2800000000.0,1993000000.0
Pretax Income,5414000000.0,4147000000.0,5583000000.0,6059000000.0,6489000000.0
Other Income Expense,1487000000.0,364000000.0,1498000000.0,3842000000.0,1694000000.0
Other Non Operating Income Expenses,506000000.0,-172000000.0,678000000.0,3154000000.0,433000000.0
Earnings From Equity Interest,981000000.0,536000000.0,820000000.0,688000000.0,1261000000.0
Net Non Operating Interest Income Expense,-370000000.0,-274000000.0,-212000000.0,-199000000.0,-164000000.0
Interest Expense Non Operating,370000000.0,274000000.0,212000000.0,199000000.0,164000000.0
Operating Income,4297000000.0,4057000000.0,4297000000.0,2416000000.0,4959000000.0
Operating Expense,10693000000.0,9116000000.0,9071000000.0,10797000000.0,9303000000.0
Other Operating Expenses,7822000000.0,6926000000.0,6595000000.0,8071000000.0,6849000000.0
Other Taxes,1347000000.0,1301000000.0,1255000000.0,1141000000.0,1263000000.0
Selling General And Administration,1524000000.0,889000000.0,1221000000.0,1585000000.0,1191000000.0
Gross Profit,14990000000.0,13173000000.0,13368000000.0,13213000000.0,14262000000.0
Cost Of Revenue,33179000000.0,31202000000.0,32733000000.0,35121000000.0,34664000000.0
Total Revenue,48169000000.0,44375000000.0,46101000000.0,48334000000.0,48926000000.0
Operating Revenue,48169000000.0,44375000000.0,46101000000.0,48334000000.0,48926000000.0
