,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.206,0.199,0.297,0.154489,0.212
Net Income From Continuing Operation Net Minority Interest,1122000000.0,685000000.0,-90000000.0,405000000.0,820000000.0
Reconciled Depreciation,33000000.0,46000000.0,47000000.0,15000000.0,39000000.0
EBIT,1426000000.0,869000000.0,-115000000.0,492000000.0,1053000000.0
Net Interest Income,-13000000.0,-14000000.0,-13000000.0,-13000000.0,-13000000.0
Interest Expense,13000000.0,14000000.0,13000000.0,13000000.0,13000000.0
Interest Income,296000000.0,284000000.0,277000000.0,278000000.0,255000000.0
Normalized Income,1122000000.0,685000000.0,-90000000.0,405000000.0,820000000.0
Net Income From Continuing And Discontinued Operation,1122000000.0,685000000.0,-90000000.0,405000000.0,820000000.0
Total Expenses,2313000000.0,2393000000.0,2694000000.0,2059000000.0,2280000000.0
Diluted Average Shares,157800000.0,157800000.0,156400000.0,158100000.0,157700000.0
Basic Average Shares,156100000.0,156300000.0,156400000.0,156370656.0,156200000.0
Diluted EPS,7.11,4.34,-0.57,2.56,5.2
Basic EPS,7.19,4.38,-0.57,2.59,5.25
Diluted NI Availto Com Stockholders,1122000000.0,685000000.0,-90000000.0,405000000.0,820000000.0
Net Income Common Stockholders,1122000000.0,685000000.0,-90000000.0,405000000.0,820000000.0
Net Income,1122000000.0,685000000.0,-90000000.0,405000000.0,820000000.0
Net Income Including Noncontrolling Interests,1122000000.0,685000000.0,-90000000.0,405000000.0,820000000.0
Net Income Continuous Operations,1122000000.0,685000000.0,-90000000.0,405000000.0,820000000.0
Tax Provision,291000000.0,170000000.0,-38000000.0,74000000.0,220000000.0
Pretax Income,1413000000.0,855000000.0,-128000000.0,479000000.0,1040000000.0
Other Income Expense,6000000.0,5000000.0,4000000.0,5000000.0,3000000.0
Net Non Operating Interest Income Expense,-13000000.0,-14000000.0,-13000000.0,-13000000.0,-13000000.0
Interest Expense Non Operating,13000000.0,14000000.0,13000000.0,13000000.0,13000000.0
Other Operating Expenses,6000000.0,10000000.0,11000000.0,13000000.0,6000000.0
Total Revenue,3726000000.0,3248000000.0,2566000000.0,2538000000.0,3320000000.0
Operating Revenue,3726000000.0,3248000000.0,2566000000.0,2538000000.0,3320000000.0
Loss Adjustment Expense,1540000000.0,1660000000.0,1968000000.0,1330000000.0,1578000000.0
Net Policyholder Benefits And Claims,1540000000.0,1660000000.0,1968000000.0,1330000000.0,1578000000.0
Policyholder Benefits Gross,1577000000.0,1703000000.0,2479000000.0,1355000000.0,1610000000.0
Policyholder Benefits Ceded,37000000.0,43000000.0,511000000.0,25000000.0,32000000.0
