,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,925800000.0,434300000.0,-297200000.0,1379100000.0,737400000.0,
Repurchase Of Capital Stock,0.0,0.0,0.0,0.0,0.0,
Repayment Of Debt,-1250000000.0,-2400000.0,0.0,-5400000.0,-30500000.0,
Issuance Of Debt,0.0,1749800000.0,1100000.0,0.0,5500000.0,
Issuance Of Capital Stock,17400000.0,15200000.0,27300000.0,17100000.0,28800000.0,
Capital Expenditure,-456000000.0,-567400000.0,-589200000.0,-692900000.0,-798200000.0,
Interest Paid Supplemental Data,195800000.0,98300000.0,195900000.0,98300000.0,196800000.0,
Income Tax Paid Supplemental Data,147500000.0,108900000.0,337800000.0,121400000.0,293400000.0,
End Cash Position,3219800000.0,4172600000.0,2671400000.0,3671400000.0,3286200000.0,
Beginning Cash Position,4172600000.0,2671400000.0,3671400000.0,3286200000.0,3179100000.0,
Effect Of Exchange Rate Changes,-11300000.0,39100000.0,18500000.0,-76800000.0,65700000.0,
Changes In Cash,-941500000.0,1462100000.0,-1018500000.0,462000000.0,41400000.0,
Financing Cash Flow,-1932800000.0,1056100000.0,-666500000.0,-754800000.0,-644500000.0,
Cash Flow From Continuing Financing Activities,-1932800000.0,1056100000.0,-666500000.0,-754800000.0,-644500000.0,
Net Other Financing Charges,-6900000.0,-13300000.0,-1900000.0,-74600000.0,-2300000.0,
Cash Dividends Paid,-693300000.0,-693200000.0,-693000000.0,-691900000.0,-646000000.0,
Common Stock Dividend Paid,-693300000.0,-693200000.0,-693000000.0,-691900000.0,-646000000.0,
Net Common Stock Issuance,17400000.0,15200000.0,27300000.0,17100000.0,28800000.0,
Common Stock Payments,0.0,0.0,0.0,0.0,0.0,
Common Stock Issuance,17400000.0,15200000.0,27300000.0,17100000.0,28800000.0,
Net Issuance Payments Of Debt,-1250000000.0,1747400000.0,1100000.0,-5400000.0,-25000000.0,
Net Short Term Debt Issuance,0.0,-1100000.0,1100000.0,-5400000.0,-25000000.0,
Short Term Debt Payments,0.0,-2400000.0,0.0,-5400000.0,-30500000.0,
Short Term Debt Issuance,0.0,1300000.0,1100000.0,0.0,5500000.0,
Net Long Term Debt Issuance,-1250000000.0,1748500000.0,0.0,0.0,0.0,
Long Term Debt Payments,-1250000000.0,0.0,0.0,0.0,0.0,
Long Term Debt Issuance,0.0,1748500000.0,,,0.0,0.0
Investing Cash Flow,-390500000.0,-595700000.0,-644000000.0,-855200000.0,-849700000.0,
Cash Flow From Continuing Investing Activities,-390500000.0,-595700000.0,-644000000.0,-855200000.0,-849700000.0,
Net Other Investing Changes,-14000000.0,-36500000.0,-5100000.0,-6500000.0,-15800000.0,
Net Investment Purchase And Sale,79500000.0,8200000.0,-49700000.0,21300000.0,-35700000.0,
Sale Of Investment,114900000.0,137000000.0,53400000.0,87600000.0,46200000.0,
Purchase Of Investment,-35400000.0,-128800000.0,-103100000.0,-66300000.0,-81900000.0,
Net Business Purchase And Sale,0.0,0.0,0.0,-177100000.0,,0.0
Purchase Of Business,0.0,0.0,0.0,-177100000.0,,0.0
Net PPE Purchase And Sale,-456000000.0,-567400000.0,-589200000.0,-692900000.0,-798200000.0,
Purchase Of PPE,-456000000.0,-567400000.0,-589200000.0,-692900000.0,-798200000.0,
Operating Cash Flow,1381800000.0,1001700000.0,292000000.0,2072000000.0,1535600000.0,
Cash Flow From Continuing Operating Activities,1381800000.0,1001700000.0,292000000.0,2072000000.0,1535600000.0,
Dividend Received Cfo,107900000.0,52700000.0,51900000.0,81900000.0,112800000.0,
Change In Working Capital,-267300000.0,-477200000.0,-966700000.0,216800000.0,-127200000.0,
Change In Other Working Capital,116500000.0,96400000.0,-439900000.0,442600000.0,93000000.0,
Change In Other Current Liabilities,-432700000.0,-309600000.0,-324200000.0,-510200000.0,-245200000.0,
Change In Payables And Accrued Expense,23000000.0,-4000000.0,10700000.0,335100000.0,-44900000.0,
Change In Payable,23000000.0,-4000000.0,10700000.0,335100000.0,-44900000.0,
Change In Account Payable,-30100000.0,-48300000.0,109200000.0,230200000.0,-33700000.0,
Change In Tax Payable,53100000.0,44300000.0,-98500000.0,104900000.0,-11200000.0,
Change In Income Tax Payable,53100000.0,44300000.0,-98500000.0,104900000.0,-11200000.0,
Change In Inventory,69200000.0,-196600000.0,-306100000.0,25100000.0,96200000.0,
Change In Receivables,-43300000.0,-63400000.0,92800000.0,-75800000.0,-26300000.0,
Changes In Account Receivables,-43300000.0,-63400000.0,92800000.0,-75800000.0,-26300000.0,
Other Non Cash Items,414800000.0,301300000.0,328300000.0,486700000.0,244000000.0,
Stock Based Compensation,74000000.0,66000000.0,77700000.0,100600000.0,71700000.0,
Deferred Tax,-138700000.0,60500000.0,2500000.0,-14900000.0,-30400000.0,
Deferred Income Tax,-138700000.0,60500000.0,2500000.0,-14900000.0,-30400000.0,
Depreciation Amortization Depletion,456000000.0,448000000.0,435300000.0,432200000.0,401400000.0,
Depreciation And Amortization,456000000.0,448000000.0,435300000.0,432200000.0,401400000.0,
Operating Gains Losses,601900000.0,-8000000.0,-21200000.0,-12200000.0,-46300000.0,
Earnings Losses From Equity Investments,-89800000.0,-68900000.0,-62400000.0,-53100000.0,-104900000.0,
Net Income From Continuing Operations,133200000.0,558400000.0,384200000.0,780900000.0,909600000.0,
