,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Ordinary Shares Number,222036187.0,224835508.0,225641361.0,227479695.0,231929643.0,
Share Issued,222036187.0,224835508.0,225641361.0,227479695.0,231929643.0,
Net Debt,23389000000.0,21626000000.0,22503000000.0,22944000000.0,19282000000.0,
Total Debt,32102000000.0,30186000000.0,30003000000.0,31232000000.0,27148000000.0,
Tangible Book Value,4175000000.0,3864000000.0,2143000000.0,944000000.0,7483000000.0,
Invested Capital,76055000000.0,73908000000.0,72506000000.0,72547000000.0,70923000000.0,
Net Tangible Assets,4175000000.0,3864000000.0,2143000000.0,944000000.0,7483000000.0,
Common Stock Equity,43953000000.0,43722000000.0,42503000000.0,41315000000.0,43775000000.0,
Total Capitalization,75126000000.0,71900000000.0,70613000000.0,70533000000.0,68463000000.0,
Total Equity Gross Minority Interest,44082000000.0,43851000000.0,42620000000.0,41426000000.0,43879000000.0,
Minority Interest,129000000.0,129000000.0,117000000.0,111000000.0,104000000.0,
Stockholders Equity,43953000000.0,43722000000.0,42503000000.0,41315000000.0,43775000000.0,
Gains Losses Not Affecting Retained Earnings,-543000000.0,-760000000.0,-911000000.0,-1147000000.0,-489000000.0,
Other Equity Adjustments,-543000000.0,-760000000.0,-911000000.0,-1147000000.0,-489000000.0,
Retained Earnings,35586000000.0,35549000000.0,34546000000.0,33549000000.0,35157000000.0,
Additional Paid In Capital,8908000000.0,8931000000.0,8866000000.0,8911000000.0,9105000000.0,
Capital Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,78667000000.0,78087000000.0,77097000000.0,75463000000.0,72654000000.0,
Non Current Deferred Liabilities,2315000000.0,2008000000.0,2121000000.0,2148000000.0,2092000000.0,
Non Current Deferred Taxes Liabilities,2315000000.0,2008000000.0,2121000000.0,2148000000.0,2092000000.0,
Long Term Debt And Capital Lease Obligation,31173000000.0,28178000000.0,28110000000.0,29218000000.0,24688000000.0,
Long Term Debt,31173000000.0,28178000000.0,28110000000.0,29218000000.0,24688000000.0,
Current Deferred Liabilities,1831000000.0,1561000000.0,1640000000.0,1508000000.0,1793000000.0,
Current Deferred Revenue,1831000000.0,1561000000.0,1640000000.0,1508000000.0,1793000000.0,
Current Debt And Capital Lease Obligation,929000000.0,2008000000.0,1893000000.0,2014000000.0,2460000000.0,
Current Debt,929000000.0,2008000000.0,1893000000.0,2014000000.0,2460000000.0,
Other Current Borrowings,929000000.0,2008000000.0,1893000000.0,2014000000.0,360000000.0,
Current Notes Payable,,,,,2100000000.0,2900000000.0
Payables And Accrued Expenses,23233000000.0,24433000000.0,23943000000.0,22673000000.0,21601000000.0,
Payables,23233000000.0,24433000000.0,23943000000.0,22673000000.0,21601000000.0,
Accounts Payable,23233000000.0,24433000000.0,23943000000.0,22673000000.0,21601000000.0,
Total Assets,122749000000.0,121938000000.0,119717000000.0,116889000000.0,116533000000.0,
Investments And Advances,28614000000.0,27319000000.0,27212000000.0,27428000000.0,30960000000.0,
Goodwill And Other Intangible Assets,39778000000.0,39858000000.0,40360000000.0,40371000000.0,36292000000.0,
Other Intangible Assets,11327000000.0,11490000000.0,11940000000.0,12094000000.0,10325000000.0,
Goodwill,28451000000.0,28368000000.0,28420000000.0,28277000000.0,25967000000.0,
Net PPE,4657000000.0,4641000000.0,4617000000.0,4652000000.0,4505000000.0,
Receivables,22349000000.0,23125000000.0,22181000000.0,19071000000.0,18399000000.0,
Other Receivables,12814000000.0,12660000000.0,11822000000.0,11060000000.0,11190000000.0,
Accounts Receivable,9535000000.0,10465000000.0,10359000000.0,8011000000.0,7209000000.0,
Cash Cash Equivalents And Short Term Investments,34996000000.0,33858000000.0,32937000000.0,33489000000.0,36820000000.0,
Other Short Term Investments,26283000000.0,25298000000.0,25437000000.0,25201000000.0,28954000000.0,
Cash And Cash Equivalents,8713000000.0,8560000000.0,7500000000.0,8288000000.0,7866000000.0,
