,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,1145000000.0,1577000000.0,1375000000.0,-741000000.0,-1131000000.0,,
Repurchase Of Capital Stock,0.0,-432000000.0,-41000000.0,-943000000.0,-1227000000.0,,
Repayment Of Debt,-1000000.0,-749000000.0,-958000000.0,-28000000.0,-29000000.0,,
Issuance Of Debt,0.0,0.0,750000000.0,950000000.0,0.0,,
Issuance Of Capital Stock,11000000.0,8000000.0,10000000.0,9000000.0,12000000.0,,
Capital Expenditure,-211000000.0,-208000000.0,-135000000.0,-154000000.0,-153000000.0,,
Interest Paid Supplemental Data,138000000.0,191000000.0,129000000.0,193000000.0,143000000.0,,
Income Tax Paid Supplemental Data,36000000.0,497000000.0,7000000.0,181000000.0,270000000.0,,
End Cash Position,17185000000.0,14599000000.0,14887000000.0,14156000000.0,14650000000.0,,
Other Cash Adjustment Outside Changein Cash,,,,3000000.0,,,
Beginning Cash Position,14599000000.0,14887000000.0,14156000000.0,14650000000.0,17715000000.0,,
Effect Of Exchange Rate Changes,0.0,0.0,0.0,1000000.0,0.0,,
Changes In Cash,2586000000.0,-288000000.0,731000000.0,-498000000.0,-3062000000.0,,
Financing Cash Flow,-10000000.0,-1174000000.0,-250000000.0,-13000000.0,-1245000000.0,,
Cash Flow From Continuing Financing Activities,-10000000.0,-1174000000.0,-250000000.0,-13000000.0,-1245000000.0,,
Net Other Financing Charges,-20000000.0,-1000000.0,-11000000.0,-1000000.0,-1000000.0,,
Net Common Stock Issuance,11000000.0,-424000000.0,-31000000.0,-934000000.0,-1215000000.0,,
Common Stock Payments,0.0,-432000000.0,-41000000.0,-943000000.0,-1227000000.0,,
Common Stock Issuance,11000000.0,8000000.0,10000000.0,9000000.0,12000000.0,,
Net Issuance Payments Of Debt,-1000000.0,-749000000.0,-208000000.0,922000000.0,-29000000.0,,
Net Long Term Debt Issuance,-1000000.0,-749000000.0,-208000000.0,922000000.0,-29000000.0,,
Long Term Debt Payments,-1000000.0,-749000000.0,-958000000.0,-28000000.0,-29000000.0,,
Long Term Debt Issuance,0.0,0.0,750000000.0,950000000.0,0.0,,
Investing Cash Flow,1240000000.0,-899000000.0,-529000000.0,102000000.0,-839000000.0,,
Cash Flow From Continuing Investing Activities,1240000000.0,-899000000.0,-529000000.0,102000000.0,-839000000.0,,
Net Investment Purchase And Sale,1451000000.0,-691000000.0,-394000000.0,225000000.0,-686000000.0,,
Sale Of Investment,1623000000.0,1272000000.0,1236000000.0,1638000000.0,1650000000.0,,
Purchase Of Investment,-172000000.0,-1963000000.0,-1630000000.0,-1413000000.0,-2336000000.0,,
Net Business Purchase And Sale,0.0,0.0,0.0,31000000.0,0.0,,
Sale Of Business,0.0,0.0,0.0,31000000.0,0.0,,
Capital Expenditure Reported,-211000000.0,-208000000.0,-135000000.0,-154000000.0,-153000000.0,,
Operating Cash Flow,1356000000.0,1785000000.0,1510000000.0,-587000000.0,-978000000.0,,
Cash Flow From Continuing Operating Activities,1356000000.0,1785000000.0,1510000000.0,-587000000.0,-978000000.0,,
Change In Working Capital,763000000.0,1717000000.0,-165000000.0,-1212000000.0,-2033000000.0,,
Change In Other Working Capital,-18000000.0,-187000000.0,208000000.0,54000000.0,62000000.0,,
Change In Other Current Liabilities,-452000000.0,1249000000.0,2417000000.0,387000000.0,-2100000000.0,,
Change In Other Current Assets,298000000.0,126000000.0,-669000000.0,-32000000.0,482000000.0,,
Change In Payables And Accrued Expense,2472000000.0,-354000000.0,563000000.0,-25000000.0,1201000000.0,,
Change In Receivables,-1537000000.0,883000000.0,-2684000000.0,-1596000000.0,-1678000000.0,,
Changes In Account Receivables,-1537000000.0,883000000.0,-2684000000.0,-1596000000.0,-1678000000.0,,
Other Non Cash Items,,11000000.0,5000000.0,18000000.0,9000000.0,-9000000.0,
Stock Based Compensation,52000000.0,35000000.0,59000000.0,31000000.0,49000000.0,,
Asset Impairment Charge,6743000000.0,55000000.0,0.0,0.0,0.0,,
Deferred Tax,129000000.0,-89000000.0,-27000000.0,-1000000.0,-26000000.0,,
Deferred Income Tax,129000000.0,-89000000.0,-27000000.0,-1000000.0,-26000000.0,,
Depreciation Amortization Depletion,317000000.0,315000000.0,314000000.0,314000000.0,313000000.0,,
Depreciation And Amortization,317000000.0,315000000.0,314000000.0,314000000.0,313000000.0,,
Operating Gains Losses,0.0,0.0,10000000.0,-17000000.0,0.0,,
Gain Loss On Sale Of Business,,,10000000.0,-17000000.0,0.0,-5000000.0,-98000000.0
Net Income From Continuing Operations,-6632000000.0,-259000000.0,1314000000.0,280000000.0,710000000.0,,
