,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.248,0.248,0.248,0.214906,0.234
Normalized EBITDA,452525000.0,447887000.0,427781000.0,424010000.0,489781000.0
Net Income From Continuing Operation Net Minority Interest,270947000.0,268626000.0,254660000.0,263144000.0,308580000.0
Reconciled Depreciation,92220000.0,90665000.0,89135000.0,88810000.0,86668000.0
Reconciled Cost Of Revenue,927712000.0,933757000.0,924772000.0,919515000.0,955022000.0
EBITDA,452525000.0,447887000.0,427781000.0,424010000.0,489781000.0
EBIT,360305000.0,357222000.0,338646000.0,335200000.0,403113000.0
Net Interest Income,555000.0,678000.0,1660000.0,1878000.0,1756000.0
Interest Expense,4000.0,6000.0,2000.0,25000.0,19000.0
Interest Income,559000.0,684000.0,1662000.0,1903000.0,1775000.0
Normalized Income,270947000.0,268626000.0,254660000.0,263144000.0,308580000.0
Net Income From Continuing And Discontinued Operation,270947000.0,268626000.0,254660000.0,263144000.0,308580000.0
Total Expenses,1045667000.0,1049829000.0,1036803000.0,1051809000.0,1068350000.0
Total Operating Income As Reported,360844000.0,357895000.0,338055000.0,334020000.0,401861000.0
Diluted Average Shares,210898000.0,212164000.0,213484000.0,214399000.0,215227000.0
Basic Average Shares,209850000.0,211083000.0,212402000.0,213289000.0,214089000.0
Diluted EPS,1.28,1.27,1.19,1.23,1.43
Basic EPS,1.29,1.27,1.2,1.23,1.44
Diluted NI Availto Com Stockholders,270947000.0,268626000.0,254660000.0,263144000.0,308580000.0
Net Income Common Stockholders,270947000.0,268626000.0,254660000.0,263144000.0,308580000.0
Net Income,270947000.0,268626000.0,254660000.0,263144000.0,308580000.0
Net Income Including Noncontrolling Interests,270947000.0,268626000.0,254660000.0,263144000.0,308580000.0
Net Income Continuous Operations,270947000.0,268626000.0,254660000.0,263144000.0,308580000.0
Tax Provision,89354000.0,88590000.0,83984000.0,72031000.0,94514000.0
Pretax Income,360301000.0,357216000.0,338644000.0,335175000.0,403094000.0
Other Income Expense,-1098000.0,-1357000.0,-1071000.0,-723000.0,-523000.0
Other Non Operating Income Expenses,-1098000.0,-1357000.0,-1071000.0,-723000.0,-523000.0
Net Non Operating Interest Income Expense,555000.0,678000.0,1660000.0,1878000.0,1756000.0
Interest Expense Non Operating,4000.0,6000.0,2000.0,25000.0,19000.0
Interest Income Non Operating,559000.0,684000.0,1662000.0,1903000.0,1775000.0
Operating Income,360844000.0,357895000.0,338055000.0,334020000.0,401861000.0
Operating Expense,117955000.0,116072000.0,112031000.0,132294000.0,113328000.0
Other Operating Expenses,9927000.0,11323000.0,8265000.0,6465000.0,3290000.0
Other Taxes,34582000.0,34983000.0,35603000.0,35837000.0,36733000.0
Selling General And Administration,73446000.0,69766000.0,68163000.0,89992000.0,73305000.0
General And Administrative Expense,73446000.0,69766000.0,68163000.0,89992000.0,73305000.0
Other Gand A,54643000.0,50972000.0,50683000.0,50177000.0,56096000.0
Insurance And Claims,18803000.0,18794000.0,17480000.0,39815000.0,17209000.0
Gross Profit,478799000.0,473967000.0,450086000.0,466314000.0,515189000.0
Cost Of Revenue,927712000.0,933757000.0,924772000.0,919515000.0,955022000.0
Total Revenue,1406511000.0,1407724000.0,1374858000.0,1385829000.0,1470211000.0
Operating Revenue,1394338000.0,1395112000.0,1360839000.0,1426002000.0,1457108000.0
