,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Tax Effect Of Unusual Items,-2108333.333333,27021237.303786,27315094.339623,3230000.0,-1208854.66795,
Tax Rate For Calcs,0.191667,0.108957,0.220283,0.19,0.151107,
Normalized EBITDA,2612000000.0,1934000000.0,3114000000.0,2468000000.0,2218000000.0,
Total Unusual Items,-11000000.0,248000000.0,124000000.0,17000000.0,-8000000.0,
Total Unusual Items Excluding Goodwill,-11000000.0,248000000.0,124000000.0,17000000.0,-8000000.0,
Net Income From Continuing Operation Net Minority Interest,1164000000.0,965000000.0,1654000000.0,1132000000.0,887000000.0,
Reconciled Depreciation,762000000.0,738000000.0,774000000.0,765000000.0,784000000.0,
Reconciled Cost Of Revenue,24329000000.0,18441000000.0,18105000000.0,19059000000.0,19665000000.0,
EBITDA,2601000000.0,2182000000.0,3238000000.0,2485000000.0,2210000000.0,
EBIT,1839000000.0,1444000000.0,2464000000.0,1720000000.0,1426000000.0,
Net Interest Income,-322000000.0,-330000000.0,-311000000.0,-293000000.0,-345000000.0,
Interest Expense,399000000.0,361000000.0,344000000.0,328000000.0,387000000.0,
Interest Income,77000000.0,31000000.0,33000000.0,35000000.0,42000000.0,
Normalized Income,1172891666.666667,744021237.303786,1557315094.339623,1118230000.0,893791145.33205,
Net Income From Continuing And Discontinued Operation,1164000000.0,965000000.0,1654000000.0,1132000000.0,887000000.0,
Total Expenses,28003000000.0,22213000000.0,21624000000.0,22698000000.0,23634000000.0,
Total Operating Income As Reported,1773000000.0,1165000000.0,2307000000.0,1668000000.0,1392000000.0,
Diluted Average Shares,684705882.0,704379562.0,713023256.0,716455696.0,723076923.0,
Basic Average Shares,674708671.0,683477567.0,696130464.0,701996435.0,705621967.0,
Diluted EPS,1.7,1.37,2.15,1.58,1.17,
Basic EPS,1.720922,1.411897,2.202173,1.612544,1.196083,
Diluted NI Availto Com Stockholders,1164000000.0,965000000.0,1654000000.0,1132000000.0,887000000.0,
Net Income Common Stockholders,1164000000.0,965000000.0,1654000000.0,1132000000.0,887000000.0,
Net Income,1164000000.0,965000000.0,1654000000.0,1132000000.0,887000000.0,
Minority Interests,0.0,0.0,1000000.0,5000000.0,5000000.0,
Net Income Including Noncontrolling Interests,1164000000.0,965000000.0,1653000000.0,1127000000.0,882000000.0,
Net Income Continuous Operations,1164000000.0,965000000.0,1653000000.0,1127000000.0,882000000.0,
Tax Provision,276000000.0,118000000.0,467000000.0,265000000.0,157000000.0,
Pretax Income,1440000000.0,1083000000.0,2120000000.0,1392000000.0,1039000000.0,
Other Income Expense,-11000000.0,248000000.0,124000000.0,17000000.0,-8000000.0,
Special Income Charges,0.0,236000000.0,,,0.0,0.0
Gain On Sale Of Business,0.0,236000000.0,,,0.0,0.0
Gain On Sale Of Security,-11000000.0,12000000.0,124000000.0,17000000.0,-8000000.0,
Net Non Operating Interest Income Expense,-322000000.0,-330000000.0,-311000000.0,-293000000.0,-345000000.0,
Interest Expense Non Operating,399000000.0,361000000.0,344000000.0,328000000.0,387000000.0,
Interest Income Non Operating,77000000.0,31000000.0,33000000.0,35000000.0,42000000.0,
Operating Income,1773000000.0,1165000000.0,2307000000.0,1668000000.0,1392000000.0,
Operating Expense,3674000000.0,3772000000.0,3519000000.0,3639000000.0,3969000000.0,
Research And Development,785000000.0,808000000.0,773000000.0,745000000.0,780000000.0,
Selling General And Administration,2889000000.0,2964000000.0,2746000000.0,2894000000.0,3189000000.0,
Gross Profit,5447000000.0,4937000000.0,5826000000.0,5307000000.0,5361000000.0,
Cost Of Revenue,24329000000.0,18441000000.0,18105000000.0,19059000000.0,19665000000.0,
Total Revenue,29776000000.0,23378000000.0,23931000000.0,24366000000.0,25026000000.0,
Operating Revenue,29776000000.0,23378000000.0,23931000000.0,24366000000.0,25026000000.0,
