,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,692600000.0,-470500000.0,633400000.0,1929600000.0,636300000.0
Repurchase Of Capital Stock,-1169200000.0,-1388000000.0,-1083300000.0,-558200000.0,-437100000.0
Repayment Of Debt,-238600000.0,-150200000.0,-1502300000.0,-551200000.0,-240400000.0
Issuance Of Debt,960400000.0,1562000000.0,660000000.0,794500000.0,92400000.0
Issuance Of Capital Stock,0.0,,,0.0,0.0
Capital Expenditure,-46000000.0,-34300000.0,-13300000.0,-32000000.0,-62000000.0
End Cash Position,2664900000.0,2518100000.0,3069000000.0,4544000000.0,3020000000.0
Beginning Cash Position,2518100000.0,3069000000.0,4544000000.0,3020000000.0,3093400000.0
Changes In Cash,146800000.0,-550900000.0,-1475000000.0,1524000000.0,-73400000.0
Financing Cash Flow,-562800000.0,-77300000.0,-2064600000.0,-408100000.0,-676600000.0
Cash Flow From Continuing Financing Activities,-562800000.0,-77300000.0,-2064600000.0,-408100000.0,-676600000.0
Net Other Financing Charges,7000000.0,15900000.0,-10500000.0,-3900000.0,6900000.0
Proceeds From Stock Option Exercised,0.0,8500000.0,0.0,8400000.0,0.0
Cash Dividends Paid,-122400000.0,-125500000.0,-128500000.0,-97700000.0,-98400000.0
Common Stock Dividend Paid,-122400000.0,-125500000.0,-128500000.0,-97700000.0,-98400000.0
Net Common Stock Issuance,-1169200000.0,-1388000000.0,-1083300000.0,-558200000.0,-437100000.0
Common Stock Payments,-1169200000.0,-1388000000.0,-1083300000.0,-558200000.0,-437100000.0
Common Stock Issuance,0.0,,,0.0,0.0
Net Issuance Payments Of Debt,721800000.0,1411800000.0,-842300000.0,243300000.0,-148000000.0
Net Short Term Debt Issuance,,,-746900000.0,,
Short Term Debt Payments,,,-746900000.0,,
Net Long Term Debt Issuance,721800000.0,664900000.0,-95400000.0,243300000.0,-148000000.0
Long Term Debt Payments,-238600000.0,-897100000.0,-755400000.0,-551200000.0,-240400000.0
Long Term Debt Issuance,960400000.0,1562000000.0,660000000.0,794500000.0,92400000.0
Investing Cash Flow,-29000000.0,-37400000.0,-57100000.0,-29500000.0,-95100000.0
Cash Flow From Continuing Investing Activities,-29000000.0,-37400000.0,-57100000.0,-29500000.0,-95100000.0
Net Other Investing Changes,17000000.0,-1000000.0,7200000.0,5000000.0,3800000.0
Net Business Purchase And Sale,0.0,-2100000.0,-51000000.0,-2500000.0,-36900000.0
Purchase Of Business,0.0,-2100000.0,-51000000.0,-2500000.0,-36900000.0
Capital Expenditure Reported,-46000000.0,-34300000.0,-13300000.0,-32000000.0,-62000000.0
Operating Cash Flow,738600000.0,-436200000.0,646700000.0,1961600000.0,698300000.0
Cash Flow From Continuing Operating Activities,738600000.0,-436200000.0,646700000.0,1961600000.0,698300000.0
Change In Working Capital,-407900000.0,-1395100000.0,-329000000.0,579300000.0,-742500000.0
Change In Other Current Assets,-326300000.0,-848700000.0,748300000.0,-75700000.0,-88400000.0
Change In Payables And Accrued Expense,201300000.0,-119600000.0,71000000.0,54000000.0,129600000.0
Change In Payable,201300000.0,-119600000.0,71000000.0,54000000.0,129600000.0
Change In Account Payable,201300000.0,-119600000.0,71000000.0,54000000.0,129600000.0
Change In Inventory,-282900000.0,-426800000.0,-1148300000.0,601000000.0,-783700000.0
Stock Based Compensation,25900000.0,32200000.0,43000000.0,25400000.0,26800000.0
Deferred Tax,8100000.0,53000000.0,40100000.0,-10900000.0,10000000.0
Deferred Income Tax,8100000.0,53000000.0,40100000.0,-10900000.0,10000000.0
Depreciation Amortization Depletion,25200000.0,24600000.0,24100000.0,23600000.0,22400000.0
Depreciation And Amortization,25200000.0,24600000.0,24100000.0,23600000.0,22400000.0
Operating Gains Losses,54200000.0,30000000.0,16600000.0,44400000.0,14800000.0
Gain Loss On Investment Securities,54200000.0,30000000.0,16600000.0,44400000.0,14800000.0
Net Income From Continuing Operations,1033100000.0,819100000.0,851900000.0,1299800000.0,1366800000.0
