,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,-7790000.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.187,0.19,0.2,0.298937,0.213,,
Normalized EBITDA,4754000000.0,4232000000.0,4012000000.0,4340000000.0,4137000000.0,,
Total Unusual Items,,-41000000.0,,0.0,,0.0,
Total Unusual Items Excluding Goodwill,,-41000000.0,,0.0,,0.0,
Net Income From Continuing Operation Net Minority Interest,3478000000.0,3039000000.0,2690000000.0,1737000000.0,3082000000.0,,
Reconciled Depreciation,505000000.0,490000000.0,480000000.0,477000000.0,498000000.0,,
Reconciled Cost Of Revenue,3487000000.0,3279000000.0,3040000000.0,3423000000.0,3366000000.0,,
EBITDA,4754000000.0,4191000000.0,4012000000.0,4340000000.0,4137000000.0,,
EBIT,4249000000.0,3701000000.0,3532000000.0,3863000000.0,3639000000.0,,
Net Interest Income,-230000000.0,-277000000.0,-241000000.0,-326000000.0,-189000000.0,,
Interest Expense,230000000.0,277000000.0,241000000.0,946000000.0,189000000.0,,
Normalized Income,3478000000.0,3072210000.0,2690000000.0,1737000000.0,3082000000.0,,
Net Income From Continuing And Discontinued Operation,3478000000.0,3039000000.0,2690000000.0,1737000000.0,3082000000.0,,
Total Expenses,6582000000.0,6387000000.0,5757000000.0,6447000000.0,6257000000.0,,
Total Operating Income As Reported,4263000000.0,3712000000.0,3544000000.0,3259000000.0,3654000000.0,,
Diluted Average Shares,1558000000.0,1558000000.0,1557000000.0,1557000000.0,1556000000.0,,
Basic Average Shares,1557000000.0,1557000000.0,1556000000.0,1555000000.0,1555000000.0,,
Diluted EPS,2.23,1.95,1.72,-0.38,1.97,,
Basic EPS,2.23,1.95,1.72,-0.38,1.98,,
Diluted NI Availto Com Stockholders,3468000000.0,3031000000.0,2682000000.0,-580000000.0,3073000000.0,,
Net Income Common Stockholders,3468000000.0,3031000000.0,2682000000.0,-580000000.0,3073000000.0,,
Otherunder Preferred Stock Dividend,10000000.0,8000000.0,8000000.0,1000000.0,9000000.0,,
Net Income,3478000000.0,3039000000.0,2690000000.0,-579000000.0,3082000000.0,,
Minority Interests,-135000000.0,-109000000.0,-147000000.0,-93000000.0,-133000000.0,,
Net Income Including Noncontrolling Interests,3613000000.0,3148000000.0,2837000000.0,-486000000.0,3215000000.0,,
Net Income Continuous Operations,3613000000.0,3148000000.0,2837000000.0,1830000000.0,3215000000.0,,
Earnings From Equity Interest Net Of Tax,345000000.0,376000000.0,205000000.0,-215000000.0,500000000.0,,
Tax Provision,751000000.0,652000000.0,659000000.0,872000000.0,735000000.0,,
Pretax Income,4019000000.0,3424000000.0,3291000000.0,2917000000.0,3450000000.0,,
Other Income Expense,-14000000.0,-52000000.0,-12000000.0,-16000000.0,-15000000.0,,
Other Non Operating Income Expenses,-14000000.0,-11000000.0,-12000000.0,-16000000.0,-15000000.0,,
Special Income Charges,,-41000000.0,,0.0,,0.0,
Impairment Of Capital Assets,,41000000.0,,0.0,,0.0,
Net Non Operating Interest Income Expense,-230000000.0,-277000000.0,-241000000.0,-326000000.0,-189000000.0,,
Interest Expense Non Operating,230000000.0,277000000.0,241000000.0,946000000.0,189000000.0,,
Operating Income,4263000000.0,3753000000.0,3544000000.0,3259000000.0,3654000000.0,,
Operating Expense,3095000000.0,3108000000.0,2717000000.0,3024000000.0,2891000000.0,,
Selling General And Administration,3095000000.0,3108000000.0,2717000000.0,3024000000.0,2891000000.0,,
General And Administrative Expense,,,,,2891000000.0,2679000000.0,2553000000.0
Other Gand A,,,,,2891000000.0,2679000000.0,2553000000.0
Salaries And Wages,,,,,15000000.0,14000000.0,15000000.0
Gross Profit,7358000000.0,6861000000.0,6261000000.0,6283000000.0,6545000000.0,,
Cost Of Revenue,3487000000.0,3279000000.0,3040000000.0,3423000000.0,3366000000.0,,
Total Revenue,10845000000.0,10140000000.0,9301000000.0,9706000000.0,9911000000.0,,
Operating Revenue,10845000000.0,10140000000.0,9301000000.0,61269000000.0,9911000000.0,,
