,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Free Cash Flow,3736000000.0,2861000000.0,363000000.0,728000000.0,2727000000.0,
Repurchase Of Capital Stock,-1000000.0,-112000000.0,-1372000000.0,-751000000.0,-1007000000.0,
Repayment Of Debt,-18000000.0,-778000000.0,-23000000.0,-475000000.0,-25000000.0,
Issuance Of Debt,,,0.0,0.0,0.0,0.0
Capital Expenditure,-495000000.0,-518000000.0,-548000000.0,-571000000.0,-426000000.0,
Interest Paid Supplemental Data,56000000.0,665000000.0,65000000.0,675000000.0,46000000.0,
Income Tax Paid Supplemental Data,612000000.0,45000000.0,264000000.0,380000000.0,975000000.0,
End Cash Position,4860000000.0,3054000000.0,1761000000.0,3271000000.0,4360000000.0,
Beginning Cash Position,3054000000.0,1761000000.0,3271000000.0,4360000000.0,3237000000.0,
Changes In Cash,1806000000.0,1293000000.0,-1510000000.0,-1089000000.0,1123000000.0,
Financing Cash Flow,-615000000.0,-1553000000.0,-2003000000.0,-1868000000.0,-1608000000.0,
Cash Flow From Continuing Financing Activities,-615000000.0,-1553000000.0,-2003000000.0,-1868000000.0,-1608000000.0,
Net Other Financing Charges,-19000000.0,-20000000.0,-22000000.0,1000000.0,-16000000.0,
Proceeds From Stock Option Exercised,68000000.0,2000000.0,64000000.0,11000000.0,69000000.0,
Cash Dividends Paid,-645000000.0,-645000000.0,-650000000.0,-654000000.0,-629000000.0,
Common Stock Dividend Paid,-645000000.0,-645000000.0,-650000000.0,-654000000.0,-629000000.0,
Net Common Stock Issuance,-1000000.0,-112000000.0,-1372000000.0,-751000000.0,-1007000000.0,
Common Stock Payments,-1000000.0,-112000000.0,-1372000000.0,-751000000.0,-1007000000.0,
Net Issuance Payments Of Debt,-18000000.0,-778000000.0,-23000000.0,-475000000.0,-25000000.0,
Net Short Term Debt Issuance,,,0.0,0.0,0.0,0.0
Net Long Term Debt Issuance,-18000000.0,-778000000.0,-23000000.0,-475000000.0,-25000000.0,
Long Term Debt Payments,-18000000.0,-778000000.0,-23000000.0,-475000000.0,-25000000.0,
Long Term Debt Issuance,,,0.0,0.0,0.0,0.0
Investing Cash Flow,-1810000000.0,-533000000.0,-418000000.0,-520000000.0,-422000000.0,
Cash Flow From Continuing Investing Activities,-1810000000.0,-533000000.0,-418000000.0,-520000000.0,-422000000.0,
Net Other Investing Changes,-4000000.0,-1000000.0,0.0,,,
Net Investment Purchase And Sale,-2000000.0,-16000000.0,-1000000.0,-24000000.0,-46000000.0,
Sale Of Investment,452000000.0,375000000.0,286000000.0,347000000.0,305000000.0,
Purchase Of Investment,-454000000.0,-391000000.0,-287000000.0,-371000000.0,-351000000.0,
Net Business Purchase And Sale,,,80000000.0,54000000.0,43000000.0,0.0
Sale Of Business,,,80000000.0,54000000.0,43000000.0,0.0
Net PPE Purchase And Sale,5000000.0,2000000.0,51000000.0,32000000.0,7000000.0,
Sale Of PPE,5000000.0,2000000.0,51000000.0,32000000.0,7000000.0,
Capital Expenditure Reported,-495000000.0,-518000000.0,-548000000.0,-571000000.0,-426000000.0,
Operating Cash Flow,4231000000.0,3379000000.0,911000000.0,1299000000.0,3153000000.0,
Cash Flow From Continuing Operating Activities,4231000000.0,3379000000.0,911000000.0,1299000000.0,3153000000.0,
Change In Working Capital,1170000000.0,896000000.0,-842000000.0,-962000000.0,215000000.0,
Change In Other Current Liabilities,762000000.0,-17000000.0,332000000.0,-487000000.0,-29000000.0,
Change In Other Current Assets,104000000.0,-106000000.0,-21000000.0,-15000000.0,215000000.0,
Change In Payables And Accrued Expense,-1795000000.0,1945000000.0,-1311000000.0,265000000.0,-1354000000.0,
Change In Payable,-1795000000.0,1945000000.0,-1311000000.0,265000000.0,-1354000000.0,
Change In Account Payable,-1795000000.0,1945000000.0,-1311000000.0,265000000.0,-1354000000.0,
Change In Inventory,2099000000.0,-926000000.0,158000000.0,-725000000.0,1383000000.0,
Other Non Cash Items,136000000.0,131000000.0,128000000.0,132000000.0,129000000.0,
Stock Based Compensation,59000000.0,58000000.0,57000000.0,54000000.0,55000000.0,
Deferred Tax,-56000000.0,126000000.0,19000000.0,-76000000.0,-69000000.0,
Deferred Income Tax,-56000000.0,126000000.0,19000000.0,-76000000.0,-69000000.0,
Depreciation Amortization Depletion,515000000.0,507000000.0,511000000.0,494000000.0,481000000.0,
Depreciation And Amortization,515000000.0,507000000.0,511000000.0,494000000.0,481000000.0,
Operating Gains Losses,10000000.0,20000000.0,-91000000.0,-39000000.0,-40000000.0,
Gain Loss On Sale Of PPE,10000000.0,20000000.0,,15000000.0,3000000.0,-7000000.0
Gain Loss On Sale Of Business,,,-80000000.0,-54000000.0,-43000000.0,0.0
Net Income From Continuing Operations,2397000000.0,1641000000.0,1124000000.0,1696000000.0,2382000000.0,
