,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,265000000.0,83000000.0,-314000000.0,365000000.0,272000000.0,,
Repurchase Of Capital Stock,-50000000.0,,,-100000000.0,-100000000.0,,
Repayment Of Debt,0.0,0.0,-550000000.0,0.0,-498000000.0,,
Issuance Of Debt,-54000000.0,59000000.0,531000000.0,0.0,495000000.0,,
Capital Expenditure,-137000000.0,-150000000.0,-147000000.0,-175000000.0,-124000000.0,,
End Cash Position,489000000.0,423000000.0,418000000.0,837000000.0,622000000.0,,
Beginning Cash Position,423000000.0,418000000.0,837000000.0,622000000.0,514000000.0,,
Effect Of Exchange Rate Changes,2000000.0,9000000.0,3000000.0,-12000000.0,8000000.0,,
Changes In Cash,64000000.0,-4000000.0,-422000000.0,227000000.0,100000000.0,,
Financing Cash Flow,-201000000.0,-90000000.0,-124000000.0,-181000000.0,-194000000.0,,
Cash Flow From Continuing Financing Activities,-201000000.0,-90000000.0,-124000000.0,-181000000.0,-194000000.0,,
Net Other Financing Charges,-1000000.0,,,13000000.0,4000000.0,,
Proceeds From Stock Option Exercised,,,-9000000.0,,,,-1000000.0
Cash Dividends Paid,-96000000.0,-95000000.0,-96000000.0,-94000000.0,-95000000.0,,
Common Stock Dividend Paid,,-95000000.0,-96000000.0,,,-95000000.0,-95000000.0
Net Common Stock Issuance,-50000000.0,,,-100000000.0,-100000000.0,,
Common Stock Payments,-50000000.0,,,-100000000.0,-100000000.0,,
Net Issuance Payments Of Debt,-54000000.0,59000000.0,-19000000.0,0.0,-3000000.0,,
Net Short Term Debt Issuance,-54000000.0,59000000.0,285000000.0,0.0,0.0,,
Short Term Debt Payments,,,,,,,0.0
Short Term Debt Issuance,-54000000.0,59000000.0,285000000.0,,0.0,0.0,
Net Long Term Debt Issuance,0.0,0.0,-304000000.0,0.0,-3000000.0,,
Long Term Debt Payments,0.0,0.0,-550000000.0,0.0,-498000000.0,,
Long Term Debt Issuance,0.0,0.0,246000000.0,0.0,495000000.0,,
Investing Cash Flow,-137000000.0,-147000000.0,-131000000.0,-132000000.0,-102000000.0,,
Cash Flow From Continuing Investing Activities,-137000000.0,-147000000.0,-131000000.0,-132000000.0,-102000000.0,,
Net Other Investing Changes,0.0,3000000.0,16000000.0,5000000.0,19000000.0,,
Net Business Purchase And Sale,,,,38000000.0,0.0,0.0,0.0
Sale Of Business,,,,38000000.0,0.0,0.0,0.0
Purchase Of Business,,,,0.0,0.0,0.0,0.0
Net PPE Purchase And Sale,-137000000.0,-150000000.0,-147000000.0,-179000000.0,-120000000.0,,
Purchase Of PPE,-137000000.0,-150000000.0,-147000000.0,-179000000.0,-120000000.0,,
Capital Expenditure Reported,,,,,-1000000.0,-2000000.0,-1000000.0
Operating Cash Flow,402000000.0,233000000.0,-167000000.0,540000000.0,396000000.0,,
Cash Flow From Continuing Operating Activities,402000000.0,233000000.0,-167000000.0,540000000.0,396000000.0,,
Change In Working Capital,124000000.0,-9000000.0,-350000000.0,67000000.0,68000000.0,,
Change In Other Working Capital,-12000000.0,176000000.0,-66000000.0,-145000000.0,121000000.0,,
Change In Payables And Accrued Expense,-120000000.0,-83000000.0,-72000000.0,152000000.0,-53000000.0,,
Change In Payable,-120000000.0,-83000000.0,-72000000.0,152000000.0,-53000000.0,,
Change In Account Payable,-120000000.0,-83000000.0,-72000000.0,152000000.0,-53000000.0,,
Change In Inventory,204000000.0,-11000000.0,-120000000.0,-122000000.0,16000000.0,,
Change In Receivables,52000000.0,-91000000.0,-92000000.0,182000000.0,-16000000.0,,
Changes In Account Receivables,52000000.0,-91000000.0,-92000000.0,182000000.0,-16000000.0,,
Other Non Cash Items,15000000.0,20000000.0,-123000000.0,43000000.0,54000000.0,,
Asset Impairment Charge,,,,0.0,,,
Deferred Tax,87000000.0,-45000000.0,-3000000.0,24000000.0,-39000000.0,,
Deferred Income Tax,87000000.0,-45000000.0,-3000000.0,24000000.0,-39000000.0,,
Depreciation Amortization Depletion,129000000.0,127000000.0,126000000.0,129000000.0,127000000.0,,
Depreciation And Amortization,129000000.0,127000000.0,126000000.0,129000000.0,127000000.0,,
Net Income From Continuing Operations,47000000.0,140000000.0,183000000.0,331000000.0,181000000.0,,
