,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-2400970.088925,-5139263.252471,-9317567.567568,-13831325.301205,-2401315.789474,,
Tax Rate For Calcs,0.240097,0.233603,0.221847,0.246988,0.240132,,
Normalized EBITDA,2075000000.0,1941000000.0,1752000000.0,2176000000.0,1521000000.0,,
Total Unusual Items,-10000000.0,-22000000.0,-42000000.0,-56000000.0,-10000000.0,,
Total Unusual Items Excluding Goodwill,-10000000.0,-22000000.0,-42000000.0,-56000000.0,-10000000.0,,
Net Income From Continuing Operation Net Minority Interest,939000000.0,841000000.0,636000000.0,923000000.0,693000000.0,,
Reconciled Depreciation,378000000.0,368000000.0,380000000.0,344000000.0,274000000.0,,
Reconciled Cost Of Revenue,6340000000.0,5728000000.0,6035000000.0,4840000000.0,3301000000.0,,
EBITDA,2065000000.0,1919000000.0,1710000000.0,2120000000.0,1511000000.0,,
EBIT,1687000000.0,1551000000.0,1330000000.0,1776000000.0,1237000000.0,,
Net Interest Income,-450000000.0,-438000000.0,-442000000.0,-448000000.0,-325000000.0,,
Interest Expense,450000000.0,438000000.0,442000000.0,448000000.0,325000000.0,,
Normalized Income,946599029.911075,857860736.747529,668682432.432432,965168674.698795,700598684.210526,,
Net Income From Continuing And Discontinued Operation,939000000.0,841000000.0,636000000.0,923000000.0,693000000.0,,
Total Expenses,7066000000.0,6434000000.0,6781000000.0,5376000000.0,3885000000.0,,
Total Operating Income As Reported,1558000000.0,1431000000.0,1220000000.0,1568000000.0,1128000000.0,,
Diluted Average Shares,631500000.0,628100000.0,612500000.0,586800000.0,586700000.0,,
Basic Average Shares,630600000.0,627200000.0,611400000.0,584700000.0,584800000.0,,
Diluted EPS,1.49,1.34,1.04,1.57,1.18,,
Basic EPS,1.49,1.34,1.04,1.58,1.18,,
Diluted NI Availto Com Stockholders,939000000.0,841000000.0,636000000.0,923000000.0,692000000.0,,
Average Dilution Earnings,0.0,0.0,0.0,0.0,0.0,,
Net Income Common Stockholders,939000000.0,841000000.0,636000000.0,923000000.0,692000000.0,,
Preferred Stock Dividends,,,,0.0,1000000.0,,
Net Income,939000000.0,841000000.0,636000000.0,923000000.0,693000000.0,,
Minority Interests,-1000000.0,-12000000.0,-55000000.0,,,0.0,0.0
Net Income Including Noncontrolling Interests,940000000.0,853000000.0,691000000.0,1000000000.0,693000000.0,,
Net Income Continuous Operations,940000000.0,853000000.0,691000000.0,1000000000.0,693000000.0,,
Tax Provision,297000000.0,260000000.0,197000000.0,328000000.0,219000000.0,,
Pretax Income,1237000000.0,1113000000.0,888000000.0,1328000000.0,912000000.0,,
Other Income Expense,119000000.0,98000000.0,68000000.0,152000000.0,99000000.0,,
Other Non Operating Income Expenses,37000000.0,39000000.0,2000000.0,25000000.0,17000000.0,,
Special Income Charges,-10000000.0,-22000000.0,-42000000.0,-56000000.0,-10000000.0,,
Restructuring And Mergern Acquisition,10000000.0,22000000.0,42000000.0,56000000.0,10000000.0,,
Earnings From Equity Interest,92000000.0,81000000.0,108000000.0,183000000.0,92000000.0,,
Net Non Operating Interest Income Expense,-450000000.0,-438000000.0,-442000000.0,-448000000.0,-325000000.0,,
Interest Expense Non Operating,450000000.0,438000000.0,442000000.0,448000000.0,325000000.0,,
Operating Income,1568000000.0,1453000000.0,1262000000.0,1624000000.0,1138000000.0,,
Operating Expense,726000000.0,706000000.0,746000000.0,536000000.0,584000000.0,,
Other Operating Expenses,-12000000.0,,-6000000.0,-240000000.0,2000000.0,-61000000.0,
Other Taxes,99000000.0,88000000.0,97000000.0,95000000.0,70000000.0,,
Gross Profit,2294000000.0,2159000000.0,2008000000.0,2160000000.0,1722000000.0,,
Cost Of Revenue,6340000000.0,5728000000.0,6035000000.0,4840000000.0,3301000000.0,,
Total Revenue,8634000000.0,7887000000.0,8043000000.0,7000000000.0,5023000000.0,,
Operating Revenue,8634000000.0,7887000000.0,8043000000.0,7000000000.0,5023000000.0,,
