,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-863304.0,-228655.590476,-630068.0,-598689.0,-1326982.0,
Tax Rate For Calcs,0.156,0.033105,0.134,0.117,0.137,
Normalized EBITDA,2008812000.0,1927101000.0,1683953000.0,1494762000.0,1443205000.0,
Total Unusual Items,-5534000.0,-6907000.0,-4702000.0,-5117000.0,-9686000.0,
Total Unusual Items Excluding Goodwill,-5534000.0,-6907000.0,-4702000.0,-5117000.0,-9686000.0,
Net Income From Continuing Operation Net Minority Interest,1568660000.0,1720088000.0,1330667000.0,1191018000.0,1116444000.0,
Reconciled Depreciation,101644000.0,98439000.0,97343000.0,96200000.0,94295000.0,
Reconciled Cost Of Revenue,2639294000.0,2581684000.0,2406489000.0,2303066000.0,2165293000.0,
EBITDA,2003278000.0,1920194000.0,1679251000.0,1489645000.0,1433519000.0,
EBIT,1901634000.0,1821755000.0,1581908000.0,1393445000.0,1339224000.0,
Net Interest Income,21458000.0,11859000.0,5454000.0,12312000.0,23503000.0,
Interest Expense,42472000.0,42774000.0,45184000.0,45299000.0,44946000.0,
Interest Income,63930000.0,54633000.0,50638000.0,57611000.0,68449000.0,
Normalized Income,1573330696.0,1726766344.409524,1334738932.0,1195536311.0,1124803018.0,
Net Income From Continuing And Discontinued Operation,1568660000.0,1720088000.0,1330667000.0,1191018000.0,1116444000.0,
Total Expenses,3495085000.0,3430265000.0,3158416000.0,3042163000.0,2903779000.0,
Total Operating Income As Reported,1829088000.0,1741128000.0,1561759000.0,1333884000.0,1264197000.0,
Diluted Average Shares,1269313000.0,1276933000.0,1288100000.0,1291469000.0,1304066000.0,
Basic Average Shares,1264446000.0,1274279000.0,1283779000.0,1287109000.0,1299236000.0,
Diluted EPS,1.24,1.35,1.03,0.92,0.86,
Basic EPS,1.24,1.35,1.04,0.93,0.86,
Diluted NI Availto Com Stockholders,1568660000.0,1720088000.0,1330667000.0,1191018000.0,1116444000.0,
Net Income Common Stockholders,1568660000.0,1720088000.0,1330667000.0,1191018000.0,1116444000.0,
Net Income,1568660000.0,1720088000.0,1330667000.0,1191018000.0,1116444000.0,
Net Income Including Noncontrolling Interests,1568660000.0,1720088000.0,1330667000.0,1191018000.0,1116444000.0,
Net Income Continuous Operations,1568660000.0,1720088000.0,1330667000.0,1191018000.0,1116444000.0,
Tax Provision,290502000.0,58893000.0,206057000.0,157128000.0,177834000.0,
Pretax Income,1859162000.0,1778981000.0,1536724000.0,1348146000.0,1294278000.0,
Other Income Expense,8616000.0,25994000.0,-30489000.0,1950000.0,6578000.0,
Other Non Operating Income Expenses,14150000.0,32901000.0,-25787000.0,7067000.0,16264000.0,
Special Income Charges,,0.0,0.0,0.0,0.0,768000.0
Restructuring And Mergern Acquisition,,0.0,0.0,0.0,0.0,-768000.0
Gain On Sale Of Security,-5534000.0,-6907000.0,-4702000.0,-5117000.0,-9686000.0,
Net Non Operating Interest Income Expense,21458000.0,11859000.0,5454000.0,12312000.0,23503000.0,
Interest Expense Non Operating,42472000.0,42774000.0,45184000.0,45299000.0,44946000.0,
Interest Income Non Operating,63930000.0,54633000.0,50638000.0,57611000.0,68449000.0,
Operating Income,1829088000.0,1741128000.0,1561759000.0,1333884000.0,1264197000.0,
Operating Expense,855791000.0,848581000.0,751927000.0,739097000.0,738486000.0,
Research And Development,576446000.0,580178000.0,525904000.0,494947000.0,495358000.0,
Selling General And Administration,279345000.0,268403000.0,226023000.0,244150000.0,243128000.0,
Gross Profit,2684879000.0,2589709000.0,2313686000.0,2072981000.0,2002683000.0,
Cost Of Revenue,2639294000.0,2581684000.0,2406489000.0,2303066000.0,2165293000.0,
Total Revenue,5324173000.0,5171393000.0,4720175000.0,4376047000.0,4167976000.0,
Operating Revenue,5324173000.0,5171393000.0,4720175000.0,4376047000.0,4167976000.0,
