,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,434900000.0,375800000.0,401100000.0,326100000.0,350200000.0,,
Repurchase Of Capital Stock,-590500000.0,-25100000.0,-767400000.0,-8400000.0,-18900000.0,,
Repayment Of Debt,-6200000.0,,,-1468700000.0,-6100000.0,-2756000000.0,-6300000.0
Issuance Of Debt,0.0,,,1462500000.0,0.0,,
Capital Expenditure,-9300000.0,-4100000.0,-3600000.0,-14400000.0,-5000000.0,,
Interest Paid Supplemental Data,34600000.0,36100000.0,32900000.0,37000000.0,36700000.0,,
Income Tax Paid Supplemental Data,-7100000.0,17500000.0,2400000.0,2300000.0,2700000.0,,
End Cash Position,923700000.0,1086700000.0,719400000.0,1089000000.0,767100000.0,,
Other Cash Adjustment Outside Changein Cash,,,,,,,0.0
Beginning Cash Position,1086700000.0,719400000.0,1089000000.0,767100000.0,444900000.0,,
Effect Of Exchange Rate Changes,-300000.0,3300000.0,1500000.0,-2700000.0,1700000.0,,
Changes In Cash,-162700000.0,364000000.0,-371100000.0,324600000.0,320500000.0,,
Financing Cash Flow,-597700000.0,-9500000.0,-772200000.0,-1500000.0,-29700000.0,,
Cash Flow From Continuing Financing Activities,-597700000.0,-9500000.0,-772200000.0,-1500000.0,-29700000.0,,
Net Other Financing Charges,5400000.0,2300000.0,-4800000.0,-1700000.0,-800000.0,,
Proceeds From Stock Option Exercised,-6400000.0,,,14800000.0,-3900000.0,21300000.0,2100000.0
Net Common Stock Issuance,-590500000.0,-25100000.0,-767400000.0,-8400000.0,-18900000.0,,
Common Stock Payments,-590500000.0,-25100000.0,-767400000.0,-8400000.0,-18900000.0,,
Net Issuance Payments Of Debt,-6200000.0,,,-6200000.0,-6100000.0,-3700000.0,-6300000.0
Net Long Term Debt Issuance,-6200000.0,,,-6200000.0,-6100000.0,-3700000.0,-6300000.0
Long Term Debt Payments,-6200000.0,,,-1468700000.0,-6100000.0,-2756000000.0,-6300000.0
Long Term Debt Issuance,0.0,,,1462500000.0,0.0,,
Investing Cash Flow,-9200000.0,-6400000.0,-3600000.0,-14400000.0,-5000000.0,,
Cash Flow From Continuing Investing Activities,-9200000.0,-6400000.0,-3600000.0,-14400000.0,-5000000.0,,
Net Other Investing Changes,100000.0,,,,,0.0,8100000.0
Net Investment Purchase And Sale,0.0,0.0,0.0,0.0,0.0,,
Sale Of Investment,0.0,0.0,0.0,,0.0,0.0,
Net Business Purchase And Sale,,,,-8100000.0,0.0,0.0,8100000.0
Sale Of Business,,,,,0.0,0.0,8100000.0
Net Intangibles Purchase And Sale,,,,0.0,0.0,,
Purchase Of Intangibles,,,,0.0,0.0,,
Net PPE Purchase And Sale,-9300000.0,-4100000.0,-3600000.0,-14400000.0,-5000000.0,,
Purchase Of PPE,-9300000.0,-4100000.0,-3600000.0,-14400000.0,-5000000.0,,
Operating Cash Flow,444200000.0,379900000.0,404700000.0,340500000.0,355200000.0,,
Cash Flow From Continuing Operating Activities,444200000.0,379900000.0,404700000.0,340500000.0,355200000.0,,
Change In Working Capital,61300000.0,34000000.0,25000000.0,2400000.0,16800000.0,,
Change In Other Working Capital,34200000.0,43600000.0,93600000.0,-20000000.0,6600000.0,,
Change In Payables And Accrued Expense,26600000.0,2000000.0,-37100000.0,24400000.0,17800000.0,,
Change In Accrued Expense,,-16700000.0,-18000000.0,16000000.0,23600000.0,-19900000.0,
Change In Payable,-8100000.0,18700000.0,-19100000.0,8400000.0,-21500000.0,,
Change In Account Payable,-8100000.0,18700000.0,-19100000.0,8400000.0,-21500000.0,,
Change In Prepaid Assets,500000.0,-11600000.0,-31500000.0,-2000000.0,-7600000.0,,
Other Non Cash Items,8700000.0,9100000.0,10800000.0,19300000.0,8800000.0,,
Stock Based Compensation,79600000.0,81000000.0,80400000.0,77500000.0,74400000.0,,
Deferred Tax,61700000.0,-1300000.0,20000000.0,35900000.0,11400000.0,,
Deferred Income Tax,61700000.0,-1300000.0,20000000.0,35900000.0,11400000.0,,
Depreciation Amortization Depletion,28400000.0,30600000.0,30800000.0,32200000.0,32800000.0,,
Depreciation And Amortization,28400000.0,30600000.0,30800000.0,32200000.0,32800000.0,,
Operating Gains Losses,-6000000.0,26600000.0,18200000.0,-25400000.0,20500000.0,,
Gain Loss On Investment Securities,-6000000.0,26600000.0,18200000.0,-23500000.0,20500000.0,,
Gain Loss On Sale Of Business,,,,,0.0,,
Net Income From Continuing Operations,210500000.0,199900000.0,219500000.0,198600000.0,190500000.0,,
