,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-03-31
Free Cash Flow,213952000.0,165353000.0,244391000.0,240972000.0,203604000.0,
Repayment Of Debt,0.0,-635717000.0,-20000.0,-297604000.0,-24000.0,
Capital Expenditure,-37518000.0,-34702000.0,-27150000.0,-24256000.0,-25077000.0,
Income Tax Paid Supplemental Data,4022000.0,7648000.0,3658000.0,5182000.0,989000.0,
End Cash Position,540602000.0,489030000.0,1079854000.0,1246983000.0,337418000.0,
Beginning Cash Position,489030000.0,1079854000.0,1246983000.0,337418000.0,410963000.0,
Effect Of Exchange Rate Changes,982000.0,5642000.0,3085000.0,-5723000.0,3098000.0,
Changes In Cash,50590000.0,-596466000.0,-170214000.0,915288000.0,-76643000.0,
Financing Cash Flow,1271000.0,-605454000.0,1653000.0,759424000.0,1233000.0,
Cash Flow From Continuing Financing Activities,1271000.0,-605454000.0,1653000.0,759424000.0,1233000.0,
Proceeds From Stock Option Exercised,1271000.0,30263000.0,1673000.0,23422000.0,1257000.0,
Net Issuance Payments Of Debt,0.0,-635717000.0,-20000.0,736002000.0,-24000.0,
Net Long Term Debt Issuance,0.0,-635717000.0,-20000.0,736002000.0,-24000.0,
Long Term Debt Payments,0.0,-635717000.0,-20000.0,-297604000.0,-24000.0,
Investing Cash Flow,-202151000.0,-191067000.0,-443408000.0,-109364000.0,-306557000.0,
Cash Flow From Continuing Investing Activities,-202151000.0,-191067000.0,-443408000.0,-109364000.0,-306557000.0,
Net Investment Purchase And Sale,-164441000.0,-41093000.0,-414440000.0,-78631000.0,-281270000.0,
Sale Of Investment,631152000.0,710308000.0,555938000.0,428646000.0,624394000.0,
Purchase Of Investment,-795593000.0,-751401000.0,-970378000.0,-507277000.0,-905664000.0,
Net Business Purchase And Sale,-192000.0,-115272000.0,-1818000.0,-6477000.0,-210000.0,
Purchase Of Business,-192000.0,-115272000.0,-1818000.0,-6477000.0,-210000.0,
Net PPE Purchase And Sale,-16786000.0,-15152000.0,-8748000.0,-7761000.0,-8385000.0,
Purchase Of PPE,-16786000.0,-15152000.0,-8748000.0,-7761000.0,-8385000.0,
Capital Expenditure Reported,-20732000.0,-19550000.0,-18402000.0,-16495000.0,-16692000.0,
Operating Cash Flow,251470000.0,200055000.0,271541000.0,265228000.0,228681000.0,
Cash Flow From Continuing Operating Activities,251470000.0,200110000.0,271486000.0,265228000.0,228681000.0,
Change In Working Capital,-19784000.0,-16490000.0,52313000.0,29110000.0,8881000.0,
Change In Other Working Capital,-25734000.0,-3215000.0,-35370000.0,145540000.0,-20535000.0,
Change In Other Current Assets,-162000.0,-1821000.0,-1217000.0,-4639000.0,1465000.0,
Change In Payables And Accrued Expense,-31331000.0,93102000.0,-5064000.0,21117000.0,-12847000.0,
Change In Accrued Expense,30010000.0,-3250000.0,5648000.0,4083000.0,10147000.0,
Change In Payable,-61341000.0,96352000.0,-10712000.0,17034000.0,-22994000.0,
Change In Account Payable,-61341000.0,96352000.0,-10712000.0,17034000.0,-22994000.0,
Change In Prepaid Assets,-13116000.0,11343000.0,-10263000.0,-16581000.0,-1630000.0,
Change In Receivables,50559000.0,-115899000.0,104227000.0,-116327000.0,42428000.0,
Changes In Account Receivables,50559000.0,-115899000.0,104227000.0,-116327000.0,42428000.0,
Other Non Cash Items,27337000.0,26614000.0,25116000.0,22969000.0,21056000.0,
Stock Based Compensation,200558000.0,180462000.0,164265000.0,158461000.0,142190000.0,
Provisionand Write Offof Assets,3967000.0,3895000.0,4520000.0,4473000.0,3800000.0,
Amortization Of Securities,-10855000.0,-10927000.0,-10370000.0,-12393000.0,-12844000.0,
Depreciation Amortization Depletion,15048000.0,12877000.0,11200000.0,15706000.0,13892000.0,
Depreciation And Amortization,15048000.0,12877000.0,11200000.0,15706000.0,13892000.0,
Amortization Cash Flow,,,1100000.0,,,2200000.0
Amortization Of Intangibles,,,1100000.0,,,2200000.0
Depreciation,,,10100000.0,,,10700000.0
Operating Gains Losses,1314000.0,977000.0,-145000.0,1308000.0,9000.0,
Gain Loss On Sale Of PPE,1314000.0,977000.0,-145000.0,1308000.0,9000.0,
Net Income From Continuing Operations,33885000.0,2647000.0,24642000.0,45594000.0,51697000.0,
