,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,516200000.0,240900000.0,224400000.0,-181900000.0,294500000.0,,
Repurchase Of Capital Stock,-588700000.0,-5500000.0,-258600000.0,-100100000.0,-901000000.0,,
Capital Expenditure,-57500000.0,-49300000.0,-56000000.0,-54400000.0,-57300000.0,,
Income Tax Paid Supplemental Data,,340600000.0,35100000.0,562300000.0,104900000.0,179700000.0,
End Cash Position,2694800000.0,3290000000.0,3148800000.0,3058800000.0,3683400000.0,,
Beginning Cash Position,3290000000.0,3148800000.0,3058800000.0,3683400000.0,1658100000.0,,
Effect Of Exchange Rate Changes,-1000000.0,-29600000.0,-17700000.0,51000000.0,-51500000.0,,
Changes In Cash,-594200000.0,170800000.0,107700000.0,-675600000.0,2076800000.0,,
Financing Cash Flow,-740100000.0,52700000.0,-258000000.0,28600000.0,-976700000.0,,
Cash Flow From Continuing Financing Activities,-740100000.0,52700000.0,-258000000.0,28600000.0,-976700000.0,,
Net Other Financing Charges,-186100000.0,1000000.0,-49300000.0,100100000.0,-110200000.0,,
Proceeds From Stock Option Exercised,34700000.0,57200000.0,49900000.0,28600000.0,34500000.0,,
Net Common Stock Issuance,-588700000.0,-5500000.0,-258600000.0,-100100000.0,-901000000.0,,
Common Stock Payments,-588700000.0,-5500000.0,-258600000.0,-100100000.0,-901000000.0,,
Investing Cash Flow,-427800000.0,-172100000.0,85300000.0,-576700000.0,2701700000.0,,
Cash Flow From Continuing Investing Activities,-427800000.0,-172100000.0,85300000.0,-576700000.0,2701700000.0,,
Net Other Investing Changes,9000000.0,-56300000.0,-54000000.0,-71500000.0,-42100000.0,,
Net Investment Purchase And Sale,-341500000.0,-18200000.0,195300000.0,-152600000.0,-368700000.0,,
Sale Of Investment,691900000.0,626100000.0,845600000.0,268100000.0,175900000.0,,
Purchase Of Investment,-1033400000.0,-644300000.0,-650300000.0,-420700000.0,-544600000.0,,
Net Business Purchase And Sale,-37800000.0,,,-298200000.0,3169800000.0,0.0,0.0
Sale Of Business,,,,0.0,,,
Purchase Of Business,-37800000.0,,,-298200000.0,-757600000.0,0.0,0.0
Net Intangibles Purchase And Sale,0.0,0.0,0.0,-4600000.0,-5400000.0,,
Purchase Of Intangibles,0.0,0.0,0.0,-4600000.0,-5400000.0,,
Capital Expenditure Reported,-57500000.0,-49300000.0,-56000000.0,-49800000.0,-51900000.0,,
Operating Cash Flow,573700000.0,290200000.0,280400000.0,-127500000.0,351800000.0,,
Cash Flow From Continuing Operating Activities,573700000.0,290200000.0,280400000.0,-127500000.0,351800000.0,,
Change In Working Capital,192700000.0,-141700000.0,-150700000.0,-463100000.0,683600000.0,,
Change In Other Working Capital,-18100000.0,-235700000.0,22600000.0,-499600000.0,666600000.0,,
Change In Payables And Accrued Expense,213600000.0,91200000.0,-140100000.0,-15600000.0,17400000.0,,
Change In Accrued Expense,-12500000.0,-12500000.0,-36700000.0,-12500000.0,-12500000.0,,
Change In Payable,226100000.0,103700000.0,-103400000.0,-3100000.0,29900000.0,,
Change In Account Payable,226100000.0,103700000.0,-103400000.0,-3100000.0,29900000.0,,
Change In Prepaid Assets,-14200000.0,-13900000.0,10600000.0,-2600000.0,-6500000.0,,
Change In Inventory,-1800000.0,41600000.0,-100000.0,-51200000.0,-41200000.0,,
Change In Receivables,13200000.0,-24900000.0,-43700000.0,105900000.0,47300000.0,,
Other Non Cash Items,-11700000.0,11100000.0,9700000.0,-3356700000.0,-17400000.0,,
Stock Based Compensation,41200000.0,37500000.0,40200000.0,31700000.0,42100000.0,,
Asset Impairment Charge,40000000.0,,,,,,
Deferred Tax,-18000000.0,-20900000.0,-24300000.0,-98500000.0,-123000000.0,,
Deferred Income Tax,-18000000.0,-20900000.0,-24300000.0,-98500000.0,-123000000.0,,
Depreciation Amortization Depletion,39200000.0,38100000.0,36600000.0,42600000.0,34500000.0,,
Depreciation And Amortization,39200000.0,38100000.0,36600000.0,42600000.0,34500000.0,,
Operating Gains Losses,,,12500000.0,3332200000.0,,,-1000000.0
Gain Loss On Investment Securities,,,12500000.0,,,,-1000000.0
Net Income From Continuing Operations,290300000.0,331500000.0,356400000.0,384300000.0,3069400000.0,,
