,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.223,0.216,0.151,0.20784,0.207
Net Income From Continuing Operation Net Minority Interest,912000000.0,1060000000.0,583000000.0,1071000000.0,511000000.0
Reconciled Depreciation,-19000000.0,-27000000.0,-27000000.0,-34000000.0,-36000000.0
EBIT,1258000000.0,1433000000.0,767000000.0,1429000000.0,732000000.0
Net Interest Income,-84000000.0,-82000000.0,-80000000.0,-77000000.0,-87000000.0
Interest Expense,84000000.0,82000000.0,80000000.0,77000000.0,87000000.0
Interest Income,-102000000.0,-115000000.0,-127000000.0,-148000000.0,-163000000.0
Normalized Income,912000000.0,1060000000.0,583000000.0,1071000000.0,511000000.0
Net Income From Continuing And Discontinued Operation,912000000.0,1060000000.0,583000000.0,1071000000.0,511000000.0
Total Expenses,3617000000.0,3024000000.0,3667000000.0,3149000000.0,3752000000.0
Diluted Average Shares,97800000.0,98800000.0,100000000.0,101200000.0,102200000.0
Basic Average Shares,96300000.0,97400000.0,98500000.0,99200000.0,100400000.0
Diluted EPS,9.33,10.73,5.83,10.58,5.0
Basic EPS,9.47,10.88,5.92,10.8,5.09
Diluted NI Availto Com Stockholders,912000000.0,1060000000.0,583000000.0,1071000000.0,511000000.0
Net Income Common Stockholders,912000000.0,1060000000.0,583000000.0,1071000000.0,511000000.0
Net Income,912000000.0,1060000000.0,583000000.0,1071000000.0,511000000.0
Net Income Including Noncontrolling Interests,912000000.0,1060000000.0,583000000.0,1071000000.0,511000000.0
Net Income Continuous Operations,912000000.0,1060000000.0,583000000.0,1071000000.0,511000000.0
Tax Provision,262000000.0,291000000.0,104000000.0,281000000.0,134000000.0
Pretax Income,1174000000.0,1351000000.0,687000000.0,1352000000.0,645000000.0
Other Income Expense,130000000.0,136000000.0,129000000.0,127000000.0,131000000.0
Net Non Operating Interest Income Expense,-84000000.0,-82000000.0,-80000000.0,-77000000.0,-87000000.0
Interest Expense Non Operating,84000000.0,82000000.0,80000000.0,77000000.0,87000000.0
Selling General And Administration,2665000000.0,2543000000.0,2528000000.0,2627000000.0,2514000000.0
Selling And Marketing Expense,1714000000.0,1596000000.0,1612000000.0,1616000000.0,1539000000.0
General And Administrative Expense,951000000.0,947000000.0,916000000.0,1011000000.0,975000000.0
Other Gand A,951000000.0,947000000.0,916000000.0,1011000000.0,975000000.0
Total Revenue,4791000000.0,4375000000.0,4354000000.0,4501000000.0,4397000000.0
Operating Revenue,4791000000.0,4375000000.0,4354000000.0,4501000000.0,4397000000.0
Loss Adjustment Expense,667000000.0,244000000.0,868000000.0,203000000.0,974000000.0
Net Policyholder Benefits And Claims,667000000.0,244000000.0,868000000.0,203000000.0,974000000.0
Policyholder Benefits Gross,667000000.0,244000000.0,868000000.0,203000000.0,974000000.0
