,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,6732000.0,3451000.0,0.0,23752039.151713,-215000.0,,
Tax Rate For Calcs,0.187,0.203,0.214,0.182708,0.215,,
Normalized EBITDA,639000000.0,623000000.0,453000000.0,511000000.0,596000000.0,,
Total Unusual Items,36000000.0,17000000.0,,130000000.0,-1000000.0,0.0,
Total Unusual Items Excluding Goodwill,36000000.0,17000000.0,,130000000.0,-1000000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,363000000.0,215000000.0,163000000.0,487000000.0,225000000.0,,
Reconciled Depreciation,230000000.0,285000000.0,177000000.0,177000000.0,226000000.0,,
Reconciled Cost Of Revenue,8255000000.0,7839000000.0,7265000000.0,8290000000.0,7204000000.0,,
EBITDA,675000000.0,640000000.0,453000000.0,641000000.0,595000000.0,,
EBIT,445000000.0,355000000.0,276000000.0,464000000.0,369000000.0,,
Net Interest Income,-50000000.0,-59000000.0,-50000000.0,-52000000.0,-64000000.0,,
Normalized Income,333732000.0,201451000.0,163000000.0,380752039.151713,225785000.0,,
Net Income From Continuing And Discontinued Operation,363000000.0,215000000.0,163000000.0,487000000.0,225000000.0,,
Total Expenses,9813000000.0,9399000000.0,8634000000.0,9940000000.0,8667000000.0,,
Total Operating Income As Reported,481000000.0,374000000.0,276000000.0,594000000.0,368000000.0,,
Diluted Average Shares,300257330.0,300008422.0,302914671.0,307299709.0,308305013.0,,
Basic Average Shares,297557891.0,297950927.0,300288602.0,304638633.0,306253811.0,,
Diluted EPS,1.21,0.72,0.54,1.58,0.73,,
Basic EPS,1.22,0.72,0.54,1.6,0.73,,
Diluted NI Availto Com Stockholders,363000000.0,215000000.0,163000000.0,487000000.0,225000000.0,,
Net Income Common Stockholders,363000000.0,215000000.0,163000000.0,487000000.0,225000000.0,,
Net Income,363000000.0,215000000.0,163000000.0,487000000.0,225000000.0,,
Minority Interests,-33000000.0,-24000000.0,-28000000.0,-14000000.0,-20000000.0,,
Net Income Including Noncontrolling Interests,396000000.0,239000000.0,191000000.0,501000000.0,245000000.0,,
Net Income Continuous Operations,396000000.0,239000000.0,191000000.0,501000000.0,245000000.0,,
Tax Provision,91000000.0,61000000.0,52000000.0,112000000.0,67000000.0,,
Pretax Income,487000000.0,300000000.0,243000000.0,613000000.0,312000000.0,,
Other Income Expense,92000000.0,4000000.0,17000000.0,201000000.0,7000000.0,,
Other Non Operating Income Expenses,3000000.0,5000000.0,1000000.0,13000000.0,12000000.0,,
Special Income Charges,0.0,-2000000.0,,,,0.0,
Other Special Charges,,2000000.0,,,,,
Earnings From Equity Interest,53000000.0,-18000000.0,16000000.0,58000000.0,-4000000.0,,
Gain On Sale Of Security,36000000.0,19000000.0,,130000000.0,-1000000.0,,13000000.0
Net Non Operating Interest Income Expense,-50000000.0,-59000000.0,-50000000.0,-52000000.0,-64000000.0,,
Total Other Finance Cost,50000000.0,59000000.0,50000000.0,52000000.0,64000000.0,,
Operating Income,445000000.0,355000000.0,276000000.0,464000000.0,369000000.0,,
Operating Expense,1509000000.0,1457000000.0,1369000000.0,1650000000.0,1415000000.0,,
Other Operating Expenses,1328000000.0,1275000000.0,1192000000.0,1473000000.0,1237000000.0,,
Depreciation Amortization Depletion Income Statement,181000000.0,182000000.0,177000000.0,177000000.0,178000000.0,,
Depreciation And Amortization In Income Statement,181000000.0,182000000.0,177000000.0,177000000.0,178000000.0,,
Gross Profit,1954000000.0,1812000000.0,1645000000.0,2114000000.0,1784000000.0,,
Cost Of Revenue,8304000000.0,7942000000.0,7265000000.0,8290000000.0,7252000000.0,,
Total Revenue,10258000000.0,9754000000.0,8910000000.0,10404000000.0,9036000000.0,,
Operating Revenue,10258000000.0,9754000000.0,8910000000.0,10404000000.0,9036000000.0,,
