,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,1106000000.0,776000000.0,476000000.0,1085000000.0,1033000000.0
Repurchase Of Capital Stock,-288000000.0,-232000000.0,-284000000.0,-455000000.0,-295000000.0
Repayment Of Debt,-516000000.0,-135000000.0,-4000000.0,-1000000.0,-2000000.0
Issuance Of Debt,0.0,497000000.0,0.0,0.0,0.0
Capital Expenditure,-155000000.0,-108000000.0,-124000000.0,-184000000.0,-134000000.0
Interest Paid Supplemental Data,98000000.0,28000000.0,109000000.0,35000000.0,106000000.0
Income Tax Paid Supplemental Data,182000000.0,391000000.0,139000000.0,171000000.0,257000000.0
End Cash Position,1279000000.0,1215000000.0,1112000000.0,1096000000.0,1234000000.0
Beginning Cash Position,1215000000.0,1112000000.0,1096000000.0,1234000000.0,1110000000.0
Effect Of Exchange Rate Changes,-15000000.0,29000000.0,33000000.0,-48000000.0,11000000.0
Changes In Cash,79000000.0,74000000.0,-17000000.0,-90000000.0,113000000.0
Financing Cash Flow,-1028000000.0,-409000000.0,-458000000.0,-1279000000.0,-904000000.0
Cash Flow From Continuing Financing Activities,-1028000000.0,-409000000.0,-458000000.0,-1279000000.0,-904000000.0
Net Other Financing Charges,9000000.0,104000000.0,32000000.0,-92000000.0,44000000.0
Proceeds From Stock Option Exercised,18000000.0,25000000.0,40000000.0,27000000.0,156000000.0
Cash Dividends Paid,-420000000.0,-474000000.0,-406000000.0,-514000000.0,-408000000.0
Common Stock Dividend Paid,-420000000.0,-474000000.0,-406000000.0,-514000000.0,-408000000.0
Net Common Stock Issuance,-288000000.0,-232000000.0,-284000000.0,-455000000.0,-295000000.0
Common Stock Payments,-288000000.0,-232000000.0,-284000000.0,-455000000.0,-295000000.0
Net Issuance Payments Of Debt,-347000000.0,168000000.0,160000000.0,-245000000.0,-401000000.0
Net Short Term Debt Issuance,169000000.0,-194000000.0,164000000.0,-244000000.0,-399000000.0
Net Long Term Debt Issuance,-516000000.0,362000000.0,-4000000.0,-1000000.0,-2000000.0
Long Term Debt Payments,-516000000.0,-135000000.0,-4000000.0,-1000000.0,-2000000.0
Long Term Debt Issuance,0.0,497000000.0,0.0,0.0,0.0
Investing Cash Flow,-154000000.0,-401000000.0,-159000000.0,-80000000.0,-150000000.0
Cash Flow From Continuing Investing Activities,-154000000.0,-401000000.0,-159000000.0,-80000000.0,-150000000.0
Net Other Investing Changes,-4000000.0,-3000000.0,2000000.0,16000000.0,17000000.0
Net Investment Purchase And Sale,5000000.0,3000000.0,-37000000.0,88000000.0,-33000000.0
Sale Of Investment,158000000.0,253000000.0,97000000.0,304000000.0,82000000.0
Purchase Of Investment,-153000000.0,-250000000.0,-134000000.0,-216000000.0,-115000000.0
Net Business Purchase And Sale,0.0,,,,
Purchase Of Business,0.0,,,,
Capital Expenditure Reported,-155000000.0,-108000000.0,-124000000.0,-184000000.0,-134000000.0
Operating Cash Flow,1261000000.0,884000000.0,600000000.0,1269000000.0,1167000000.0
Cash Flow From Continuing Operating Activities,1261000000.0,884000000.0,600000000.0,1269000000.0,1167000000.0
Change In Working Capital,241000000.0,-73000000.0,-331000000.0,297000000.0,177000000.0
Change In Other Working Capital,-15000000.0,7000000.0,-14000000.0,-14000000.0,-4000000.0
Change In Payables And Accrued Expense,278000000.0,-191000000.0,-57000000.0,189000000.0,133000000.0
Change In Inventory,6000000.0,89000000.0,-86000000.0,-6000000.0,-77000000.0
Change In Receivables,-28000000.0,22000000.0,-174000000.0,128000000.0,125000000.0
Other Non Cash Items,-2000000.0,-6000000.0,58000000.0,-3000000.0,6000000.0
Stock Based Compensation,72000000.0,32000000.0,23000000.0,27000000.0,65000000.0
Deferred Tax,25000000.0,7000000.0,-24000000.0,21000000.0,-6000000.0
Deferred Income Tax,25000000.0,7000000.0,-24000000.0,21000000.0,-6000000.0
Depreciation Amortization Depletion,158000000.0,151000000.0,148000000.0,148000000.0,150000000.0
Depreciation And Amortization,158000000.0,151000000.0,148000000.0,148000000.0,150000000.0
Net Income From Continuing Operations,767000000.0,773000000.0,726000000.0,779000000.0,775000000.0
