,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,6346953.405018,304134000.0,-10366000.0,1362048.894063,-27840729.483283,,
Tax Rate For Calcs,0.33405,0.346,0.146,0.006985,0.272948,,
Normalized EBITDA,1995000000.0,1002000000.0,848000000.0,1237000000.0,2383000000.0,,
Total Unusual Items,19000000.0,879000000.0,-71000000.0,195000000.0,-102000000.0,,
Total Unusual Items Excluding Goodwill,19000000.0,879000000.0,-71000000.0,195000000.0,-102000000.0,,
Net Income From Continuing Operation Net Minority Interest,930000000.0,839000000.0,118000000.0,852000000.0,1200000000.0,,
Reconciled Depreciation,485000000.0,490000000.0,480000000.0,483000000.0,489000000.0,,
Reconciled Cost Of Revenue,4834000000.0,4513000000.0,5697000000.0,3856000000.0,4431000000.0,,
EBITDA,2014000000.0,1881000000.0,777000000.0,1432000000.0,2281000000.0,,
EBIT,1529000000.0,1391000000.0,297000000.0,949000000.0,1792000000.0,,
Net Interest Income,-134000000.0,-118000000.0,-146000000.0,-90000000.0,-147000000.0,,
Interest Expense,134000000.0,118000000.0,146000000.0,90000000.0,147000000.0,,
Normalized Income,917346953.405018,264134000.0,178634000.0,658362048.894063,1274159270.516717,,
Net Income From Continuing And Discontinued Operation,930000000.0,839000000.0,118000000.0,852000000.0,1200000000.0,,
Total Expenses,5111000000.0,5599000000.0,6440000000.0,4674000000.0,4670000000.0,,
Total Operating Income As Reported,1086000000.0,951000000.0,451000000.0,972000000.0,1467000000.0,,
Diluted Average Shares,313000000.0,314000000.0,314000000.0,314000000.0,314000000.0,,
Basic Average Shares,313000000.0,314000000.0,313000000.0,314000000.0,313000000.0,,
Diluted EPS,2.97,2.67,0.38,2.71,3.82,,
Basic EPS,2.98,2.67,0.38,2.72,3.83,,
Diluted NI Availto Com Stockholders,930000000.0,839000000.0,118000000.0,852000000.0,1200000000.0,,
Net Income Common Stockholders,930000000.0,839000000.0,118000000.0,852000000.0,1200000000.0,,
Net Income,930000000.0,839000000.0,118000000.0,852000000.0,1200000000.0,,
Minority Interests,1000000.0,6000000.0,-11000000.0,2000000.0,4000000.0,,
Net Income Including Noncontrolling Interests,929000000.0,833000000.0,129000000.0,850000000.0,1196000000.0,,
Net Income Continuous Operations,929000000.0,833000000.0,129000000.0,850000000.0,1196000000.0,,
Earnings From Equity Interest Net Of Tax,0.0,0.0,,-3000000.0,0.0,-1000000.0,
Tax Provision,466000000.0,440000000.0,22000000.0,6000000.0,449000000.0,,
Pretax Income,1395000000.0,1273000000.0,151000000.0,859000000.0,1645000000.0,,
Other Income Expense,70000000.0,889000000.0,-51000000.0,241000000.0,-88000000.0,,
Other Non Operating Income Expenses,51000000.0,10000000.0,20000000.0,46000000.0,14000000.0,,
Special Income Charges,0.0,,,69000000.0,2000000.0,0.0,0.0
Gain On Sale Of Ppe,0.0,,,69000000.0,2000000.0,0.0,0.0
Gain On Sale Of Security,19000000.0,879000000.0,-71000000.0,126000000.0,-104000000.0,,
Net Non Operating Interest Income Expense,-134000000.0,-118000000.0,-146000000.0,-90000000.0,-147000000.0,,
Interest Expense Non Operating,134000000.0,118000000.0,146000000.0,90000000.0,147000000.0,,
Operating Income,1459000000.0,502000000.0,348000000.0,708000000.0,1880000000.0,,
Operating Expense,33000000.0,850000000.0,511000000.0,590000000.0,16000000.0,,
Other Operating Expenses,-373000000.0,449000000.0,103000000.0,195000000.0,-415000000.0,,
Other Taxes,165000000.0,147000000.0,160000000.0,140000000.0,165000000.0,,
Depreciation Amortization Depletion Income Statement,241000000.0,254000000.0,248000000.0,255000000.0,266000000.0,,
Depreciation And Amortization In Income Statement,241000000.0,254000000.0,248000000.0,255000000.0,266000000.0,,
Selling General And Administration,,,,,,4000000.0,2000000.0
General And Administrative Expense,,,,,,4000000.0,2000000.0
Salaries And Wages,,,,,,4000000.0,2000000.0
Gross Profit,1492000000.0,1352000000.0,859000000.0,1298000000.0,1896000000.0,,
Cost Of Revenue,5078000000.0,4749000000.0,5929000000.0,4084000000.0,4654000000.0,,
Total Revenue,6570000000.0,6101000000.0,6788000000.0,5382000000.0,6550000000.0,,
Operating Revenue,6570000000.0,6101000000.0,6788000000.0,5382000000.0,6550000000.0,,
