,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Preferred Shares Number,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0
Ordinary Shares Number,86265563.0,86261214.0,86255005.0,85666220.0,84952538.0
Share Issued,86265563.0,86261214.0,86255005.0,85666220.0,84952538.0
Net Debt,4612033000.0,4310504000.0,4404069000.0,4350223000.0,4375594000.0
Total Debt,4809176000.0,4573967000.0,4600335000.0,4561252000.0,4560780000.0
Tangible Book Value,3054736000.0,3089207000.0,3032059000.0,3011772000.0,2951645000.0
Invested Capital,7778080000.0,7576714000.0,7545352000.0,7485404000.0,7424262000.0
Working Capital,4696000.0,88717000.0,9736000.0,50385000.0,-14506000.0
Net Tangible Assets,3214558000.0,3249029000.0,3191881000.0,3171594000.0,3111467000.0
Capital Lease Obligations,85832000.0,86460000.0,87042000.0,87620000.0,88163000.0
Common Stock Equity,3054736000.0,3089207000.0,3032059000.0,3011772000.0,2951645000.0
Preferred Stock Equity,159822000.0,159822000.0,159822000.0,159822000.0,159822000.0
Total Capitalization,7937902000.0,7736536000.0,7705174000.0,7645226000.0,7584084000.0
Total Equity Gross Minority Interest,3465829000.0,3501291000.0,3445605000.0,3424430000.0,3366546000.0
Minority Interest,251271000.0,252262000.0,253724000.0,252836000.0,255079000.0
Stockholders Equity,3214558000.0,3249029000.0,3191881000.0,3171594000.0,3111467000.0
Gains Losses Not Affecting Retained Earnings,2232000.0,2912000.0,3596000.0,4740000.0,2172000.0
Other Equity Adjustments,2232000.0,2912000.0,3596000.0,4740000.0,2172000.0
Retained Earnings,-1254627000.0,-1216794000.0,-1275769000.0,-1242654000.0,-1211833000.0
Additional Paid In Capital,4306262000.0,4302220000.0,4303363000.0,4248824000.0,4160451000.0
Capital Stock,160691000.0,160691000.0,160691000.0,160684000.0,160677000.0
Common Stock,869000.0,869000.0,869000.0,862000.0,855000.0
Preferred Stock,159822000.0,159822000.0,159822000.0,159822000.0,159822000.0
Total Liabilities Net Minority Interest,5396396000.0,5122503000.0,5176245000.0,5100327000.0,5112672000.0
Total Non Current Liabilities Net Minority Interest,5040789000.0,4799163000.0,4847364000.0,4789079000.0,4785473000.0
Other Non Current Liabilities,231613000.0,225196000.0,247029000.0,227827000.0,224693000.0
Long Term Debt And Capital Lease Obligation,4809176000.0,4573967000.0,4600335000.0,4561252000.0,4560780000.0
Long Term Capital Lease Obligation,85832000.0,86460000.0,87042000.0,87620000.0,88163000.0
Long Term Debt,4723344000.0,4487507000.0,4513293000.0,4473632000.0,4472617000.0
Current Liabilities,355607000.0,323340000.0,328881000.0,311248000.0,327199000.0
Payables And Accrued Expenses,355607000.0,323340000.0,328881000.0,311248000.0,327199000.0
Payables,355607000.0,323340000.0,328881000.0,311248000.0,327199000.0
Other Payable,31275000.0,34032000.0,34194000.0,30941000.0,30284000.0
Dividends Payable,99792000.0,97186000.0,97265000.0,96743000.0,95849000.0
Accounts Payable,224540000.0,192122000.0,197422000.0,183564000.0,201066000.0
Total Assets,8862225000.0,8623794000.0,8621850000.0,8524757000.0,8479218000.0
Total Non Current Assets,8501922000.0,8211737000.0,8283233000.0,8163124000.0,8166525000.0
Other Non Current Assets,330355000.0,291764000.0,296509000.0,286316000.0,276328000.0
Investments And Advances,32708000.0,33133000.0,32888000.0,33458000.0,33008000.0
Long Term Equity Investment,32708000.0,33133000.0,32888000.0,33458000.0,33008000.0
Investments In Other Ventures Under Equity Method,32708000.0,33133000.0,32888000.0,33458000.0,33008000.0
Investment Properties,8048534000.0,7795803000.0,7862096000.0,7750914000.0,7764089000.0
Net PPE,90325000.0,91037000.0,91740000.0,92436000.0,93100000.0
Gross PPE,90325000.0,91037000.0,91740000.0,92436000.0,93100000.0
Other Properties,90325000.0,91037000.0,91740000.0,92436000.0,93100000.0
Current Assets,360303000.0,412057000.0,338617000.0,361633000.0,312693000.0
Receivables,248992000.0,235054000.0,229393000.0,238224000.0,215670000.0
Notes Receivable,9105000.0,9118000.0,9131000.0,9144000.0,9157000.0
Accounts Receivable,239887000.0,225936000.0,220262000.0,229080000.0,206513000.0
Cash Cash Equivalents And Short Term Investments,111311000.0,177003000.0,109224000.0,123409000.0,97023000.0
Cash And Cash Equivalents,111311000.0,177003000.0,109224000.0,123409000.0,97023000.0
