,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.28,0.18,0.17,0.170626,0.16
Normalized EBITDA,894000000.0,649000000.0,721000000.0,622000000.0,666000000.0
Net Income From Continuing Operation Net Minority Interest,502000000.0,385000000.0,460000000.0,384000000.0,432000000.0
Reconciled Depreciation,194000000.0,172000000.0,160000000.0,154000000.0,144000000.0
Reconciled Cost Of Revenue,774000000.0,724000000.0,651000000.0,631000000.0,584000000.0
EBITDA,894000000.0,649000000.0,721000000.0,622000000.0,666000000.0
EBIT,700000000.0,477000000.0,561000000.0,468000000.0,522000000.0
Net Interest Income,109000000.0,110000000.0,109000000.0,101000000.0,102000000.0
Interest Expense,6000000.0,6000000.0,6000000.0,5000000.0,6000000.0
Interest Income,115000000.0,116000000.0,115000000.0,106000000.0,108000000.0
Normalized Income,502000000.0,385000000.0,460000000.0,384000000.0,432000000.0
Net Income From Continuing And Discontinued Operation,502000000.0,385000000.0,460000000.0,384000000.0,432000000.0
Total Expenses,2835000000.0,2857000000.0,2637000000.0,2583000000.0,2379000000.0
Total Operating Income As Reported,572000000.0,358000000.0,451000000.0,374000000.0,418000000.0
Diluted Average Shares,210000000.0,209000000.0,209000000.0,209000000.0,209000000.0
Basic Average Shares,208000000.0,207000000.0,207000000.0,206000000.0,206000000.0
Diluted EPS,2.4,1.84,2.2,1.83,2.07
Basic EPS,2.42,1.86,2.22,1.86,2.09
Diluted NI Availto Com Stockholders,502000000.0,385000000.0,460000000.0,384000000.0,432000000.0
Net Income Common Stockholders,502000000.0,385000000.0,460000000.0,384000000.0,432000000.0
Net Income,502000000.0,385000000.0,460000000.0,384000000.0,432000000.0
Net Income Including Noncontrolling Interests,502000000.0,385000000.0,460000000.0,384000000.0,432000000.0
Net Income Continuous Operations,502000000.0,385000000.0,460000000.0,384000000.0,432000000.0
Tax Provision,192000000.0,86000000.0,95000000.0,79000000.0,84000000.0
Pretax Income,694000000.0,471000000.0,555000000.0,463000000.0,516000000.0
Other Income Expense,13000000.0,3000000.0,-5000000.0,-12000000.0,-4000000.0
Other Non Operating Income Expenses,13000000.0,3000000.0,-5000000.0,-12000000.0,-4000000.0
Net Non Operating Interest Income Expense,109000000.0,110000000.0,109000000.0,101000000.0,102000000.0
Interest Expense Non Operating,6000000.0,6000000.0,6000000.0,5000000.0,6000000.0
Interest Income Non Operating,115000000.0,116000000.0,115000000.0,106000000.0,108000000.0
Operating Income,572000000.0,358000000.0,451000000.0,374000000.0,418000000.0
Operating Expense,2061000000.0,2133000000.0,1986000000.0,1952000000.0,1795000000.0
Research And Development,750000000.0,734000000.0,703000000.0,668000000.0,626000000.0
Selling General And Administration,1311000000.0,1399000000.0,1283000000.0,1284000000.0,1169000000.0
Selling And Marketing Expense,1056000000.0,1128000000.0,1054000000.0,1027000000.0,944000000.0
General And Administrative Expense,255000000.0,271000000.0,229000000.0,257000000.0,225000000.0
Other Gand A,255000000.0,271000000.0,229000000.0,257000000.0,225000000.0
Gross Profit,2633000000.0,2491000000.0,2437000000.0,2326000000.0,2213000000.0
Cost Of Revenue,774000000.0,724000000.0,651000000.0,631000000.0,584000000.0
Total Revenue,3407000000.0,3215000000.0,3088000000.0,2957000000.0,2797000000.0
Operating Revenue,3407000000.0,3215000000.0,3088000000.0,2957000000.0,2797000000.0
