,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,-4554000.0,3314087.759815,0.0
Tax Rate For Calcs,0.186,0.224,0.198,0.094688,0.148
Normalized EBITDA,819000000.0,901000000.0,716000000.0,654000000.0,663000000.0
Total Unusual Items,0.0,0.0,-23000000.0,35000000.0,0.0
Total Unusual Items Excluding Goodwill,0.0,0.0,-23000000.0,35000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,353000000.0,386000000.0,312000000.0,328000000.0,276000000.0
Reconciled Depreciation,217000000.0,232000000.0,221000000.0,221000000.0,229000000.0
Reconciled Cost Of Revenue,1027000000.0,1135000000.0,1091000000.0,1000000000.0,926000000.0
EBITDA,819000000.0,901000000.0,693000000.0,689000000.0,663000000.0
EBIT,602000000.0,669000000.0,472000000.0,468000000.0,434000000.0
Net Interest Income,-18000000.0,-19000000.0,-20000000.0,-14000000.0,32000000.0
Interest Expense,37000000.0,34000000.0,35000000.0,35000000.0,34000000.0
Interest Income,23000000.0,17000000.0,17000000.0,23000000.0,69000000.0
Normalized Income,353000000.0,386000000.0,330446000.0,296314087.759815,276000000.0
Net Income From Continuing And Discontinued Operation,353000000.0,386000000.0,312000000.0,328000000.0,276000000.0
Total Expenses,1085000000.0,1244000000.0,1189000000.0,1121000000.0,1008000000.0
Total Operating Income As Reported,580000000.0,648000000.0,455000000.0,441000000.0,364000000.0
Diluted Average Shares,161200000.0,163100000.0,168800000.0,173500000.0,178600000.0
Basic Average Shares,161000000.0,162900000.0,168600000.0,173200000.0,178400000.0
Diluted EPS,2.19,2.37,1.85,1.89,1.55
Basic EPS,2.19,2.37,1.85,1.89,1.55
Diluted NI Availto Com Stockholders,353000000.0,386000000.0,312000000.0,328000000.0,276000000.0
Net Income Common Stockholders,353000000.0,386000000.0,312000000.0,328000000.0,276000000.0
Net Income,353000000.0,386000000.0,312000000.0,328000000.0,276000000.0
Minority Interests,-107000000.0,-106000000.0,-39000000.0,-64000000.0,-65000000.0
Net Income Including Noncontrolling Interests,460000000.0,492000000.0,351000000.0,392000000.0,341000000.0
Net Income Continuous Operations,460000000.0,492000000.0,351000000.0,392000000.0,341000000.0
Tax Provision,105000000.0,143000000.0,86000000.0,41000000.0,59000000.0
Pretax Income,565000000.0,635000000.0,437000000.0,433000000.0,400000000.0
Other Income Expense,9000000.0,8000000.0,-17000000.0,44000000.0,6000000.0
Other Non Operating Income Expenses,3000000.0,6000000.0,2000000.0,6000000.0,4000000.0
Special Income Charges,0.0,0.0,-23000000.0,35000000.0,0.0
Restructuring And Mergern Acquisition,0.0,0.0,23000000.0,0.0,0.0
Earnings From Equity Interest,6000000.0,2000000.0,4000000.0,3000000.0,2000000.0
Net Non Operating Interest Income Expense,-18000000.0,-19000000.0,-20000000.0,-14000000.0,32000000.0
Total Other Finance Cost,4000000.0,2000000.0,2000000.0,2000000.0,3000000.0
Interest Expense Non Operating,37000000.0,34000000.0,35000000.0,35000000.0,34000000.0
Interest Income Non Operating,23000000.0,17000000.0,17000000.0,23000000.0,69000000.0
Operating Income,574000000.0,646000000.0,474000000.0,403000000.0,362000000.0
Operating Expense,58000000.0,109000000.0,98000000.0,121000000.0,82000000.0
Other Operating Expenses,-30000000.0,8000000.0,14000000.0,43000000.0,4000000.0
Selling General And Administration,88000000.0,101000000.0,84000000.0,78000000.0,78000000.0
Gross Profit,632000000.0,755000000.0,572000000.0,524000000.0,444000000.0
Cost Of Revenue,1027000000.0,1135000000.0,1091000000.0,1000000000.0,926000000.0
Total Revenue,1659000000.0,1890000000.0,1663000000.0,1524000000.0,1370000000.0
Operating Revenue,1659000000.0,1890000000.0,1663000000.0,1524000000.0,1370000000.0
