,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,258000000.0,323000000.0,142000000.0,263000000.0,215000000.0,,
Repurchase Of Capital Stock,,,,0.0,0.0,,
Issuance Of Debt,,,,0.0,,,
Issuance Of Capital Stock,7000000.0,,,,7000000.0,9000000.0,2000000.0
Capital Expenditure,-12000000.0,-16000000.0,-15000000.0,-22000000.0,-9000000.0,,
Interest Paid Supplemental Data,79000000.0,0.0,57000000.0,0.0,80000000.0,,
Income Tax Paid Supplemental Data,68000000.0,18000000.0,38000000.0,84000000.0,67000000.0,,
End Cash Position,1775000000.0,1559000000.0,1239000000.0,1101000000.0,1267000000.0,,
Beginning Cash Position,1559000000.0,1239000000.0,1101000000.0,1267000000.0,1043000000.0,,
Effect Of Exchange Rate Changes,-6000000.0,36000000.0,18000000.0,-41000000.0,22000000.0,,
Changes In Cash,222000000.0,284000000.0,120000000.0,-125000000.0,202000000.0,,
Financing Cash Flow,-36000000.0,-15000000.0,-26000000.0,-16000000.0,-16000000.0,,
Cash Flow From Continuing Financing Activities,-36000000.0,-15000000.0,-26000000.0,-16000000.0,-16000000.0,,
Proceeds From Stock Option Exercised,,,1000000.0,,,,2000000.0
Cash Dividends Paid,-28000000.0,-27000000.0,-27000000.0,-22000000.0,-23000000.0,,
Common Stock Dividend Paid,-28000000.0,-27000000.0,-27000000.0,-22000000.0,-23000000.0,,
Net Common Stock Issuance,7000000.0,,,-18000000.0,7000000.0,9000000.0,2000000.0
Common Stock Payments,,,,0.0,0.0,,
Common Stock Issuance,7000000.0,,,,7000000.0,9000000.0,2000000.0
Net Issuance Payments Of Debt,,,,0.0,,,
Net Long Term Debt Issuance,,,,0.0,,,
Long Term Debt Issuance,,,,0.0,,,
Investing Cash Flow,-12000000.0,-40000000.0,-11000000.0,-394000000.0,-6000000.0,,
Cash Flow From Continuing Investing Activities,-12000000.0,-40000000.0,-11000000.0,-394000000.0,-6000000.0,,
Net Other Investing Changes,0.0,-24000000.0,4000000.0,-9000000.0,3000000.0,,
Net PPE Purchase And Sale,-12000000.0,-16000000.0,-15000000.0,-22000000.0,-9000000.0,,
Sale Of PPE,,,,0.0,,,
Purchase Of PPE,-12000000.0,-16000000.0,-15000000.0,-22000000.0,-9000000.0,,
Operating Cash Flow,270000000.0,339000000.0,157000000.0,285000000.0,224000000.0,,
Cash Flow From Continuing Operating Activities,270000000.0,339000000.0,157000000.0,285000000.0,224000000.0,,
Change In Working Capital,-10000000.0,74000000.0,-109000000.0,25000000.0,-29000000.0,,
Change In Payables And Accrued Expense,22000000.0,108000000.0,-61000000.0,92000000.0,14000000.0,,
Change In Accrued Expense,31000000.0,117000000.0,-71000000.0,111000000.0,-6000000.0,,
Change In Payable,-9000000.0,-9000000.0,10000000.0,-19000000.0,20000000.0,,
Change In Account Payable,-9000000.0,-9000000.0,10000000.0,-19000000.0,20000000.0,,
Change In Prepaid Assets,-21000000.0,-6000000.0,-19000000.0,-32000000.0,-13000000.0,,
Change In Inventory,-12000000.0,-7000000.0,-20000000.0,29000000.0,-8000000.0,,
Change In Receivables,1000000.0,-21000000.0,-9000000.0,10000000.0,-22000000.0,,
Changes In Account Receivables,1000000.0,-21000000.0,-9000000.0,10000000.0,-22000000.0,,
Other Non Cash Items,,0.0,6000000.0,,,0.0,15000000.0
Stock Based Compensation,21000000.0,24000000.0,16000000.0,13000000.0,17000000.0,,
Asset Impairment Charge,,,,0.0,0.0,,
Depreciation Amortization Depletion,20000000.0,19000000.0,19000000.0,20000000.0,17000000.0,,
Depreciation And Amortization,20000000.0,19000000.0,19000000.0,20000000.0,17000000.0,,
Amortization Cash Flow,9000000.0,9000000.0,9000000.0,10000000.0,7000000.0,,
Amortization Of Intangibles,9000000.0,9000000.0,9000000.0,10000000.0,7000000.0,,
Depreciation,11000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,
Operating Gains Losses,,,,0.0,,,
Net Income From Continuing Operations,239000000.0,222000000.0,225000000.0,227000000.0,219000000.0,,
