,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.228,0.232,0.237,0.215509,0.213,,
Normalized EBITDA,1217000000.0,1229000000.0,1167000000.0,1191000000.0,1215000000.0,,
Net Income From Continuing Operation Net Minority Interest,735000000.0,743000000.0,690000000.0,739000000.0,737000000.0,,
Reconciled Depreciation,158000000.0,151000000.0,148000000.0,148000000.0,150000000.0,,
Reconciled Cost Of Revenue,2082000000.0,2041000000.0,1924000000.0,1963000000.0,1959000000.0,,
EBITDA,1217000000.0,1229000000.0,1167000000.0,1191000000.0,1215000000.0,,
EBIT,1059000000.0,1078000000.0,1019000000.0,1043000000.0,1065000000.0,,
Net Interest Income,-46000000.0,-50000000.0,-51000000.0,-50000000.0,-56000000.0,,
Interest Expense,67000000.0,71000000.0,66000000.0,,,78000000.0,73000000.0
Interest Income,21000000.0,21000000.0,15000000.0,,,18000000.0,15000000.0
Normalized Income,735000000.0,743000000.0,690000000.0,739000000.0,737000000.0,,
Net Income From Continuing And Discontinued Operation,735000000.0,743000000.0,690000000.0,739000000.0,737000000.0,,
Total Expenses,4072000000.0,4030000000.0,3835000000.0,3820000000.0,3968000000.0,,
Total Operating Income As Reported,1059000000.0,1080000000.0,1076000000.0,1063000000.0,1065000000.0,,
Diluted Average Shares,810200000.0,813300000.0,815000000.0,819700000.0,822500000.0,,
Basic Average Shares,807800000.0,810200000.0,812000000.0,816000000.0,817700000.0,,
Diluted EPS,0.91,0.91,0.85,0.9,0.9,,
Basic EPS,0.91,0.92,0.85,0.91,0.9,,
Diluted NI Availto Com Stockholders,735000000.0,743000000.0,690000000.0,739000000.0,737000000.0,,
Net Income Common Stockholders,735000000.0,743000000.0,690000000.0,739000000.0,737000000.0,,
Net Income,735000000.0,743000000.0,690000000.0,739000000.0,737000000.0,,
Minority Interests,-31000000.0,-30000000.0,-36000000.0,-40000000.0,-39000000.0,,
Net Income Including Noncontrolling Interests,766000000.0,773000000.0,726000000.0,779000000.0,776000000.0,,
Net Income Continuous Operations,766000000.0,773000000.0,726000000.0,779000000.0,776000000.0,,
Tax Provision,226000000.0,234000000.0,227000000.0,214000000.0,210000000.0,,
Pretax Income,992000000.0,1007000000.0,953000000.0,993000000.0,986000000.0,,
Other Income Expense,-21000000.0,-23000000.0,-72000000.0,-82000000.0,-23000000.0,,
Other Non Operating Income Expenses,-21000000.0,-23000000.0,-72000000.0,-98000000.0,-23000000.0,,
Net Non Operating Interest Income Expense,-46000000.0,-50000000.0,-51000000.0,-50000000.0,-56000000.0,,
Total Other Finance Cost,,,,,56000000.0,60000000.0,58000000.0
Interest Expense Non Operating,67000000.0,71000000.0,66000000.0,,,78000000.0,73000000.0
Interest Income Non Operating,21000000.0,21000000.0,15000000.0,,,18000000.0,15000000.0
Operating Income,1059000000.0,1080000000.0,1076000000.0,1125000000.0,1065000000.0,,
Operating Expense,1990000000.0,1989000000.0,1911000000.0,1857000000.0,2009000000.0,,
Other Operating Expenses,19000000.0,26000000.0,13000000.0,,30000000.0,35000000.0,
Selling General And Administration,1971000000.0,1963000000.0,1898000000.0,1896000000.0,1979000000.0,,
Gross Profit,3049000000.0,3069000000.0,2987000000.0,2982000000.0,3074000000.0,,
Cost Of Revenue,2082000000.0,2041000000.0,1924000000.0,1963000000.0,1959000000.0,,
Total Revenue,5131000000.0,5110000000.0,4911000000.0,4945000000.0,5033000000.0,,
Operating Revenue,5131000000.0,5110000000.0,4911000000.0,4945000000.0,5033000000.0,,
