,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-222126490.514905,-6554043.444897,-354186800.0,-69047071.66531,-1087488400.0,
Tax Rate For Calcs,0.228126,0.164674,0.202,0.124814,0.389,
Normalized EBITDA,8855700000.0,7543700000.0,5916000000.0,6301400000.0,5043500000.0,
Total Unusual Items,-973700000.0,-39800000.0,-1753400000.0,-553200000.0,-2795600000.0,
Total Unusual Items Excluding Goodwill,-973700000.0,-39800000.0,-1753400000.0,-553200000.0,-2795600000.0,
Net Income From Continuing Operation Net Minority Interest,5582500000.0,5660500000.0,2759300000.0,4409800000.0,970300000.0,
Reconciled Depreciation,470000000.0,478500000.0,462800000.0,484800000.0,466800000.0,
Reconciled Cost Of Revenue,3008300000.0,2447800000.0,2224200000.0,2403800000.0,2170800000.0,
EBITDA,7882000000.0,7503900000.0,4162600000.0,5748200000.0,2247900000.0,
EBIT,7412000000.0,7025400000.0,3699800000.0,5263400000.0,1781100000.0,
Net Interest Income,-114600000.0,-209000000.0,-195400000.0,-180400000.0,-144900000.0,
Interest Expense,179600000.0,249000000.0,243700000.0,224700000.0,192700000.0,
Interest Income,65000000.0,40000000.0,48300000.0,44300000.0,47800000.0,
Normalized Income,6334073509.485095,5693745956.555103,4158513200.0,4893952928.33469,2678411600.0,
Net Income From Continuing And Discontinued Operation,5582500000.0,5660500000.0,2759300000.0,4409800000.0,970300000.0,
Total Expenses,9100700000.0,8431500000.0,7320100000.0,7735000000.0,6889300000.0,
Diluted Average Shares,898804000.0,899800000.0,900604000.0,903158000.0,905027000.0,
Basic Average Shares,895841000.0,897900000.0,897730000.0,897538000.0,899850000.0,
Diluted EPS,6.21,6.29,3.06,4.88,1.07,
Basic EPS,6.231575,6.3,3.073641,4.913218,1.078291,
Diluted NI Availto Com Stockholders,5582500000.0,5660500000.0,2759300000.0,4409800000.0,970300000.0,
Net Income Common Stockholders,5582500000.0,5660500000.0,2759300000.0,4409800000.0,970300000.0,
Net Income,5582500000.0,5660500000.0,2759300000.0,4409800000.0,970300000.0,
Net Income Including Noncontrolling Interests,5582500000.0,5660500000.0,2759300000.0,4409800000.0,970300000.0,
Net Income Continuous Operations,5582500000.0,5660500000.0,2759300000.0,4409800000.0,970300000.0,
Tax Provision,1649900000.0,1115900000.0,696800000.0,628900000.0,618100000.0,
Pretax Income,7232400000.0,6776400000.0,3456100000.0,5038700000.0,1588400000.0,
Other Income Expense,-1153100000.0,-140800000.0,-1756900000.0,-578700000.0,-2816500000.0,
Other Non Operating Income Expenses,-179400000.0,-101000000.0,-3500000.0,-25500000.0,-20900000.0,
Special Income Charges,-1020600000.0,-153800000.0,-1606700000.0,-533200000.0,-2908000000.0,
Other Special Charges,655700000.0,153800000.0,1571700000.0,624200000.0,2826400000.0,
Write Off,364900000.0,0.0,35000000.0,-91000000.0,81600000.0,
Impairment Of Capital Assets,,,,,81600000.0,435000000.0
Gain On Sale Of Security,46900000.0,114000000.0,-146700000.0,-20000000.0,112400000.0,
Net Non Operating Interest Income Expense,-114600000.0,-209000000.0,-195400000.0,-180400000.0,-144900000.0,
Interest Expense Non Operating,179600000.0,249000000.0,243700000.0,224700000.0,192700000.0,
Interest Income Non Operating,65000000.0,40000000.0,48300000.0,44300000.0,47800000.0,
Operating Income,8500100000.0,7126200000.0,5408400000.0,5797800000.0,4549800000.0,
Operating Expense,6092400000.0,5983700000.0,5095900000.0,5331200000.0,4718500000.0,
Research And Development,3465700000.0,3336100000.0,2733700000.0,3022500000.0,2734100000.0,
Selling General And Administration,2626700000.0,2647600000.0,2362200000.0,2308700000.0,1984400000.0,
General And Administrative Expense,2626700000.0,2647600000.0,2362200000.0,2308700000.0,1984400000.0,
Other Gand A,2740700000.0,2753000000.0,2468800000.0,2424500000.0,2099800000.0,
Salaries And Wages,-114000000.0,-105400000.0,-106600000.0,-115800000.0,-115400000.0,
Gross Profit,14592500000.0,13109900000.0,10504300000.0,11129000000.0,9268300000.0,
Cost Of Revenue,3008300000.0,2447800000.0,2224200000.0,2403800000.0,2170800000.0,
Total Revenue,17600800000.0,15557700000.0,12728500000.0,13532800000.0,11439100000.0,
Operating Revenue,17600800000.0,15557700000.0,12728500000.0,13532800000.0,11439100000.0,
