,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-1100820000.0,0.0,0.0,90142521.16651,-378756000.0,,
Tax Rate For Calcs,0.21,0.385,0.319,0.236595,0.324,,
Normalized EBITDA,3678000000.0,3581000000.0,4556000000.0,3650000000.0,3187000000.0,,
Total Unusual Items,-5242000000.0,,,381000000.0,-1169000000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,-5242000000.0,,,381000000.0,-1169000000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-3975000000.0,1021000000.0,1779000000.0,1644000000.0,87000000.0,,
Reconciled Depreciation,1134000000.0,1171000000.0,1154000000.0,1147000000.0,1161000000.0,,
Reconciled Cost Of Revenue,89065000000.0,85322000000.0,80192000000.0,84811000000.0,82870000000.0,,
EBITDA,-1564000000.0,3581000000.0,4556000000.0,4031000000.0,2018000000.0,,
EBIT,-2698000000.0,2410000000.0,3402000000.0,2884000000.0,857000000.0,,
Net Interest Income,-784000000.0,-763000000.0,-785000000.0,-758000000.0,-752000000.0,,
Interest Expense,784000000.0,763000000.0,785000000.0,758000000.0,752000000.0,,
Normalized Income,166180000.0,1021000000.0,1779000000.0,1353142521.16651,877244000.0,,
Net Income From Continuing And Discontinued Operation,-3975000000.0,1021000000.0,1779000000.0,1644000000.0,87000000.0,,
Total Expenses,100353000000.0,96534000000.0,91214000000.0,95232000000.0,93427000000.0,,
Total Operating Income As Reported,-3207000000.0,2381000000.0,3374000000.0,2368000000.0,832000000.0,,
Diluted Average Shares,1269000000.0,1270000000.0,1264000000.0,1261000000.0,1259000000.0,,
Basic Average Shares,1269000000.0,1266000000.0,1261000000.0,1259000000.0,1259000000.0,,
Diluted EPS,-3.13,0.8,1.41,1.3,0.07,,
Basic EPS,-3.13,0.81,1.41,1.31,0.07,,
Diluted NI Availto Com Stockholders,-3975000000.0,1021000000.0,1779000000.0,1644000000.0,87000000.0,,
Net Income Common Stockholders,-3975000000.0,1021000000.0,1779000000.0,1644000000.0,87000000.0,,
Net Income,-3975000000.0,1021000000.0,1779000000.0,1644000000.0,87000000.0,,
Minority Interests,15000000.0,8000000.0,-3000000.0,21000000.0,16000000.0,,
Net Income Including Noncontrolling Interests,-3990000000.0,1013000000.0,1782000000.0,1623000000.0,71000000.0,,
Net Income Continuous Operations,-3990000000.0,1013000000.0,1782000000.0,1623000000.0,71000000.0,,
Tax Provision,508000000.0,634000000.0,835000000.0,503000000.0,34000000.0,,
Pretax Income,-3482000000.0,1647000000.0,2617000000.0,2126000000.0,105000000.0,,
Other Income Expense,-5216000000.0,29000000.0,28000000.0,406000000.0,-1144000000.0,,
Other Non Operating Income Expenses,26000000.0,29000000.0,28000000.0,25000000.0,25000000.0,,
Special Income Charges,-5242000000.0,,,381000000.0,-1169000000.0,0.0,0.0
Gain On Sale Of Ppe,,,,0.0,0.0,0.0,0.0
Gain On Sale Of Business,483000000.0,,,,,,
Impairment Of Capital Assets,5725000000.0,,,,,,
Restructuring And Mergern Acquisition,0.0,,,10000000.0,1169000000.0,0.0,
Net Non Operating Interest Income Expense,-784000000.0,-763000000.0,-785000000.0,-758000000.0,-752000000.0,,
Interest Expense Non Operating,784000000.0,763000000.0,785000000.0,758000000.0,752000000.0,,
Operating Income,2518000000.0,2381000000.0,3374000000.0,2478000000.0,2001000000.0,,
Operating Expense,11288000000.0,11212000000.0,11022000000.0,10421000000.0,10557000000.0,,
Other Operating Expenses,11288000000.0,11212000000.0,11022000000.0,10421000000.0,10557000000.0,,
Gross Profit,13806000000.0,13593000000.0,14396000000.0,12899000000.0,12558000000.0,,
Cost Of Revenue,89065000000.0,85322000000.0,80192000000.0,84811000000.0,82870000000.0,,
Total Revenue,102871000000.0,98915000000.0,94588000000.0,97710000000.0,95428000000.0,,
Operating Revenue,102871000000.0,98915000000.0,94588000000.0,97710000000.0,95428000000.0,,
